N	2gram	Trubetskoy_1	Istorich
1	и в	26	28
2	может быть	10	25
3	не может	4	15
4	а не	5	15
5	никогда не	5	14
6	мы должны	6	13
7	мы имеем	2	13
8	что в	9	12
9	то же	4	12
10	не только	10	12
11	только в	4	11
12	что он	4	10
13	все же	6	10
14	прежде всего	2	10
15	но и	9	10
16	и что	4	10
17	в том	11	9
18	о том	6	9
19	то что	7	9
20	и не	8	9
21	не в	2	9
22	так и	6	9
23	что это	3	8
24	не всегда	2	8
25	если бы	3	8
26	таким образом	22	8
27	в этом	15	8
28	но в	7	8
29	в этих	4	7
30	том что	7	7
31	еще не	2	7
32	а в	4	7
33	так же	5	7
34	и здесь	2	7
35	что мы	2	7
36	с другой	8	6
37	не менее	3	6
38	к тому	6	6
39	тем не	3	6
40	ни один	2	6
41	так например	2	6
42	вслед за	2	6
43	что и	6	6
44	когда он	3	6
45	в этой	4	6
46	так как	9	6
47	вместе с	15	6
48	в одном	3	5
49	по существу	2	5
50	в силу	5	5
51	более или	5	5
52	но не	8	5
53	до сих	5	5
54	в качестве	3	5
55	сих пор	5	5
56	или менее	5	5
57	в своем	3	5
58	сказать что	2	5
59	в его	5	5
60	попадает в	4	5
61	к которому	2	5
62	все это	6	4
63	с тем	18	4
64	связи с	9	4
65	и другие	3	4
66	превращается в	2	4
67	на то	2	4
68	так что	3	4
69	но все	7	4
70	представляет собой	3	4
71	одной стороны	7	4
72	друг с	5	4
73	один из	2	4
74	связь с	2	4
75	в связи	3	4
76	с одной	7	4
77	того что	3	4
78	и даже	3	4
79	хотя бы	3	4
80	и для	5	4
81	и с	10	4
82	и на	2	4
83	к ним	3	4
84	потому что	7	4
85	все эти	6	4
86	во время	4	3
87	не как	2	3
88	точно так	3	3
89	в образе	2	3
90	не с	2	3
91	ему в	2	3
92	именно в	2	3
93	утверждать что	2	3
94	в начале	2	3
95	для этого	2	3
96	при этом	3	3
97	к сожалению	3	3
98	в котором	4	3
99	и по	4	3
100	отношению к	3	3
101	из них	7	3
102	и тогда	4	3
103	уже не	3	3
104	из которых	4	3
105	же самое	2	3
106	очень много	2	3
107	должен был	4	3
108	в то	4	3
109	с другом	5	3
110	с того	2	3
111	за собой	3	2
112	только для	2	2
113	а с	7	2
114	в рамках	3	2
115	не могут	2	2
116	самого начала	2	2
117	к этому	3	2
118	и от	4	2
119	в пользу	2	2
120	и потому	6	2
121	ясно что	3	2
122	очень мало	4	2
123	ни было	2	2
124	то ясно	2	2
125	то ни	2	2
126	мы видели	2	2
127	с самого	3	2
128	и как	3	2
129	из всех	3	2
130	так чтобы	2	2
131	по своей	2	2
132	как о	3	2
133	связанные с	7	2
134	связано с	2	2
135	для него	3	2
136	тот же	2	2
137	мысль о	2	2
138	и если	3	2
139	одной из	5	2
140	большей частью	3	2
141	же как	3	2
142	но если	2	2
143	как бы	12	2
144	относится к	2	2
145	не вполне	3	2
146	в нем	4	2
147	бы то	2	2
148	во всех	2	2
149	с ней	3	2
150	конечно не	2	2
151	и только	4	2
152	он не	4	2
153	в виде	4	2
154	в эпоху	7	2
155	приводит к	2	2
156	для всех	2	2
157	на этот	4	2
158	одним из	2	2
159	между тем	2	2
160	он в	2	2
161	можно назвать	2	2
162	в себе	6	2
163	которые в	2	2
164	из этого	2	2
165	на нее	3	2
166	в области	9	2
167	тогда когда	2	2
