N	2gram	Bakhtin_Pr_2	Vladivir
1	и в	45	40
2	то что	5	28
3	и не	42	25
4	не только	16	25
5	то есть	50	24
6	у него	6	24
7	но и	15	18
8	в том	8	18
9	том что	7	18
10	что в	6	17
11	в этом	20	16
12	так что	2	14
13	в его	22	14
14	не может	24	14
15	точки зрения	19	13
16	вовсе не	7	13
17	только в	9	13
18	а именно	3	12
19	сказать что	5	12
20	даже и	2	12
21	в конце	4	12
22	никогда не	17	11
23	таким образом	11	11
24	потому что	8	11
25	о том	3	11
26	прежде всего	11	10
27	ни в	2	10
28	и потому	6	10
29	не есть	2	10
30	как раз	6	10
31	и его	8	10
32	не менее	2	9
33	уже не	6	9
34	есть только	4	9
35	и с	7	9
36	в своей	6	9
37	что же	4	9
38	в себе	5	9
39	не был	2	8
40	в своем	5	8
41	для него	9	8
42	может быть	18	8
43	так же	5	8
44	и что	2	8
45	он не	9	8
46	как мы	8	8
47	а не	10	8
48	что все	3	7
49	а только	2	7
50	и как	2	7
51	хотя и	2	7
52	а в	3	7
53	в своих	4	7
54	так как	5	7
55	того что	3	7
56	в то	5	7
57	что и	5	7
58	как и	14	7
59	и здесь	2	6
60	и даже	3	6
61	и на	7	6
62	и от	3	6
63	по себе	8	6
64	об этом	3	6
65	в смысле	2	6
66	так и	3	6
67	если не	2	6
68	хотя бы	5	6
69	с точки	9	6
70	но это	2	6
71	должно быть	4	5
72	отношения к	2	5
73	не было	2	5
74	все эти	4	5
75	в ней	7	5
76	в истории	2	5
77	тоже не	2	5
78	в одном	6	5
79	что он	7	5
80	у нас	2	5
81	мы уже	3	5
82	для себя	3	5
83	можно было	2	5
84	конце концов	3	5
85	тем что	2	5
86	ничего общего	2	5
87	ничего не	3	5
88	на то	2	4
89	в дальнейшем	2	4
90	что если	3	4
91	до конца	7	4
92	в самом	13	4
93	в котором	7	4
94	от того	2	4
95	не имеет	3	4
96	бы и	3	4
97	в результате	3	4
98	мы должны	4	4
99	как это	2	4
100	но не	6	4
101	есть и	3	4
102	здесь в	2	4
103	еще не	9	4
104	было бы	4	4
105	и о	2	4
106	даже в	6	4
107	то же	5	4
108	а с	3	4
109	все же	4	4
110	но в	6	4
111	перед нами	4	3
112	уже в	4	3
113	я не	6	3
114	же как	4	3
115	это не	3	3
116	человека и	2	3
117	но все	4	3
118	при этом	2	3
119	как бы	15	3
120	в виду	2	3
121	в нем	20	3
122	к нему	11	3
123	мы видели	3	3
124	ни с	2	3
125	именно в	3	3
126	не так	2	3
127	как на	2	3
128	или не	2	3
129	все то	2	3
130	мы имеем	2	3
131	если бы	2	3
132	само по	2	3
133	если нет	2	3
134	этом смысле	5	3
135	с их	4	3
136	за пределы	5	3
137	ее в	2	3
138	находится в	2	3
139	и у	2	3
140	и эта	3	3
141	не в	8	3
142	и для	2	3
143	в таком	3	3
144	жизнь и	3	3
145	далеко не	4	3
146	здесь не	2	3
147	в чем	2	3
148	это было	2	3
149	он сам	6	2
150	но на	2	2
151	должна быть	3	2
152	в сторону	2	2
153	в нашем	2	2
154	в этих	4	2
155	все они	4	2
156	для понимания	2	2
157	человека от	2	2
158	идеи и	4	2
159	мы и	3	2
160	же время	3	2
161	не о	2	2
162	той или	3	2
163	об этих	2	2
164	не является	3	2
165	здесь нет	2	2
166	в целом	5	2
167	что она	4	2
168	в их	4	2
169	точке зрения	3	2
170	но только	2	2
171	а есть	3	2
172	и по	2	2
173	друг друга	7	2
174	его творчества	5	2
175	этом отношении	2	2
176	можно найти	2	2
177	но как	2	2
178	в начале	2	2
179	его в	3	2
180	бы в	5	2
181	к этой	2	2
182	нет ни	3	2
183	с его	8	2
184	и более	2	2
185	а о	3	2
186	здесь и	2	2
187	не как	6	2
188	в жизни	3	2
189	к этому	4	2
190	быть в	2	2
191	еще раз	3	2
192	и к	2	2
193	она не	5	2
194	из них	9	2
195	одной из	2	2
196	но у	3	2
197	в сущности	7	2
198	о двух	2	2
199	он уже	2	2
200	на почве	4	2
201	со стороны	4	2
202	но уже	2	2
203	совершенно так	2	2
204	в мире	3	2
205	как не	5	2
206	на него	2	2
207	только что	2	2
208	не на	4	2
209	но с	3	2
210	тем самым	2	2
211	и всегда	2	2
212	что эта	2	2
213	в которой	2	2
