N	2gram	Vygotskiy__5	Myshleni
1	в этом	14	29
2	точки зрения	7	28
3	и в	30	26
4	не только	16	24
5	то что	37	24
6	таким образом	20	23
7	с точки	2	21
8	того чтобы	20	19
9	в том	27	18
10	и не	6	18
11	для того	20	18
12	том что	21	17
13	потому что	23	16
14	как и	6	15
15	этом случае	2	14
16	того что	8	14
17	так же	13	14
18	так как	9	14
19	как мы	5	14
20	с помощью	2	13
21	что в	24	12
22	вместе с	12	12
23	и его	6	12
24	в которой	3	11
25	но и	6	11
26	только не	5	11
27	не может	9	11
28	что они	5	10
29	тому что	8	9
30	в самом	14	9
31	по сравнению	4	9
32	что мы	11	9
33	в сущности	12	9
34	тем что	6	9
35	в себе	5	9
36	же как	2	8
37	то же	7	8
38	что она	6	8
39	сказать что	9	8
40	сравнению с	4	8
41	что он	17	8
42	той же	3	8
43	только в	5	8
44	самого начала	3	7
45	к тому	8	7
46	прежде всего	4	7
47	с самого	3	7
48	может быть	11	7
49	и к	4	7
50	мы не	3	7
51	и то	9	7
52	вопрос о	3	6
53	мы могли	4	6
54	и тем	6	6
55	по отношению	2	6
56	именно в	6	6
57	заключается в	8	6
58	как на	11	6
59	мы должны	3	6
60	как бы	19	6
61	учении о	3	6
62	между собой	2	6
63	в учении	3	6
64	в ее	3	6
65	и что	23	6
66	было бы	5	6
67	во всех	2	6
68	все эти	2	6
69	все же	7	6
70	связь между	2	6
71	самом деле	8	6
72	а не	8	6
73	что это	8	6
74	что эта	4	6
75	с этой	2	5
76	можно сказать	2	5
77	как она	4	5
78	что с	6	5
79	до конца	2	5
80	одной стороны	12	5
81	если бы	11	5
82	и следовательно	2	5
83	в виду	4	5
84	чем это	3	5
85	в целом	5	5
86	данном случае	3	5
87	с одной	12	5
88	оба эти	2	5
89	никак не	6	5
90	и с	2	5
91	же самое	5	5
92	могли бы	4	5
93	бы в	5	5
94	как это	7	5
95	мы нашли	3	5
96	с тем	8	5
97	в силу	3	5
98	в качестве	2	5
99	как говорит	4	5
100	только что	4	5
101	если мы	16	5
102	тем же	3	5
103	и для	6	5
104	в данном	3	5
105	является в	2	5
106	не могут	3	4
107	никогда не	9	4
108	в нашем	2	4
109	что у	3	4
110	с другой	9	4
111	в конце	4	4
112	не можем	4	4
113	на то	17	4
114	так что	3	4
115	отношения между	2	4
116	имеет место	3	4
117	в котором	2	4
118	целый ряд	3	4
119	и наконец	3	4
120	в его	4	4
121	о том	10	4
122	но в	5	4
123	о чем	4	4
124	по этому	5	4
125	то о	2	4
126	стороны и	4	4
127	связи с	2	4
128	чем в	2	4
129	еще не	5	4
130	гораздо более	2	4
131	не есть	4	4
132	как в	3	4
133	приводит к	2	4
134	это и	2	4
135	что оно	6	4
136	в той	3	4
137	не в	8	4
138	речь в	2	4
139	это есть	3	4
140	и только	3	4
141	показать что	12	4
142	едва ли	2	4
143	учения о	3	4
144	что ему	2	3
145	и другое	2	3
146	для этого	9	3
147	все это	2	3
148	это не	3	3
149	из этих	3	3
150	том и	2	3
151	есть то	2	3
152	одно и	3	3
153	очевидно что	2	3
154	такое что	2	3
155	для него	3	3
156	мог бы	2	3
157	она все	2	3
158	в ней	4	3
159	в основе	7	3
160	между ними	2	3
161	из двух	3	3
162	не является	2	3
163	его с	2	3
164	но мы	2	3
165	этом отношении	3	3
166	мы находим	2	3
167	но только	3	3
168	он не	3	3
169	мы уже	6	3
170	что эти	2	3
171	находит свое	2	3
172	чем у	3	3
173	состоит в	3	3
174	к другому	2	3
175	представить себе	2	3
176	по себе	7	3
177	есть не	4	3
178	и заключается	4	3
179	об этом	3	3
180	во всем	2	3
181	в то	2	3
182	но не	7	3
183	в одной	2	3
184	до сих	5	3
185	и о	3	3
186	и потому	5	3
187	что и	3	3
188	в своей	4	3
189	сих пор	5	3
190	так и	3	3
191	только на	4	3
192	как раз	13	3
193	этому поводу	4	3
194	на самом	2	3
195	из того	3	3
196	естественно что	2	3
197	отличается от	2	3
198	мы видим	8	3
199	мы можем	7	3
200	в этой	5	3
201	же точно	6	3
202	перед нами	2	2
203	уже в	6	2
204	что если	6	2
205	казалось бы	4	2
206	себя и	2	2
207	одним и	3	2
208	что между	2	2
209	в этих	3	2
210	котором мы	3	2
211	друг с	3	2
212	говорили выше	2	2
213	что все	6	2
214	можно легко	2	2
215	показывает что	3	2
216	что при	3	2
217	только о	2	2
218	что на	3	2
219	мы знаем	2	2
220	для нас	3	2
221	ни в	3	2
222	ли не	2	2
223	образом все	2	2
224	с несомненностью	2	2
225	в свою	3	2
226	на его	3	2
227	несмотря на	5	2
228	и той	2	2
229	или в	6	2
230	именно поэтому	2	2
231	один из	5	2
232	в нем	7	2
233	есть только	2	2
234	друг от	2	2
235	в их	3	2
236	отношения к	2	2
237	которых мы	4	2
238	сущности говоря	8	2
239	время как	2	2
240	должно быть	2	2
241	а в	4	2
242	нечто такое	2	2
243	в своих	5	2
244	нас и	2	2
245	от одного	2	2
246	в которых	2	2
247	но он	3	2
248	и есть	5	2
249	эти три	2	2
250	что по	2	2
251	для психологии	3	2
252	с этим	2	2
253	этих двух	7	2
254	к этому	3	2
255	вовсе не	3	2
256	достигает своего	2	2
257	и здесь	6	2
258	а затем	2	2
259	у нас	4	2
260	и при	2	2
261	мы приводили	2	2
262	бы сказать	2	2
263	лучшем случае	3	2
264	слов и	2	2
265	совершенно не	6	2
266	от друга	2	2
267	мы говорили	4	2
268	о которых	2	2
269	и до	2	2
270	к другу	4	2
271	из этого	2	2
272	находится в	2	2
273	в отношении	2	2
274	внимание на	4	2
275	в отличие	2	2
276	которого мы	2	2
277	того как	2	2
278	которое мы	3	2
279	одной и	2	2
280	говорит что	6	2
281	из которых	4	2
282	и он	2	2
283	в лучшем	3	2
284	можно было	3	2
285	в психологии	3	2
286	могут быть	8	2
287	на деле	8	2
288	противоположных направлениях	3	2
289	ту же	2	2
290	вопроса о	2	2
291	с другом	3	2
292	если же	2	2
293	ответ на	5	2
294	отличие от	2	2
295	ничего не	2	2
