N	2gram	Propp_Isto_3	VerxiiNi
1	и в	22	26
2	таким образом	10	22
3	с тем	2	18
4	вместе с	9	15
5	в этом	17	15
6	точки зрения	2	13
7	в том	9	11
8	после смерти	2	10
9	может быть	11	10
10	не только	14	10
11	и с	4	10
12	из этих	3	10
13	связи с	6	9
14	что в	15	9
15	но и	12	9
16	так как	7	9
17	с другой	7	8
18	но не	7	8
19	и не	12	8
20	и у	3	8
21	том что	8	7
22	но все	2	7
23	одной стороны	2	7
24	из них	7	7
25	к нему	5	7
26	то что	7	7
27	с одной	2	7
28	потому что	3	7
29	но в	10	7
30	представление о	3	6
31	к тому	3	6
32	и потому	2	6
33	всяком случае	2	6
34	что и	9	6
35	все же	5	6
36	так и	2	6
37	все эти	4	6
38	во всяком	2	6
39	мы должны	7	6
40	о том	3	6
41	образом в	2	5
42	и к	3	5
43	тому же	2	5
44	отношение к	4	5
45	до сих	5	5
46	в его	3	5
47	никогда не	3	5
48	к жизни	2	5
49	сих пор	5	5
50	так же	3	5
51	а не	6	5
52	не имеет	2	5
53	в силу	2	5
54	и для	2	5
55	должен был	3	4
56	в этих	11	4
57	попадает в	11	4
58	и от	3	4
59	что он	9	4
60	в нем	9	4
61	в котором	2	4
62	целый ряд	3	4
63	не может	4	4
64	а в	6	4
65	то же	6	4
66	в течение	6	4
67	и что	2	4
68	в которых	2	4
69	во время	6	4
70	в виде	2	4
71	он не	5	4
72	в то	2	4
73	только в	4	4
74	в этой	5	4
75	далеко не	3	4
76	не менее	5	3
77	же как	2	3
78	и другие	4	3
79	если бы	6	3
80	но по	3	3
81	из которого	2	3
82	точно так	2	3
83	а после	2	3
84	к этому	7	3
85	уже с	3	3
86	можно сказать	2	3
87	так что	5	3
88	и как	3	3
89	представляет собой	3	3
90	в своем	2	3
91	в качестве	2	3
92	и о	2	3
93	не вполне	6	3
94	тем не	5	3
95	отношению к	2	3
96	с ней	6	3
97	в связи	3	3
98	при этом	2	3
99	уже не	7	3
100	того что	5	3
101	и даже	2	3
102	на нее	3	3
103	в других	4	3
104	в одном	2	3
105	только не	2	2
106	связанных с	2	2
107	состоит в	3	2
108	связана с	3	2
109	в них	6	2
110	превращается в	3	2
111	на все	2	2
112	прежде всего	3	2
113	не всегда	4	2
114	утверждать что	2	2
115	в свою	4	2
116	от них	3	2
117	уже давно	2	2
118	а также	2	2
119	и здесь	7	2
120	мы видели	13	2
121	все что	3	2
122	ни один	2	2
123	связано с	4	2
124	ли это	2	2
125	еще не	10	2
126	они в	2	2
127	в русских	3	2
128	с того	2	2
129	должно было	2	2
130	один из	5	2
131	не с	2	2
132	жизни и	2	2
133	быть и	3	2
134	связь с	6	2
135	не было	2	2
136	если не	2	2
137	мы имеем	19	2
138	можно только	3	2
139	одним из	4	2
140	с одним	2	2
141	его не	3	2
142	из этой	2	2
143	и на	4	2
144	в русском	2	2
145	связан с	2	2
146	сказать что	3	2
147	не в	4	2
148	мы можем	6	2
149	не могла	2	2
150	или по	5	2
151	и все	3	2
152	и это	2	2
153	очень много	2	2
154	относится к	2	2
155	и действительно	2	2
156	между тем	2	2
