N	2gram	Bakhtin_Fr_2	Myshleni
1	в том	3	42
2	том что	4	35
3	таким образом	7	25
4	точки зрения	6	24
5	в этом	15	24
6	в качестве	2	21
7	и в	49	20
8	что в	2	19
9	то же	7	16
10	то что	6	15
11	не только	17	15
12	что они	2	14
13	как мы	7	13
14	с другой	4	12
15	при этом	5	12
16	в их	2	12
17	может быть	5	12
18	так же	2	11
19	в его	18	11
20	мы должны	2	11
21	с точки	5	11
22	своего развития	3	10
23	на основе	2	10
24	в истории	6	10
25	так как	6	10
26	в отношении	2	10
27	в себе	4	10
28	только в	13	10
29	и другие	2	9
30	одной стороны	3	9
31	но и	13	9
32	другой стороны	3	9
33	с одной	3	9
34	как и	11	9
35	тот же	5	9
36	и не	15	8
37	было бы	3	8
38	вместе с	2	8
39	в собственном	3	7
40	и более	4	7
41	как бы	11	7
42	этом отношении	3	7
43	в своей	5	7
44	собственном смысле	2	7
45	того чтобы	2	7
46	тем что	4	7
47	могут быть	2	7
48	они являются	2	7
49	уже в	5	6
50	такого рода	2	6
51	мы видели	3	6
52	в самом	3	6
53	этот процесс	4	6
54	не может	7	6
55	и на	17	6
56	сказать что	6	6
57	что он	3	6
58	можно было	3	6
59	никогда не	5	5
60	целый ряд	2	5
61	на то	2	5
62	и его	17	5
63	и к	4	5
64	все же	7	5
65	о том	3	5
66	мы уже	6	5
67	так и	6	5
68	все эти	7	5
69	мы можем	2	5
70	в нашем	2	4
71	в своем	5	4
72	из них	3	4
73	в первую	2	4
74	роль в	5	4
75	и с	6	4
76	в смысле	2	4
77	в сущности	8	4
78	по сравнению	2	4
79	ключ к	2	4
80	во всяком	2	4
81	в области	4	4
82	в этих	4	3
83	не подлежит	2	3
84	на все	3	3
85	в этой	10	3
86	себе и	2	3
87	одной из	2	3
88	в условиях	2	3
89	в виду	3	3
90	всяком случае	2	3
91	один из	7	3
92	в связи	2	3
93	именно в	6	3
94	и других	3	3
95	на его	2	3
96	но в	4	3
97	сравнению с	2	3
98	и во	4	3
99	по существу	2	3
100	во всем	3	3
101	но не	5	3
102	как известно	2	3
103	со всеми	2	3
104	совершенно не	2	3
105	ни в	3	3
106	связи с	2	3
107	место в	3	2
108	связана с	3	2
109	содержит в	2	2
110	понятно что	2	2
111	прежде всего	19	2
112	он видит	2	2
113	для него	9	2
114	одним из	2	2
115	в ней	2	2
116	в него	2	2
117	в нем	9	2
118	к нему	3	2
119	уже говорили	5	2
120	другими словами	3	2
121	образов и	3	2
122	мы наблюдаем	2	2
123	а в	4	2
124	также и	3	2
125	из этих	5	2
126	в начале	5	2
127	их в	3	2
128	под влиянием	2	2
129	но они	3	2
130	это в	2	2
131	у него	2	2
132	что слово	2	2
133	а затем	3	2
134	еще не	2	2
135	видеть в	2	2
136	свое время	3	2
137	далеко не	3	2
138	в свое	4	2
139	даже в	3	2
140	раз в	3	2
141	и т.п	11	2
142	того как	2	2
143	к этим	3	2
144	тому как	2	2
145	подобно тому	2	2
146	и т.д	2	2
147	и это	3	2
148	здесь не	2	2
