N	2gram	Losev_Prob_4	Istorich
1	и в	20	25
2	что он	8	22
3	вместе с	5	22
4	и т	4	20
5	т д	3	18
6	может быть	9	17
7	мы имеем	6	14
8	не только	24	13
9	но и	14	13
10	в его	3	12
11	и не	28	11
12	уже не	5	11
13	так как	5	11
14	все же	2	10
15	в этом	9	10
16	тем что	3	10
17	с другой	7	9
18	его в	2	9
19	и его	10	9
20	таким образом	8	9
21	в виде	22	9
22	с тем	4	8
23	связи с	3	8
24	что в	3	8
25	том что	12	8
26	еще не	7	8
27	другой стороны	6	8
28	все эти	16	8
29	и что	2	8
30	и на	3	8
31	в частности	2	7
32	в качестве	10	7
33	как и	6	7
34	но это	6	7
35	то что	15	7
36	в мифе	3	7
37	в нем	5	7
38	при помощи	10	7
39	потому что	15	7
40	только в	23	7
41	о том	5	7
42	в этих	5	6
43	это не	7	6
44	прежде всего	11	6
45	что и	3	6
46	себя в	2	6
47	как в	5	6
48	не может	5	6
49	и он	2	6
50	не в	13	6
51	или в	5	6
52	в том	20	6
53	что это	2	5
54	ясно что	7	5
55	с этим	4	5
56	как мы	3	5
57	для нас	6	5
58	но все	3	5
59	здесь мы	3	5
60	но не	5	5
61	в ней	7	5
62	не будем	2	5
63	так же	5	5
64	мы не	7	5
65	не менее	10	4
66	если не	3	4
67	и тем	7	4
68	с другими	3	4
69	тем не	10	4
70	в ее	5	4
71	в пределах	2	4
72	из себя	2	4
73	на этой	2	4
74	а именно	2	4
75	все это	9	4
76	в связи	3	4
77	то же	7	4
78	в истории	3	4
79	совершенно ясно	2	4
80	мы здесь	2	4
81	он не	2	4
82	за ним	2	4
83	мы должны	3	4
84	и это	2	4
85	в которой	2	4
86	с ним	4	4
87	и как	3	3
88	и все	8	3
89	в целях	5	3
90	ему в	2	3
91	что его	4	3
92	в этой	4	3
93	в то	4	3
94	того чтобы	2	3
95	только один	2	3
96	то это	3	3
97	есть миф	3	3
98	для того	3	3
99	к нему	3	3
100	друг друга	2	3
101	а в	4	3
102	в данном	6	3
103	и с	7	3
104	никто не	2	3
105	человека в	3	3
106	и вообще	6	3
107	что здесь	6	3
108	перед нами	13	2
109	уже в	4	2
110	уже и	3	2
111	это уже	3	2
112	что во	2	2
113	но так	2	2
114	вовсе не	21	2
115	по себе	11	2
116	меня в	2	2
117	можно сказать	5	2
118	так что	6	2
119	об этом	6	2
120	о которых	2	2
121	же в	4	2
122	а еще	3	2
123	того же	2	2
124	это значит	10	2
125	в это	2	2
126	жизни и	5	2
127	несмотря на	4	2
128	если бы	8	2
129	из которых	3	2
130	как бы	4	2
131	и потому	7	2
132	в своей	4	2
133	во всех	4	2
134	том чтобы	2	2
135	с ней	2	2
136	данном случае	5	2
137	говорит о	2	2
138	совершенно не	3	2
139	будем здесь	2	2
140	и для	4	2
141	в одно	6	2
142	здесь как	4	2
143	самом деле	3	2
144	а не	7	2
145	и по	2	2
146	этого дерева	2	2
147	в других	2	2
148	то в	2	2
149	сказать что	7	2
150	точки зрения	14	2
151	к его	3	2
152	во всем	2	2
153	что мы	3	2
154	из них	3	2
155	а если	3	2
156	значит что	8	2
157	это было	2	2
158	том как	2	2
159	мы можем	3	2
