N	2gram	Bakhtin_fo_1	StatiiOP
1	и в	50	44
2	в том	9	36
3	и т	8	30
4	что в	5	30
5	том что	4	29
6	в этом	25	21
7	вовсе не	13	19
8	то что	6	18
9	не только	9	18
10	было бы	2	17
11	а в	3	17
12	и не	14	16
13	а не	3	16
14	может быть	11	15
15	в данном	2	14
16	как в	6	13
17	не в	5	12
18	того чтобы	5	11
19	точки зрения	5	11
20	ясно что	2	10
21	для того	5	10
22	но и	8	10
23	но в	10	10
24	только в	4	10
25	в отношении	3	9
26	с другой	2	9
27	если бы	5	9
28	в то	9	9
29	как и	8	9
30	того что	2	9
31	т п	8	9
32	также и	2	9
33	так и	12	9
34	в его	13	9
35	например в	6	8
36	во всех	6	8
37	все же	6	8
38	не может	6	8
39	и его	16	8
40	это не	6	8
41	с точки	2	8
42	прежде всего	15	7
43	в самом	8	7
44	для нас	2	7
45	сих пор	3	7
46	до сих	3	7
47	таким образом	11	7
48	этом отношении	3	7
49	сказать что	3	7
50	потому что	4	6
51	для него	2	6
52	что и	3	6
53	в своей	2	6
54	именно в	3	6
55	в той	4	6
56	во всяком	3	6
57	дело в	2	6
58	хотя бы	2	6
59	никогда не	2	5
60	была бы	2	5
61	так же	6	5
62	что мы	2	5
63	совершенно не	2	5
64	в котором	4	5
65	в нем	24	5
66	в целом	2	5
67	жизни и	8	5
68	все это	4	5
69	той же	2	5
70	то же	11	5
71	и даже	2	5
72	и по	2	5
73	в которых	2	5
74	и то	4	5
75	тем что	2	5
76	могут быть	5	5
77	все эти	9	5
78	так как	6	5
79	там где	2	5
80	в основу	3	4
81	в частности	6	4
82	вопрос о	2	4
83	мы находим	2	4
84	в ее	6	4
85	же время	9	4
86	но все	5	4
87	в качестве	3	4
88	никто не	2	4
89	же и	2	4
90	как раз	13	4
91	как бы	2	4
92	даже не	2	4
93	не было	7	4
94	еще более	3	4
95	во втором	2	4
96	не имеет	4	4
97	в которой	2	4
98	в основе	5	3
99	не являются	2	3
100	точку зрения	2	3
101	для себя	7	3
102	и с	4	3
103	не является	2	3
104	в конце	9	3
105	ни в	8	3
106	да и	3	3
107	об этом	2	3
108	в начале	3	3
109	же как	2	3
110	чем в	2	3
111	но не	5	3
112	того же	8	3
113	еще не	5	3
114	что не	3	3
115	и для	4	3
116	в ней	4	3
117	его жизни	8	3
118	отношению к	5	3
119	ни с	2	3
120	в истории	2	3
121	по отношению	3	3
122	с одной	3	3
123	лишь в	6	3
124	в таком	3	3
125	в чем	2	3
126	конечно и	4	3
127	в результате	6	3
128	в каком	2	3
129	и вообще	2	3
130	здесь совершенно	2	3
131	с этим	6	3
132	том числе	4	2
133	что все	2	2
134	уже в	2	2
135	совсем не	2	2
136	а как	3	2
137	всех этих	5	2
138	но на	4	2
139	в этих	3	2
140	в своем	4	2
141	вообще не	3	2
142	и во	7	2
143	которыми он	2	2
144	раз в	4	2
145	по существу	12	2
146	есть в	2	2
147	к концу	3	2
148	при этом	3	2
149	быть и	2	2
150	то время	4	2
151	места в	2	2
152	одной стороны	2	2
153	с нашей	3	2
154	со всеми	3	2
155	в данной	2	2
156	в сущности	3	2
157	и иные	2	2
158	но для	2	2
159	и потому	3	2
160	а также	2	2
161	и уже	3	2
162	отношение к	2	2
163	можно назвать	2	2
164	конечно не	4	2
165	отношения к	3	2
166	и их	8	2
167	и речи	5	2
168	еще и	2	2
169	не для	2	2
170	и у	5	2
171	есть только	2	2
172	он должен	2	2
173	в других	9	2
174	и те	3	2
175	мы не	3	2
176	ничего не	9	2
177	не знает	3	2
178	числе и	2	2
179	их в	3	2
180	от этого	2	2
181	у него	6	2
182	одно из	3	2
183	он не	5	2
184	но он	2	2
185	в себе	3	2
186	и все	6	2
187	его в	3	2
188	и это	4	2
189	время как	5	2
190	то есть	33	2
