N	2gram	Ircho_Kome_2	RusskieA
1	и в	26	29
2	что в	9	22
3	том что	9	22
4	в том	11	22
5	в поле	3	19
6	как бы	2	18
7	в других	2	15
8	и другие	2	14
9	может быть	11	13
10	так как	4	13
11	во время	6	12
12	как и	4	11
13	одна из	2	11
14	в этом	10	11
15	все это	3	10
16	и с	5	10
17	не только	7	10
18	а на	2	9
19	о том	6	9
20	а в	3	9
21	или на	2	8
22	но и	10	8
23	его в	4	8
24	как в	3	7
25	или в	3	7
26	с тем	5	6
27	мы не	2	6
28	же в	4	6
29	еще не	6	6
30	для того	5	6
31	для нас	3	6
32	вместе с	9	6
33	таким образом	6	6
34	того чтобы	6	6
35	и на	7	6
36	мы имеем	2	6
37	представление о	2	5
38	потому что	6	5
39	это не	2	5
40	к этому	5	5
41	должна была	2	5
42	то что	6	5
43	и что	2	5
44	но не	3	5
45	и т	2	5
46	не может	3	5
47	но в	3	5
48	о чем	3	4
49	в них	4	4
50	и все	2	4
51	вопрос о	3	4
52	а затем	5	4
53	так что	5	4
54	не в	2	4
55	из них	7	4
56	к нему	3	4
57	то же	3	4
58	как это	4	4
59	что по	2	4
60	на этом	2	3
61	тем что	3	3
62	в этих	4	3
63	в качестве	5	3
64	и от	4	3
65	не всегда	2	3
66	в народном	2	3
67	для этой	2	3
68	в ее	2	3
69	было бы	8	3
70	что она	2	3
71	но если	3	3
72	в котором	3	3
73	не имеет	3	3
74	во всех	3	3
75	в отличие	2	3
76	под именем	2	3
77	что для	4	3
78	друг друга	3	3
79	как мы	4	3
80	и после	2	3
81	между тем	4	3
82	в этой	3	3
83	что это	4	3
84	по всем	2	3
85	отличие от	2	3
86	не менее	4	2
87	с этой	3	2
88	связи с	3	2
89	об этом	2	2
90	с другой	2	2
91	представления о	2	2
92	из этих	4	2
93	сразу же	4	2
94	в образе	3	2
95	прежде всего	4	2
96	что и	7	2
97	в г	17	2
98	одним из	2	2
99	чем в	2	2
100	то время	3	2
101	здесь в	3	2
102	после того	2	2
103	одной стороны	2	2
104	что на	3	2
105	из этого	2	2
106	в виду	2	2
107	еще в	4	2
108	один из	5	2
109	также в	2	2
110	все же	4	2
111	в своей	3	2
112	после этого	2	2
113	в руках	4	2
114	в их	3	2
115	того как	3	2
116	не было	3	2
117	с одной	2	2
118	в течение	2	2
119	была не	2	2
120	из которых	3	2
121	и для	4	2
122	можно было	4	2
123	так в	2	2
124	также что	2	2
125	одно из	2	2
126	с этим	5	2
127	на себя	7	2
128	это время	3	2
129	и ее	2	2
130	под названием	2	2
131	и еще	2	2
132	в то	6	2
133	в состав	2	2
134	в которой	5	2
