N	2gram	Trubetskoy_1	Literetu
1	не только	10	24
2	при этом	3	19
3	в качестве	3	17
4	но и	9	17
5	а не	5	16
6	в том	11	16
7	том что	7	14
8	может быть	10	13
9	и не	8	12
10	в этом	15	12
11	состоит в	2	11
12	прежде всего	2	11
13	в своем	3	11
14	то что	7	10
15	или иначе	3	9
16	так или	3	8
17	не в	2	8
18	и в	26	8
19	только в	4	8
20	не менее	3	7
21	в его	5	7
22	как бы	12	7
23	уже не	3	7
24	в себе	6	7
25	в рамках	3	6
26	связи с	9	6
27	того что	3	6
28	точки зрения	13	6
29	то есть	4	6
30	с его	2	5
31	с этой	3	5
32	что он	4	5
33	же время	2	5
34	а также	2	5
35	не может	4	5
36	то же	4	5
37	уже в	2	5
38	одним из	2	5
39	в то	4	5
40	перестает быть	2	4
41	для этого	2	4
42	в конце	6	4
43	в силу	5	4
44	представляет собой	3	4
45	но не	8	4
46	еще не	2	4
47	все же	6	4
48	из них	7	4
49	так и	6	4
50	никогда не	5	4
51	в связи	3	4
52	лишь в	5	4
53	не как	2	4
54	в этой	4	4
55	не было	2	3
56	русской культуры	15	3
57	что в	9	3
58	с другой	8	3
59	в самом	4	3
60	несмотря на	6	3
61	один из	2	3
62	жизни и	2	3
63	приводит к	2	3
64	а в	4	3
65	таким образом	22	3
66	этой точки	2	3
67	и даже	3	3
68	потому что	7	3
69	во всяком	6	3
70	одно из	2	3
71	но в	7	3
72	по своей	2	3
73	далеко не	4	3
74	в области	9	3
75	в виду	2	3
76	превращается в	2	2
77	из этих	10	2
78	и нет	3	2
79	но при	2	2
80	в мире	5	2
81	к тому	6	2
82	тем не	3	2
83	тому же	5	2
84	или иной	2	2
85	того же	6	2
86	для него	3	2
87	одной стороны	7	2
88	общего с	2	2
89	вплоть до	2	2
90	относится к	2	2
91	и является	2	2
92	всяком случае	6	2
93	он один	2	2
94	не могло	2	2
95	в нем	4	2
96	отношению к	3	2
97	не к	2	2
98	и только	4	2
99	этом отношении	2	2
100	с одной	7	2
101	все эти	6	2
102	ко всему	2	2
103	хотя бы	3	2
104	с точки	6	2
105	всем и	2	2
106	между тем	2	2
107	о том	6	2
108	в россии	2	2
