N	2gram	Vygotskiy__5	Myslijsy
1	потому что	21	46
2	в том	18	32
3	и в	16	30
4	может быть	9	28
5	то же	8	23
6	не только	16	21
7	только в	10	21
8	но и	6	19
9	том что	15	18
10	то что	26	18
11	того что	16	18
12	что в	16	17
13	не есть	4	17
14	по себе	7	16
15	не в	6	15
16	и не	12	15
17	а не	10	15
18	таким образом	19	14
19	что и	3	13
20	так как	16	13
21	вместе с	4	12
22	а в	3	12
23	если бы	8	12
24	так и	7	11
25	что оно	6	11
26	как и	8	10
27	как в	5	10
28	и что	12	10
29	в этом	25	10
30	в то	5	10
31	для него	5	9
32	было бы	10	9
33	в нем	7	9
34	мы не	3	9
35	между тем	3	9
36	тогда когда	5	9
37	в самом	4	8
38	от того	3	8
39	в ней	2	8
40	только что	5	8
41	что мы	4	8
42	и то	4	8
43	с другой	4	7
44	вовсе не	2	7
45	к тому	6	7
46	как мы	10	7
47	так что	4	7
48	с тем	3	7
49	но не	10	7
50	есть не	2	7
51	с одной	3	7
52	тем самым	8	7
53	тем что	5	7
54	что только	2	6
55	зависит от	4	6
56	а потому	3	6
57	что он	25	6
58	но это	3	6
59	с этим	3	6
60	из них	2	6
61	то это	2	6
62	те же	2	6
63	указывает на	2	6
64	то и	2	6
65	не может	18	6
66	не имеет	4	6
67	с ним	5	6
68	не могут	4	5
69	в них	2	5
70	и как	3	5
71	в своем	5	5
72	очевидно что	2	5
73	еще не	4	5
74	в действительности	3	5
75	и тем	3	5
76	отношению к	12	5
77	не менее	3	5
78	по отношению	12	5
79	к одному	2	5
80	должно быть	8	5
81	как на	3	5
82	тому как	4	5
83	сказать что	13	5
84	что я	2	5
85	своей мысли	2	4
86	до того	2	4
87	столь же	2	4
88	и от	2	4
89	мы видели	3	4
90	по мере	2	4
91	в смысле	3	4
92	все это	2	4
93	все что	2	4
94	то время	4	4
95	в его	11	4
96	и между	2	4
97	себя и	2	4
98	в котором	2	4
99	тем более	4	4
100	другой стороны	2	4
101	и его	3	4
102	он не	8	4
103	все равно	2	4
104	для того	14	4
105	и по	4	4
106	что для	2	4
107	по поводу	2	4
108	того как	5	4
109	мы должны	8	4
110	об отношении	2	4
111	и потому	2	4
112	и есть	7	3
113	могут быть	4	3
114	тому что	5	3
115	прежде всего	3	3
116	что все	6	3
117	к этому	3	3
118	оно имеет	2	3
119	а только	4	3
120	именно в	4	3
121	свою очередь	3	3
122	мы можем	6	3
123	само по	2	3
124	в свою	4	3
125	такое же	2	3
126	до сих	3	3
127	можно сказать	5	3
128	одной стороны	3	3
129	при этом	4	3
130	и может	3	3
131	вслед за	2	3
132	никак не	3	3
133	и следовательно	6	3
134	что она	2	3
135	как бы	5	3
136	никто не	2	3
137	в целом	4	3
138	мысли как	2	3
139	только на	2	3
140	к мысли	4	3
141	мысли которая	2	3
142	того чтобы	17	3
143	к нему	3	3
144	в силу	10	3
145	так же	15	3
146	и на	6	3
147	образом в	2	3
148	говорить о	3	3
149	не знает	5	3
150	его в	2	3
151	в первом	3	3
152	ответ на	3	3
153	в чем	3	3
154	в которой	5	3
155	не то	4	3
156	том как	2	3
157	сих пор	3	3
158	только не	3	2
159	но все	2	2
160	связи с	3	2
161	в какой	6	2
162	в одном	3	2
163	на все	5	2
164	нам кажется	2	2
165	показывает что	5	2
166	для развития	6	2
167	не дает	2	2
168	отношение к	11	2
169	сама по	4	2
170	с пониманием	2	2
171	одной из	3	2
172	что с	5	2
173	что мысль	3	2
174	деятельность и	2	2
175	мы видим	4	2
176	в этой	6	2
177	что они	5	2
178	по своему	3	2
179	но как	3	2
180	у него	6	2
181	но что	3	2
182	и тот	3	2
183	уже на	2	2
184	на его	2	2
185	в свое	2	2
186	но этот	2	2
187	за пределы	4	2
188	только один	2	2
189	с таким	3	2
190	но мы	5	2
191	вопрос об	3	2
192	все же	3	2
193	же в	2	2
194	а тем	2	2
195	жизни и	2	2
196	в своей	2	2
197	мысли и	5	2
198	в их	3	2
199	а с	2	2
200	на свою	2	2
201	этом отношении	5	2
202	это и	3	2
203	для ребенка	3	2
204	из того	11	2
205	но только	2	2
206	развития в	6	2
207	самом деле	3	2
208	в системе	4	2
209	что должно	3	2
210	и даже	2	2
211	речи есть	2	2
212	той же	4	2
213	языка и	6	2
214	в мысли	6	2
215	с этой	4	2
216	понятия и	2	2
217	мы различаем	2	2
218	их в	2	2
219	с каким	2	2
220	мы относим	2	2
221	точки зрения	18	2
222	из виду	2	2
223	из сказанного	2	2
224	подобно тому	4	2
225	непосредственно не	2	2
226	бы в	4	2
227	ничего общего	3	2
228	о том	8	2
229	что эта	3	2
230	в области	12	2
231	и с	3	2
