N	2gram	Tiupa_Hudo_1	Analitik
1	в тексте	9	24
2	художественной реальности	4	20
3	тогда как	13	19
4	в этом	11	18
5	художественного впечатления	3	17
6	в частности	13	16
7	и в	19	16
8	не только	16	16
9	литературного произведения	10	16
10	так и	11	15
11	как и	2	14
12	ритмического ряда	3	13
13	в том	18	12
14	своего рода	5	12
15	но и	10	12
16	внутреннего зрения	7	12
17	и не	15	12
18	том что	8	12
19	в качестве	24	11
20	иначе говоря	4	11
21	объектной организации	6	10
22	могут быть	4	10
23	как бы	9	10
24	при этом	13	10
25	а не	9	10
26	в пределах	3	9
27	лишь в	4	9
28	в этой	2	9
29	то есть	18	9
30	в данном	4	8
31	отнюдь не	2	8
32	состоит в	16	8
33	в целом	3	8
34	и т.п	4	8
35	не случайно	3	8
36	представляет собой	10	8
37	всего лишь	4	8
38	кадров внутреннего	3	7
39	к тому	4	7
40	в себе	9	7
41	художественного целого	3	7
42	то что	4	7
43	о том	2	7
44	а также	5	7
45	с другой	7	6
46	текста в	3	6
47	в самом	5	6
48	в мире	21	6
49	факторов художественного	3	6
50	и на	2	6
51	говорить о	3	6
52	может быть	14	6
53	субъектной организации	5	6
54	как это	5	6
55	но в	7	6
56	в сторону	2	5
57	как система	2	5
58	и к	3	5
59	в контексте	3	5
60	с одной	2	5
61	лирического героя	2	5
62	не менее	3	4
63	в своем	2	4
64	можно сказать	5	4
65	в ходе	5	4
66	уже не	4	4
67	не в	7	4
68	за пределы	2	4
69	читателя в	3	4
70	но не	11	4
71	того же	2	4
72	тем самым	4	4
73	для него	4	4
74	одной стороны	2	4
75	в аспекте	2	4
76	как правило	2	4
77	имеет место	2	4
78	по преимуществу	2	4
79	совпадает с	2	4
80	внутренней речи	14	4
81	времени в	2	4
82	и особенно	2	4
83	и тем	2	4
84	не с	2	4
85	отношению к	9	4
86	во всех	3	4
87	как в	2	4
88	все это	2	4
89	как раз	3	4
90	по отношению	9	4
91	не может	7	4
92	и его	12	4
93	то же	10	4
94	коммуникативного события	2	4
95	хотя и	3	4
96	между двумя	2	4
97	точки зрения	10	4
98	только в	5	4
99	в себя	2	4
100	в рамках	8	3
101	однако при	3	3
102	место в	4	3
103	никогда не	2	3
104	в нашем	2	3
105	не столько	3	3
106	прежде всего	4	3
107	как уже	2	3
108	или иного	3	3
109	или иной	7	3
110	этого слова	2	3
111	одной из	2	3
112	тем не	3	3
113	с самим	2	3
114	высказывания в	4	3
115	есть в	2	3
116	имеем дело	2	3
117	мы имеем	6	3
118	или в	2	3
119	той или	4	3
120	что и	2	3
121	модус художественности	6	3
122	бенвенист ритм	3	3
123	со стороны	2	3
124	в их	5	3
125	приводит к	5	3
126	и одновременно	5	3
127	организации художественного	4	3
128	если бы	3	3
129	не знает	3	3
130	именно в	2	3
131	того или	3	3
132	а в	12	3
133	являет собой	3	3
134	и то	4	3
135	автора и	3	3
136	ясно говорит	2	3
137	я в	11	3
138	сводится к	7	3
139	и т.д	3	3
140	эстетического объекта	4	3
141	я и	7	3
142	в конечном	5	3
143	художественного высказывания	2	2
144	художественного произведения	3	2
145	в противоположность	3	2
146	того что	4	2
147	эстетического адресата	2	2
148	композиционных форм	3	2
149	перед лицом	3	2
150	была бы	3	2
151	событийных границ	2	2
152	тот кто	2	2
153	диалогическим углом	2	2
154	или даже	3	2
155	художественности в	5	2
156	в одном	2	2
157	этом смысле	3	2
158	вовсе не	2	2
159	художественного восприятия	4	2
160	чем и	3	2
161	или иных	2	2
162	по себе	2	2
163	для читателя	2	2
164	конечном счете	5	2
165	отличие от	7	2
166	к внутреннему	2	2
167	текста так	2	2
168	литературной нормы	2	2
169	присутствия в	8	2
170	превращается в	2	2
171	внутреннего я	4	2
172	же время	5	2
173	что в	6	2
174	от своего	2	2
175	с их	2	2
176	еще не	3	2
177	о чем	2	2
178	такого рода	10	2
179	может выступать	2	2
180	в своей	5	2
181	на всех	2	2
182	иной эстетической	2	2
183	в роли	3	2
184	даже в	3	2
185	один из	2	2
186	с ее	5	2
187	себя в	7	2
188	как говорит	3	2
189	картины мира	3	2
190	в отличие	7	2
191	дело не	2	2
192	что она	2	2
193	во времени	4	2
194	другой стороны	5	2
195	объектной организацией	2	2
196	собственно говоря	2	2
197	отношения к	2	2
198	таким образом	3	2
199	я как	2	2
200	за пределами	3	2
201	тех или	2	2
202	объекта и	3	2
203	аналогичным образом	4	2
204	и для	2	2
205	с точки	3	2
206	высказывания и	2	2
207	так же	2	2
208	на основе	2	2
209	художественного мира	2	2
210	не следует	4	2
211	и адресата	2	2
212	между тем	4	2
213	речи и	3	2
214	личности и	3	2
215	одно из	2	2
216	он не	4	2
217	к его	2	2
218	о себе	2	2
219	в то	6	2
220	в его	9	2
221	художественное впечатление	2	2
222	жизни но	2	2
223	его в	2	2
224	в этих	3	2
225	в произведении	3	2
226	в кадры	2	2
227	сказать что	4	2
228	с ним	2	2
229	особого рода	5	2
230	текста как	3	2
231	произведения как	3	2
