N	2gram	Bakhtin_Fr_2	Narrotol
1	не только	17	32
2	может быть	5	25
3	но и	13	23
4	в качестве	2	21
5	и не	15	20
6	и в	49	19
7	то есть	32	19
8	в том	3	18
9	в этом	15	17
10	том что	4	14
11	то что	6	11
12	а в	4	11
13	не может	7	10
14	точки зрения	6	10
15	при этом	5	9
16	так и	6	9
17	в его	18	9
18	в мире	2	9
19	с другой	4	8
20	и т.п	11	8
21	в себе	4	8
22	времени и	6	7
23	и т.д	2	7
24	как и	11	7
25	еще не	2	7
26	такого рода	2	7
27	все же	7	7
28	с одной	3	7
29	одной стороны	3	7
30	с его	5	6
31	что он	3	6
32	но не	5	6
33	точка зрения	3	6
34	именно в	6	6
35	в себя	6	6
36	на протяжении	7	6
37	о том	3	6
38	но в	4	6
39	нуждается в	2	5
40	можно сказать	2	5
41	в форме	4	5
42	к нему	3	5
43	и его	17	5
44	в этой	10	5
45	далеко не	3	5
46	точку зрения	2	4
47	прежде всего	19	4
48	одного из	2	4
49	в нем	9	4
50	у него	2	4
51	то же	7	4
52	же в	3	4
53	да и	3	4
54	но все	4	4
55	же время	6	4
56	было бы	3	4
57	связи с	2	4
58	одной из	2	4
59	как бы	11	4
60	другой стороны	3	4
61	в особенности	5	4
62	сказать что	6	4
63	только в	13	4
64	здесь не	2	4
65	и с	6	4
66	жизни в	3	3
67	что в	2	3
68	могут быть	2	3
69	никогда не	5	3
70	уже в	5	3
71	из этих	5	3
72	ни в	3	3
73	это и	2	3
74	что они	2	3
75	одна из	4	3
76	в сущности	8	3
77	хотя и	2	3
78	в ней	2	3
79	и даже	2	3
80	один из	7	3
81	с ее	3	3
82	из них	3	3
83	жизни и	7	3
84	в ее	3	3
85	особенно в	2	3
86	этом отношении	3	3
87	как мы	7	3
88	и на	17	3
89	тем что	4	3
90	в то	6	3
91	в произведении	2	3
92	художественной литературы	2	3
93	включает в	2	2
94	в своем	5	2
95	в противоположность	2	2
96	та же	2	2
97	в собственном	3	2
98	в литературе	6	2
99	по существу	2	2
100	есть в	2	2
101	в значительной	3	2
102	как известно	2	2
103	и после	2	2
104	для него	9	2
105	в пределах	2	2
106	несмотря на	3	2
107	значительной степени	2	2
108	вплоть до	2	2
109	наконец в	3	2
110	и потому	5	2
111	и др	9	2
112	даже в	3	2
113	и до	4	2
114	смерти и	4	2
115	отношение к	8	2
116	так же	2	2
117	как к	2	2
118	в связи	2	2
119	отношения к	4	2
120	не было	4	2
121	все эти	7	2
122	ключ к	2	2
123	совершенно не	2	2
124	одним из	2	2
125	с точки	5	2
126	роль в	5	2
127	можно было	3	2
128	тому как	2	2
129	нового времени	4	2
130	одну из	2	2
131	подобно тому	2	2
132	что касается	2	2
133	со смертью	2	2
134	и все	3	2
135	зрения на	2	2
136	ничего не	2	2
137	о чем	3	2
