N	2gram	Tiupa_Anal_2	Istorich
1	и в	16	28
2	может быть	6	25
3	не может	4	15
4	а не	10	15
5	никогда не	3	14
6	мы имеем	3	13
7	что в	2	12
8	то же	4	12
9	не только	16	12
10	только в	4	11
11	прежде всего	3	10
12	но и	12	10
13	т е	2	10
14	в том	12	9
15	о том	7	9
16	то что	7	9
17	и не	12	9
18	не в	4	9
19	так и	15	9
20	если бы	3	8
21	таким образом	2	8
22	в этом	18	8
23	но в	6	8
24	в этих	2	7
25	том что	12	7
26	еще не	2	7
27	было бы	3	7
28	а в	3	7
29	так же	2	7
30	с другой	6	6
31	не менее	4	6
32	к тому	7	6
33	тем не	3	6
34	так например	2	6
35	вслед за	2	6
36	что и	3	6
37	в этой	9	6
38	его в	2	6
39	представляют собой	2	6
40	вместе с	2	6
41	не знает	3	5
42	ты не	2	5
43	в одном	2	5
44	по существу	2	5
45	но не	4	5
46	в качестве	11	5
47	что она	2	5
48	дело не	2	5
49	другой стороны	2	5
50	в своем	4	5
51	можно было	3	5
52	на основе	2	5
53	или в	3	5
54	сказать что	2	5
55	в его	2	5
56	попадает в	3	5
57	все это	4	4
58	превращается в	2	4
59	в пределах	9	4
60	на то	2	4
61	так что	3	4
62	представляет собой	8	4
63	одной стороны	4	4
64	даже в	2	4
65	один из	2	4
66	на него	2	4
67	с одной	5	4
68	как и	14	4
69	того что	2	4
70	и даже	9	4
71	и для	2	4
72	и на	6	4
73	могут быть	10	4
74	как будто	3	4
75	как правило	4	4
76	по себе	2	3
77	не с	4	3
78	ему в	3	3
79	на котором	2	3
80	именно в	3	3
81	на этом	4	3
82	при этом	10	3
83	и их	2	3
84	в котором	2	3
85	отношению к	4	3
86	из них	3	3
87	в их	3	3
88	уже не	4	3
89	и его	4	3
90	ключ к	3	3
91	как мы	3	3
92	и он	2	3
93	как это	6	3
94	или даже	2	3
95	по отношению	4	3
96	тем что	3	3
97	в то	2	3
98	же не	2	3
99	борьбы с	3	2
100	еще одна	2	2
101	в рамках	3	2
102	отличие от	2	2
103	в частности	16	2
104	к этому	2	2
105	столь же	4	2
106	была бы	2	2
107	вовсе не	2	2
108	вследствие этого	2	2
109	как уже	3	2
110	здесь в	2	2
111	к своему	2	2
112	его как	2	2
113	а затем	2	2
114	как о	3	2
115	для него	4	2
116	в действительности	3	2
117	и если	3	2
118	одной из	3	2
119	с ним	2	2
120	как бы	10	2
121	в таких	2	2
122	еще в	2	2
123	и тем	4	2
124	это было	2	2
125	не есть	2	2
126	говорит о	5	2
127	с той	2	2
128	себя в	2	2
129	в целом	8	2
130	во всех	4	2
131	всего в	2	2
132	со стороны	3	2
133	как в	4	2
134	как раз	4	2
135	в отличие	2	2
136	отношения к	2	2
137	он не	2	2
138	приводит к	3	2
139	для всех	2	2
140	этих случаях	2	2
141	на этот	2	2
142	не так	4	2
143	ничего не	9	2
144	между тем	2	2
145	вступает в	2	2
146	он в	4	2
147	в себе	7	2
148	в конечном	3	2
149	бы в	3	2
150	ответ на	3	2
