N	2gram	Losev_Prob_3	FransuaR
1	и в	44	49
2	то есть	34	32
3	прежде всего	3	19
4	в его	9	18
5	не только	14	17
6	и его	5	17
7	и не	35	15
8	в этом	17	15
9	только в	19	13
10	но и	10	13
11	как и	10	11
12	как бы	9	11
13	вовсе не	37	10
14	в этой	3	10
15	все это	5	9
16	для него	3	9
17	в нем	9	9
18	все же	6	7
19	жизни и	6	7
20	не может	7	7
21	таким образом	9	7
22	то же	13	7
23	все эти	7	7
24	как мы	8	7
25	именно в	2	6
26	то что	23	6
27	здесь в	3	6
28	мы уже	4	6
29	во всех	2	6
30	так и	10	6
31	с их	2	6
32	сказать что	16	6
33	и с	9	6
34	точки зрения	5	6
35	в то	9	6
36	так как	9	6
37	никогда не	6	5
38	в своем	5	5
39	уже в	3	5
40	в начале	2	5
41	но не	3	5
42	при этом	4	5
43	может быть	28	5
44	и потому	7	5
45	в своей	5	5
46	с точки	2	5
47	и более	2	4
48	с другой	7	4
49	и во	2	4
50	и к	6	4
51	в себе	8	4
52	том что	12	4
53	но все	3	4
54	и о	5	4
55	в этих	2	4
56	значение в	3	4
57	и до	2	4
58	сих пор	2	4
59	до сих	2	4
60	в известной	2	4
61	отношения к	3	4
62	не было	5	4
63	а в	5	4
64	мы находим	7	4
65	как на	2	4
66	тем что	4	4
67	с ним	7	4
68	но в	12	4
69	всех этих	2	3
70	с одной	2	3
71	о чем	2	3
72	другими словами	6	3
73	не был	2	3
74	что он	9	3
75	же в	3	3
76	в ее	4	3
77	в том	21	3
78	да и	5	3
79	но именно	2	3
80	было бы	8	3
81	из них	2	3
82	в самом	3	3
83	и особенно	2	3
84	с ее	2	3
85	мы видели	2	3
86	ни в	8	3
87	образов и	3	3
88	другой стороны	5	3
89	что для	3	3
90	и все	3	3
91	только с	4	3
92	можно было	4	3
93	также и	16	3
94	и вообще	8	3
95	о том	6	3
96	и это	9	3
97	в виду	10	3
98	содержит в	3	2
99	связи с	8	2
100	что в	8	2
101	для них	2	2
102	могут быть	2	2
103	за пределы	5	2
104	нельзя сказать	2	2
105	но даже	4	2
106	в нашем	5	2
107	в качестве	3	2
108	его только	2	2
109	зрения на	2	2
110	никто не	2	2
111	уже во	2	2
112	даже и	16	2
113	это в	2	2
114	это суждение	2	2
115	на то	3	2
116	в тех	3	2
117	в условиях	3	2
118	можно сказать	6	2
119	в отношении	2	2
120	и своего	2	2
121	без всякого	3	2
122	в самой	2	2
123	по существу	2	2
124	это и	7	2
125	но это	8	2
126	что они	5	2
127	литературы и	2	2
128	есть в	3	2
129	только то	2	2
130	по сравнению	2	2
131	и после	2	2
132	и без	4	2
133	ничего не	3	2
134	еще не	5	2
135	и другие	3	2
136	по поводу	2	2
137	совершенно не	4	2
138	такого рода	6	2
139	в первую	3	2
140	свое значение	3	2
141	очень много	3	2
142	хотя и	5	2
143	в ней	5	2
144	ii гл	2	2
145	и за	2	2
146	вместе с	2	2
147	этих образов	2	2
148	в их	2	2
149	за счет	2	2
150	в связи	7	2
151	на самом	7	2
152	и даже	14	2
153	дает нам	2	2
154	так же	5	2
155	что слово	2	2
156	жизнь и	2	2
157	и значение	3	2
158	во всяком	9	2
159	и следовательно	2	2
160	на новый	2	2
161	в другом	2	2
162	мы должны	7	2
163	и вовсе	4	2
164	сравнению с	2	2
165	в конце	5	2
166	в художественном	3	2
167	здесь не	8	2
168	всяком случае	6	2
169	свое произведение	2	2
170	мы можем	6	2
