N	2gram	Ircho_Kome_3	Istorich
1	и в	22	28
2	может быть	6	25
3	и т	4	25
4	не может	3	15
5	а не	4	15
6	никогда не	3	14
7	что в	5	12
8	то же	7	12
9	не только	5	12
10	что он	8	10
11	все же	4	10
12	прежде всего	5	10
13	но и	4	10
14	т е	16	10
15	мы не	2	10
16	и что	6	10
17	в том	12	9
18	о том	8	9
19	то что	4	9
20	и не	21	9
21	не в	4	9
22	так и	4	9
23	если бы	8	8
24	таким образом	12	8
25	в этом	8	8
26	но в	5	8
27	это не	2	7
28	том что	13	7
29	еще не	6	7
30	было бы	3	7
31	в ней	4	7
32	а в	7	7
33	так же	4	7
34	и здесь	4	7
35	что мы	2	7
36	с другой	4	6
37	не менее	5	6
38	к тому	6	6
39	тем не	3	6
40	видно что	2	6
41	что и	8	6
42	когда он	4	6
43	из дома	5	6
44	в этой	3	6
45	его в	8	6
46	представляют собой	2	6
47	так как	11	6
48	вместе с	9	6
49	из дому	4	5
50	не знает	3	5
51	в одном	2	5
52	по существу	2	5
53	в силу	2	5
54	что они	2	5
55	до сих	9	5
56	в качестве	2	5
57	что она	4	5
58	дело не	2	5
59	сих пор	9	5
60	другой стороны	2	5
61	в своем	8	5
62	можно было	2	5
63	их в	3	5
64	в его	8	5
65	все это	5	4
66	с тем	4	4
67	связи с	5	4
68	между собой	4	4
69	обстоит дело	2	4
70	в пределах	2	4
71	на то	3	4
72	об этом	7	4
73	так что	6	4
74	но все	4	4
75	представляет собой	3	4
76	одной стороны	3	4
77	один из	3	4
78	на него	4	4
79	в связи	4	4
80	с этим	3	4
81	с одной	3	4
82	как и	3	4
83	и даже	3	4
84	хотя бы	4	4
85	и для	4	4
86	и с	4	4
87	и на	2	4
88	к ним	3	4
89	потому что	10	4
90	в основе	2	4
91	здесь не	2	4
92	мы знаем	2	4
93	в какой	3	3
94	во время	6	3
95	не как	2	3
96	в образе	2	3
97	не с	2	3
98	в начале	3	3
99	при этом	7	3
100	то время	2	3
101	наряду с	2	3
102	не совсем	2	3
103	в котором	2	3
104	должен быть	2	3
105	то это	5	3
106	отношению к	3	3
107	из них	5	3
108	в их	2	3
109	и его	6	3
110	если мы	2	3
111	как мы	2	3
112	из которых	2	3
113	и он	2	3
114	же самое	3	3
115	как это	5	3
116	время как	2	3
117	по отношению	5	3
118	тем что	5	3
119	должен был	4	3
120	в руки	2	3
121	в другом	2	3
122	в то	6	3
123	дело с	3	2
124	на вопрос	2	2
125	только для	2	2
126	не могут	2	2
127	самого начала	4	2
128	отличие от	2	2
129	в частности	3	2
130	к этому	6	2
131	нисколько не	3	2
132	что их	2	2
133	столь же	3	2
134	а сам	2	2
135	между ними	2	2
136	вовсе не	4	2
137	ясно что	6	2
138	к своему	2	2
139	ни было	2	2
140	в ее	3	2
141	а затем	2	2
142	то ни	3	2
143	с самого	4	2
144	из всех	2	2
145	вывод что	2	2
146	что девушка	2	2
147	не дает	4	2
148	тот же	2	2
149	и тот	3	2
150	и мы	3	2
151	и если	2	2
152	что не	3	2
153	одной из	3	2
154	за то	2	2
155	с ним	5	2
156	не по	7	2
157	но если	3	2
158	как бы	3	2
159	в доме	10	2
160	ни одной	2	2
161	был бы	2	2
162	в нем	3	2
163	бы то	2	2
164	в целом	3	2
165	во всех	2	2
166	конечно не	3	2
167	со стороны	11	2
168	как в	2	2
169	даже не	3	2
170	как раз	6	2
171	отношения к	2	2
172	он не	5	2
173	в эпоху	2	2
174	на них	3	2
175	приводит к	3	2
176	на этот	3	2
177	не так	3	2
178	одним из	2	2
179	отказаться от	2	2
180	ничего не	3	2
181	а по	5	2
182	между тем	2	2
183	однако в	4	2
184	в себе	4	2
185	на улицу	2	2
186	в конечном	2	2
187	бы в	4	2
188	на это	3	2
189	как он	3	2
190	из этого	2	2
191	и этим	3	2
192	в области	2	2
193	том как	3	2
