N	3gram	Tiupa_Anal_2	Problema
1	тем не менее	3	18
2	в данном случае	5	8
3	на то что	2	8
4	содержит в себе	3	7
5	в этом смысле	2	6
6	в таком случае	2	6
7	о том что	6	5
8	в том что	6	5
9	в то же	2	4
10	той или иной	3	4
11	то есть в	2	4
12	с точки зрения	2	3
13	с другой стороны	2	3
14	не только не	2	3
15	и тем самым	2	3
16	а не только	2	2
17	можно было бы	2	2
18	по крайней мере	3	2
19	и в этом	4	2
20	того или иного	3	2
21	в этом случае	4	2
22	подобно тому как	3	2
23	и в самом	2	2
24	и то что	2	2
25	тех или иных	2	2
