N	2gram	Ircho_Kome_2	KulturaY
1	и т	2	39
2	потому что	6	25
3	т п	2	24
4	и в	26	23
5	не только	7	20
6	в том	11	19
7	в этом	10	18
8	и не	14	16
9	было бы	8	15
10	так как	4	15
11	может быть	11	15
12	точки зрения	4	14
13	если бы	9	12
14	в самом	4	12
15	том что	9	11
16	того чтобы	6	11
17	но в	3	11
18	что в	9	10
19	вовсе не	2	9
20	вопрос о	3	9
21	то что	6	9
22	для того	5	9
23	хотя бы	2	9
24	можно было	4	9
25	не может	3	9
26	с другой	2	8
27	прежде всего	4	8
28	не в	2	8
29	в качестве	5	8
30	только потому	2	8
31	и что	2	8
32	что это	4	7
33	не менее	4	7
34	в нашем	2	7
35	в силу	2	7
36	все же	4	7
37	но и	10	7
38	и с	5	7
39	это не	2	6
40	да и	3	6
41	в этой	3	6
42	но не	3	6
43	то же	3	6
44	между тем	4	6
45	и на	7	6
46	этом смысле	2	5
47	ясно что	8	5
48	что он	5	5
49	об этом	2	5
50	тот же	2	5
51	еще не	6	5
52	в его	4	5
53	всяком случае	2	5
54	один из	5	5
55	вместе с	9	5
56	все это	3	5
57	таким образом	6	5
58	целый ряд	2	5
59	как это	4	5
60	не следует	2	5
61	во всяком	2	5
62	и здесь	6	5
63	только в	4	5
64	мы имеем	2	5
65	отнюдь не	2	4
66	в них	4	4
67	к этому	5	4
68	бы и	2	4
69	к тому	12	4
70	что на	3	4
71	мы знаем	3	4
72	для нас	3	4
73	ни в	5	4
74	но все	3	4
75	или в	3	4
76	от того	2	4
77	хотя и	4	4
78	как бы	2	4
79	в нем	6	4
80	со стороны	2	4
81	в связи	3	4
82	это слово	4	4
83	не было	3	4
84	не имеет	3	4
85	говорить о	2	4
86	в то	6	4
87	в конце	2	4
88	так и	12	4
89	чем в	2	3
90	на этом	2	3
91	уже в	4	3
92	у него	4	3
93	же время	3	3
94	же в	4	3
95	того же	3	3
96	связи с	3	3
97	в ней	3	3
98	он не	2	3
99	что и	7	3
100	как не	2	3
101	всего в	2	3
102	что она	2	3
103	уже о	2	3
104	как в	3	3
105	так в	2	3
106	с этим	5	3
107	как мы	4	3
108	из которых	3	3
109	или иначе	3	3
110	а в	3	3
111	и его	12	3
112	тем что	3	3
113	на это	2	3
114	и это	2	3
115	в виду	2	3
116	за собой	2	2
117	с тем	5	2
118	и есть	2	2
119	в частности	4	2
120	что у	4	2
121	так называемых	2	2
122	с этой	3	2
123	и от	4	2
124	и все	2	2
125	представить себе	3	2
126	не всегда	2	2
127	говоря уже	2	2
128	в самой	3	2
129	ли не	7	2
130	с одной	2	2
131	а на	2	2
132	с той	2	2
133	не более	2	2
134	тех пор	3	2
135	как будто	4	2
136	после того	2	2
137	когда в	2	2
138	по поводу	3	2
139	и если	2	2
140	меньше чем	2	2
141	что касается	3	2
142	речь идет	3	2
143	так или	3	2
144	к нему	3	2
145	в своей	3	2
146	не говоря	2	2
147	в их	3	2
148	в своем	6	2
149	в отличие	2	2
150	того как	3	2
151	и для	4	2
152	как и	4	2
153	в той	2	2
154	и вовсе	2	2
155	и у	2	2
156	на этот	4	2
157	для этой	2	2
158	той же	3	2
159	что для	4	2
160	рядом с	2	2
161	роль в	2	2
162	в глазах	2	2
163	с ними	2	2
164	также что	2	2
165	от этого	2	2
166	и еще	2	2
167	могла бы	3	2
168	тех же	3	2
169	ответ на	3	2
170	отличие от	2	2
