N	2gram	Propp_Isto_5	Myslijsy
1	потому что	7	52
2	и в	25	39
3	может быть	17	27
4	в том	6	26
5	только в	7	25
6	что в	8	22
7	не может	6	22
8	а не	2	21
9	так как	11	21
10	не только	13	21
11	в нем	7	20
12	но и	13	20
13	и не	11	18
14	том что	8	16
15	так что	2	16
16	не в	6	15
17	в этом	10	15
18	если бы	2	14
19	отношению к	2	13
20	по отношению	2	13
21	таким образом	9	13
22	мы не	5	10
23	по себе	2	10
24	то что	7	10
25	как в	6	10
26	и что	8	10
27	могут быть	6	9
28	для нас	5	9
29	как и	7	9
30	тем что	10	9
31	тогда когда	2	9
32	но не	5	8
33	вместе с	22	8
34	со стороны	2	8
35	того что	2	8
36	точки зрения	2	8
37	с другой	9	7
38	в ней	5	7
39	в истории	4	7
40	с этим	5	7
41	это не	6	7
42	в этих	6	7
43	не менее	4	6
44	по мере	2	6
45	тем не	4	6
46	и как	3	6
47	еще не	8	6
48	как бы	2	6
49	что и	6	6
50	все же	10	6
51	и т	20	6
52	то же	4	6
53	и по	2	6
54	того как	4	6
55	с тем	8	5
56	из себя	4	5
57	вовсе не	2	5
58	несмотря на	2	5
59	но это	7	5
60	то в	2	5
61	и потому	2	5
62	что при	3	5
63	только тогда	2	5
64	в его	12	5
65	то это	3	5
66	другой стороны	8	5
67	во всех	2	5
68	так же	5	5
69	а в	3	5
70	и для	2	5
71	друг друга	3	5
72	и его	9	5
73	язык и	2	5
74	никогда не	3	4
75	вопрос о	2	4
76	прежде всего	6	4
77	в свою	3	4
78	мы видели	7	4
79	мы видим	8	4
80	т д	18	4
81	и других	2	4
82	в более	3	4
83	можно бы	3	4
84	во всем	2	4
85	в то	3	4
86	что мы	2	4
87	там где	6	4
88	что это	5	3
89	и это	4	3
90	что все	4	3
91	показывает что	5	3
92	так например	2	3
93	в этой	3	3
94	очевидно что	2	3
95	того же	2	3
96	мы увидим	5	3
97	она не	2	3
98	одной стороны	7	3
99	в другой	3	3
100	в своей	2	3
101	но оно	3	3
102	для того	3	3
103	никто не	3	3
104	и тем	4	3
105	связи с	8	3
106	на него	8	3
107	или же	3	3
108	с одной	7	3
109	с ним	4	3
110	сказать что	2	3
111	он не	4	3
112	и при	2	3
113	и вообще	3	3
114	мы должны	4	3
115	и все	3	3
116	том как	2	3
117	и с	3	3
118	под влиянием	2	2
119	в животном	2	2
120	но он	2	2
121	с этой	2	2
122	связь с	8	2
123	и вместе	2	2
124	на то	2	2
125	а как	2	2
126	в некотором	2	2
127	таким же	2	2
128	указывают на	2	2
129	как мы	5	2
130	о которых	2	2
131	же в	2	2
132	в другую	2	2
133	жизни и	2	2
134	уже не	11	2
135	но все	5	2
136	за ним	4	2
137	если не	4	2
138	после этого	2	2
139	того чтобы	3	2
140	одним из	2	2
141	но уже	3	2
142	в целом	3	2
143	но эти	3	2
144	предположение что	3	2
145	в одно	2	2
146	в течение	2	2
147	или в	6	2
148	в таких	3	2
149	когда уже	2	2
150	его к	3	2
151	что во	2	2
152	его на	4	2
153	о том	7	2
154	при помощи	7	2
155	но вместе	3	2
156	не потому	2	2
157	в которой	4	2
158	в других	2	2
159	из него	2	2
160	мы можем	2	2
