N	2gram	Vinokur_St_3	RusskieA
1	и в	25	29
2	т е	8	24
3	что в	19	22
4	том что	15	22
5	в том	20	22
6	как бы	6	18
7	состоит в	4	15
8	может быть	19	13
9	так как	3	13
10	во время	3	12
11	как и	4	11
12	одна из	2	11
13	в этом	24	11
14	все это	8	10
15	и с	4	10
16	не только	12	10
17	о том	8	9
18	в некоторых	3	9
19	а в	6	9
20	во многих	2	9
21	показывает что	3	8
22	а б	4	8
23	но и	9	8
24	ее в	2	8
25	а а	6	8
26	как в	6	7
27	или в	2	7
28	с тем	4	6
29	мы не	2	6
30	еще не	2	6
31	для того	2	6
32	вместе с	2	6
33	таким образом	10	6
34	и на	6	6
35	на нее	2	6
36	мы имеем	5	6
37	потому что	5	5
38	это не	7	5
39	к этому	3	5
40	должна была	4	5
41	то что	12	5
42	и что	3	5
43	но не	2	5
44	для этого	2	5
45	и т	8	5
46	не может	7	5
47	т д	2	5
48	но в	5	5
49	в них	5	4
50	тогда когда	2	4
51	уже не	3	4
52	так что	11	4
53	не в	6	4
54	к нему	4	4
55	а также	4	4
56	то и	2	4
57	то же	5	4
58	у нас	4	4
59	а не	5	4
60	в которых	2	4
61	в виде	3	4
62	что по	3	4
63	на этом	3	3
64	тем что	19	3
65	должен был	2	3
66	в этих	11	3
67	в качестве	4	3
68	и других	2	3
69	в году	5	3
70	как например	8	3
71	что здесь	4	3
72	до конца	3	3
73	того что	5	3
74	было бы	7	3
75	нас к	2	3
76	в котором	5	3
77	не имеет	2	3
78	во всех	2	3
79	связь с	4	3
80	только тогда	2	3
81	что для	3	3
82	все эти	3	3
83	и по	2	3
84	как мы	2	3
85	между тем	6	3
86	но он	3	3
87	в этой	14	3
88	что это	16	3
89	в эту	4	3
90	не менее	2	2
91	начиная с	2	2
92	с этой	3	2
93	связи с	3	2
94	с элементами	2	2
95	об этом	5	2
96	могут быть	2	2
97	никогда не	2	2
98	по этому	3	2
99	с другой	5	2
100	не столько	2	2
101	из этих	6	2
102	это в	4	2
103	прежде всего	10	2
104	как можно	2	2
105	не был	2	2
106	к ней	4	2
107	в г	12	2
108	нас не	2	2
109	кроме того	3	2
110	то время	4	2
111	связано с	5	2
112	одной стороны	3	2
113	и пр	13	2
114	тем не	2	2
115	не совсем	2	2
116	из этого	4	2
117	в виду	2	2
118	один из	2	2
119	должен быть	2	2
120	все же	4	2
121	в своей	4	2
122	том чтобы	2	2
123	дело не	2	2
124	в форме	2	2
125	в их	3	2
126	этому поводу	2	2
127	а с	2	2
128	не было	4	2
129	с одной	2	2
130	в течение	4	2
131	была не	2	2
132	из которых	4	2
133	и для	4	2
134	в своих	8	2
135	одно из	2	2
136	с этим	7	2
137	и ее	2	2
138	в то	7	2
139	так чтобы	2	2
140	заметить что	2	2
141	в которой	4	2
142	есть в	2	2
