N	2gram	Bakhtin_fo_1	Myslijsy
1	потому что	4	52
2	то есть	33	42
3	и в	50	39
4	может быть	11	27
5	в том	9	26
6	только в	4	25
7	что в	5	22
8	не может	6	22
9	а не	3	21
10	так как	6	21
11	не только	9	21
12	в нем	24	20
13	но и	8	20
14	и не	14	18
15	том что	4	16
16	не в	5	15
17	в этом	25	15
18	если бы	5	14
19	отношению к	5	13
20	так и	12	13
21	по отношению	3	13
22	в себе	3	13
23	таким образом	11	13
24	было бы	2	12
25	есть только	2	11
26	мы не	3	10
27	по себе	2	10
28	что не	3	10
29	то что	6	10
30	как в	6	10
31	могут быть	5	9
32	для нас	2	9
33	как и	8	9
34	тем что	2	9
35	тогда когда	2	9
36	но в	10	9
37	в одном	3	8
38	но не	5	8
39	вместе с	3	8
40	того что	2	8
41	точки зрения	5	8
42	с другой	2	7
43	в ней	4	7
44	в истории	2	7
45	с этим	6	7
46	это не	6	7
47	в этих	3	7
48	и как	10	6
49	еще не	5	6
50	как бы	2	6
51	что и	3	6
52	все же	6	6
53	и т	8	6
54	то же	11	6
55	при этом	3	6
56	и по	2	6
57	в каком	2	6
58	с тем	3	5
59	для всех	2	5
60	вовсе не	13	5
61	и потому	3	5
62	в его	13	5
63	во всех	6	5
64	не имеют	3	5
65	так же	6	5
66	а в	3	5
67	и для	4	5
68	во втором	2	5
69	не имеет	4	5
70	друг друга	3	5
71	и его	16	5
72	в таком	3	5
73	быть только	3	5
74	не могут	3	4
75	никогда не	2	4
76	в стороне	2	4
77	вопрос о	2	4
78	прежде всего	15	4
79	в свою	2	4
80	а только	2	4
81	мы видим	3	4
82	же время	9	4
83	для него	2	4
84	к тому	3	4
85	т п	8	4
86	не было	7	4
87	и других	3	4
88	и даже	2	4
89	в более	2	4
90	во всем	2	4
91	в то	9	4
92	что мы	2	4
93	слова и	2	4
94	там где	2	4
95	в самой	2	3
96	в них	4	3
97	оно не	2	3
98	и во	7	3
99	не могло	5	3
100	и это	4	3
101	в жизни	6	3
102	что все	2	3
103	друг другу	2	3
104	самого начала	2	3
105	как она	2	3
106	с самого	2	3
107	в своем	4	3
108	того же	8	3
109	если мы	2	3
110	одной стороны	2	3
111	только на	3	3
112	в своей	2	3
113	и их	8	3
114	но оно	2	3
115	для того	5	3
116	никто не	2	3
117	для себя	7	3
118	связи с	6	3
119	в самом	8	3
120	с одной	3	3
121	той же	2	3
122	с ним	2	3
123	и то	4	3
124	сказать что	3	3
125	во всяком	3	3
126	хотя и	3	3
127	одно из	3	3
128	он не	5	3
129	и вообще	2	3
130	с точки	2	3
131	мы должны	2	3
132	и все	6	3
133	и с	4	3
134	мы будем	2	2
135	но на	4	2
136	все ее	3	2
137	их и	2	2
138	но он	2	2
139	он должен	2	2
140	что имеет	2	2
141	одного и	5	2
142	была бы	2	2
143	значение и	3	2
144	стороны и	2	2
145	а как	3	2
146	как мы	14	2
147	же в	3	2
148	в другую	2	2
149	не зная	2	2
150	жизни и	8	2
151	уже не	2	2
152	но все	5	2
153	есть не	3	2
154	их к	2	2
155	чем в	2	2
156	не были	2	2
157	для них	3	2
158	и может	2	2
159	того чтобы	5	2
160	в сущности	3	2
161	имеет место	3	2
162	и следовательно	4	2
163	к ней	2	2
164	в виду	3	2
165	с ее	6	2
166	в целом	2	2
167	в их	6	2
168	но дело	2	2
169	связь между	2	2
170	в разных	5	2
171	времени и	10	2
172	и того	6	2
173	еще более	3	2
174	в одно	3	2
175	в течение	2	2
176	или в	3	2
177	хотя бы	2	2
178	том же	2	2
179	к ним	2	2
180	влияние на	4	2
181	в начале	3	2
182	все то	2	2
183	его на	2	2
184	дело в	2	2
185	нет ничего	4	2
186	есть в	2	2
187	так сказать	7	2
188	слагаются в	2	2
189	в которой	2	2
190	в других	9	2
