N	2gram	Propp_Isto_6	Dialekti
1	не есть	2	54
2	т е	22	48
3	и не	10	27
4	а не	2	26
5	и в	26	24
6	и т	10	24
7	значит что	2	24
8	не только	10	23
9	т д	8	23
10	не может	6	19
11	ничего не	2	17
12	и что	5	15
13	то что	6	14
14	может быть	11	13
15	таким образом	12	13
16	в мифе	4	13
17	что он	9	13
18	вовсе не	2	13
19	что это	2	12
20	того что	2	12
21	есть и	4	12
22	не имеет	2	11
23	что же	2	11
24	ни в	2	9
25	то это	5	9
26	но и	9	9
27	что она	3	9
28	прежде всего	4	8
29	так что	3	8
30	и как	2	8
31	отличается от	2	8
32	что мы	2	8
33	том что	10	8
34	в этом	12	8
35	в виде	6	8
36	что в	12	7
37	никогда не	13	7
38	другими словами	3	7
39	что оно	4	7
40	потому что	13	7
41	как и	5	7
42	должна быть	3	6
43	кроме того	3	6
44	и только	3	6
45	и с	6	6
46	что иное	2	6
47	о том	7	6
48	так как	18	6
49	если бы	3	6
50	превращается в	7	6
51	утверждать что	2	6
52	что и	4	6
53	то же	5	6
54	с этой	2	5
55	в том	12	5
56	но это	4	5
57	жизни и	2	5
58	и его	7	5
59	как на	3	5
60	в то	5	5
61	как это	5	5
62	в них	3	5
63	вопрос о	3	5
64	было бы	2	5
65	он не	2	5
66	так и	5	5
67	уже не	7	5
68	что не	2	5
69	мы не	6	5
70	только в	5	5
71	с другой	10	4
72	это не	4	4
73	первый план	2	4
74	то время	3	4
75	к тому	2	4
76	и больше	2	4
77	так же	2	4
78	время как	3	4
79	сказать что	3	4
80	на первый	3	4
81	у нас	5	4
82	от того	3	4
83	только что	2	4
84	и то	3	4
85	е в	2	4
86	и это	8	4
87	перед нами	2	3
88	не было	3	3
89	все же	8	3
90	все время	2	3
91	в своем	2	3
92	в одной	2	3
93	и от	3	3
94	мы знаем	2	3
95	не в	3	3
96	она не	3	3
97	одной стороны	7	3
98	миф о	2	3
99	в нем	8	3
100	и миф	2	3
101	то и	2	3
102	с одной	7	3
103	все эти	8	3
104	и на	12	3
105	с этим	2	3
106	он и	2	3
107	мы уже	6	3
108	при помощи	3	3
109	тем что	5	3
110	есть еще	2	3
111	мира и	2	3
112	на то	2	3
113	зависимости от	2	3
114	одна из	2	3
115	все что	4	3
116	миф и	2	3
117	не будет	5	3
118	этот миф	2	3
119	как бы	4	3
120	или же	2	3
121	также не	2	3
122	имеется в	3	3
123	тем самым	2	3
124	из которых	3	3
125	должны быть	2	3
126	и ее	3	3
127	только одна	3	3
128	и этим	5	3
129	зависит от	4	2
130	же как	3	2
131	в частности	3	2
132	чаще всего	5	2
133	что у	2	2
134	вообще не	3	2
135	из этих	4	2
136	точно так	2	2
137	показывает что	3	2
138	в жертву	5	2
139	для нас	2	2
140	есть душа	2	2
141	еще не	9	2
142	при этом	3	2
143	например в	7	2
144	нас к	5	2
145	но для	2	2
146	не вполне	2	2
147	всяком случае	2	2
148	и тем	4	2
149	меня и	3	2
150	а именно	9	2
151	другой стороны	8	2
152	целый ряд	2	2
153	и вот	3	2
154	они не	3	2
155	обе стороны	2	2
156	и по	4	2
157	его не	2	2
158	а в	3	2
159	быть только	2	2
160	в своих	3	2
161	людей и	2	2
162	и формы	2	2
163	их в	3	2
164	в ней	5	2
165	превратился в	3	2
166	но вот	2	2
167	когда мы	2	2
168	нет ни	2	2
169	но в	7	2
170	же мы	5	2
171	с его	4	2
172	у него	7	2
173	на котором	3	2
174	солнце и	2	2
175	меня в	3	2
176	и эти	5	2
177	но как	4	2
178	но не	2	2
179	только он	2	2
180	никто не	2	2
181	же можно	3	2
182	со стороны	3	2
183	ее в	6	2
184	на небо	8	2
185	так в	6	2
186	и они	2	2
187	как мы	4	2
188	и он	4	2
189	или в	3	2
190	что этот	2	2
191	в данном	3	2
192	во всяком	2	2
193	могут быть	3	2
194	в себе	3	2
195	из этого	3	2
196	в его	5	2
