N	3gram	Losev_Prob_1	Psycholo
1	для того чтобы	8	19
2	на то что	8	16
3	в том что	5	14
4	о том что	5	6
5	в самом деле	2	5
6	до сих пор	3	5
7	с другой стороны	3	5
8	не только не	3	4
9	и если мы	3	4
10	по этому поводу	3	4
11	именно то что	3	4
12	и как бы	2	4
13	и что в	2	3
14	то что он	3	3
15	иметь в виду	3	3
16	сам по себе	7	3
17	то же самое	9	3
18	и то что	2	3
19	и т д	10	3
20	можно было бы	2	3
21	с тем что	2	3
22	или вернее сказать	2	2
23	можно сказать что	3	2
24	в конце концов	4	2
25	сами по себе	3	2
26	одного и того	2	2
27	в данном случае	8	2
28	и того же	2	2
29	той или иной	4	2
30	и в самом	2	2
31	так же как	2	2
32	не что иное	2	2
33	может быть и	3	2
34	то что мы	6	2
35	то что в	3	2
36	мы никогда не	3	2
37	мы говорили выше	2	2
38	с точки зрения	3	2
39	о которых мы	2	2
40	не может быть	2	2
41	указывает на то	3	2
42	что иное как	2	2
43	на самом деле	4	2
44	в этом случае	2	2
