N	2gram	Tiupa_Hudo_1	KulturaY
1	и т	11	39
2	потому что	5	25
3	т п	8	24
4	и в	14	23
5	т е	4	22
6	не только	12	20
7	в том	12	19
8	в этом	11	18
9	и не	2	16
10	ни к	2	15
11	было бы	6	15
12	может быть	5	15
13	т д	3	14
14	точки зрения	5	14
15	если бы	3	12
16	в самом	4	12
17	все эти	3	12
18	том что	16	11
19	того чтобы	3	11
20	но в	5	11
21	что в	6	10
22	по себе	2	10
23	а не	12	10
24	вопрос о	2	9
25	то что	8	9
26	самом деле	5	9
27	можно было	5	9
28	не может	7	9
29	прежде всего	11	8
30	не в	7	8
31	в качестве	9	8
32	только потому	2	8
33	уже не	7	8
34	и что	2	8
35	с точки	3	8
36	не менее	5	7
37	все же	3	7
38	но и	5	7
39	и с	4	7
40	слова в	2	6
41	это не	7	6
42	да и	2	6
43	в этой	8	6
44	но не	3	6
45	что не	2	6
46	в речи	2	6
47	тем не	4	6
48	то же	9	6
49	между тем	8	6
50	и на	3	6
51	ясно что	2	5
52	что он	9	5
53	об этом	5	5
54	еще не	7	5
55	несмотря на	4	5
56	в его	8	5
57	один из	4	5
58	речь в	2	5
59	что же	2	5
60	приводит к	3	5
61	все это	2	5
62	лишь в	3	5
63	не следует	2	5
64	только в	5	5
65	отнюдь не	3	4
66	перед нами	5	4
67	на то	4	4
68	можно сказать	4	4
69	к тому	7	4
70	что на	2	4
71	мы знаем	2	4
72	ни в	5	4
73	что я	2	4
74	должно быть	2	4
75	в пределах	3	4
76	своего рода	7	4
77	на себе	2	4
78	хотя и	2	4
79	как бы	7	4
80	в нем	3	4
81	со стороны	3	4
82	в связи	3	4
83	не было	4	4
84	и о	4	4
85	не имеет	2	4
86	в результате	2	4
87	говорить о	3	4
88	в то	8	4
89	в конце	4	4
90	ничего не	8	4
91	так и	13	4
92	на этом	3	3
93	казалось бы	7	3
94	у него	9	3
95	на фоне	2	3
96	же время	8	3
97	а только	4	3
98	а также	3	3
99	же в	3	3
100	до конца	2	3
101	в первый	2	3
102	связи с	4	3
103	никак не	2	3
104	в ней	4	3
105	он не	4	3
106	что когда	2	3
107	что она	4	3
108	как в	8	3
109	как раз	4	3
110	так в	2	3
111	в форме	2	3
112	с этим	3	3
113	то и	3	3
114	этом отношении	3	3
115	не знает	2	3
116	именно в	7	3
117	это так	2	3
118	как мы	3	3
119	того что	4	3
120	и по	3	3
121	или иначе	2	3
122	своей собственной	2	3
123	а в	7	3
124	и его	5	3
125	слова как	2	3
126	тем что	3	3
127	и это	4	3
128	здесь не	2	3
129	всего лишь	4	3
130	к этой	3	3
131	только для	2	2
132	же как	2	2
133	это в	3	2
134	в частности	5	2
135	никогда не	6	2
136	состоит в	2	2
137	о котором	2	2
138	что у	3	2
139	с этой	2	2
140	и от	4	2
141	и все	4	2
142	или иного	2	2
143	конечном счете	2	2
144	в другом	2	2
145	и потому	2	2
146	с той	2	2
147	как будто	4	2
148	она не	4	2
149	при этом	12	2
150	по преимуществу	3	2
151	того или	2	2
152	он уже	4	2
153	в конечном	2	2
154	и даже	3	2
155	речь идет	3	2
156	так или	2	2
157	превращается в	3	2
158	в своей	10	2
159	на том	2	2
160	в их	2	2
161	в своем	4	2
162	если можно	2	2
163	и для	3	2
164	все равно	2	2
165	на самом	2	2
166	как и	9	2
167	бы на	2	2
168	той же	2	2
169	в глазах	6	2
170	с ними	2	2
171	характер и	2	2
172	отказ от	2	2
173	однако и	3	2
174	во введении	3	2
175	в своих	3	2
176	отсюда и	2	2
177	будто бы	3	2
