N	2gram	Trubetskoy_1	Problema
1	и не	8	28
2	то есть	4	27
3	не только	10	24
4	только в	4	23
5	в виде	4	22
6	в том	11	20
7	и в	26	20
8	все эти	6	16
9	то что	7	15
10	потому что	7	15
11	той или	2	14
12	но и	9	14
13	точки зрения	13	14
14	или иной	2	13
15	не в	2	13
16	в себе	6	12
17	том что	7	12
18	прежде всего	2	11
19	с точки	6	11
20	не менее	3	10
21	тем не	3	10
22	в качестве	3	10
23	так и	6	10
24	может быть	10	9
25	все это	6	9
26	и даже	3	9
27	в этом	15	9
28	если бы	3	8
29	что он	4	8
30	таким образом	22	8
31	в результате	3	8
32	во всяком	6	8
33	и все	2	8
34	но в	7	8
35	с другой	8	7
36	ясно что	3	7
37	еще не	2	7
38	и потому	6	7
39	то же	4	7
40	именно в	2	7
41	а не	5	7
42	сказать что	2	7
43	и с	10	7
44	хотя бы	3	7
45	и от	4	6
46	по крайней	5	6
47	так что	3	6
48	а также	2	6
49	по своему	2	6
50	при этом	3	6
51	крайней мере	5	6
52	но если	2	6
53	в виду	2	6
54	в одно	2	6
55	в таком	3	6
56	же самое	2	6
57	мы имеем	2	6
58	но не	8	5
59	в нем	4	5
60	в смысле	4	5
61	можно сказать	3	5
62	случае не	3	5
63	и если	3	5
64	и о	3	5
65	жизни и	2	5
66	вместе с	15	5
67	так же	5	5
68	не может	4	5
69	в них	2	5
70	так как	9	5
71	уже не	3	5
72	в этих	4	5
73	ничего общего	2	5
74	о том	6	5
75	уже в	2	4
76	с тем	18	4
77	в отношении	6	4
78	и для	5	4
79	в одном	3	4
80	уже давно	2	4
81	в самой	2	4
82	в этой	4	4
83	только не	2	4
84	одной из	5	4
85	несмотря на	6	4
86	как бы	12	4
87	всяком случае	6	4
88	не имеет	5	4
89	во всех	2	4
90	отличается от	2	4
91	и только	4	4
92	в разных	2	4
93	а в	4	4
94	и наконец	2	4
95	в то	4	4
96	в связи	3	3
97	к тому	6	3
98	для всех	2	3
99	если не	2	3
100	точно так	3	3
101	и к	5	3
102	для него	3	3
103	и как	3	3
104	но все	7	3
105	в начале	2	3
106	связи с	9	3
107	учение о	4	3
108	конечно не	2	3
109	вплоть до	2	3
110	и является	2	3
111	в его	5	3
112	только для	2	3
113	что и	6	3
114	что в	9	3
115	в своем	3	3
116	не было	2	3
117	для того	5	3
118	из которых	4	3
119	что мы	2	3
120	к нему	7	3
121	с другими	4	3
122	и на	2	3
123	из них	7	3
124	к его	2	3
125	мы должны	6	3
126	из этого	2	3
127	в области	9	3
128	как о	3	3
129	мы можем	2	3
130	за собой	3	2
131	из себя	2	2
132	для этого	2	2
133	в конце	6	2
134	значительной мере	2	2
135	еще только	2	2
136	на все	2	2
137	что именно	2	2
138	с его	2	2
139	ему в	2	2
140	тому же	5	2
141	так чтобы	2	2
142	том виде	2	2
143	тот же	2	2
144	со всеми	2	2
145	этот путь	2	2
146	что это	3	2
147	в самом	4	2
148	общего с	2	2
149	свидетельствует о	2	2
150	он не	4	2
151	перестает быть	2	2
152	относится к	2	2
153	не вполне	3	2
154	в котором	4	2
155	все же	6	2
156	не к	2	2
157	можно назвать	2	2
158	смотреть на	2	2
159	с ней	3	2
160	или менее	5	2
161	и тогда	4	2
162	всех других	2	2
163	можно только	2	2
164	и что	4	2
165	того чтобы	5	2
166	и больше	2	2
167	ни было	2	2
168	только что	2	2
169	и по	4	2
170	в других	3	2
171	либо в	2	2
172	в значительной	3	2
173	или по	2	2
174	далеко не	4	2
175	и это	2	2
176	очень много	2	2
177	в которой	3	2
178	того же	6	2
179	более или	5	2
180	но по	3	2
