N	2gram	Medvedev_F_2	Sovremen
1	не может	14	17
2	точки зрения	8	12
3	может быть	23	12
4	таким образом	20	11
5	мы не	3	9
6	в этом	27	7
7	и в	38	7
8	и не	20	6
9	как и	9	6
10	в результате	6	6
11	ничего не	4	6
12	что же	5	5
13	прежде всего	15	5
14	все эти	6	5
15	и наконец	4	5
16	с точки	7	5
17	как бы	4	4
18	в развитии	2	4
19	мы видели	4	4
20	если мы	5	4
21	в целом	3	4
22	жизни и	3	4
23	вместе с	6	4
24	в зависимости	3	4
25	это не	2	4
26	а в	6	4
27	не только	9	4
28	с помощью	10	4
29	же это	2	4
30	в том	11	4
31	в дальнейшем	4	4
32	их в	2	4
33	из них	4	4
34	зависимости от	3	4
35	так как	4	4
36	уже в	2	3
37	самого начала	2	3
38	все же	8	3
39	отнюдь не	8	3
40	все это	3	3
41	в конце	2	3
42	то же	6	3
43	в нем	13	3
44	а не	6	3
45	и к	4	3
46	с самого	2	3
47	не в	15	3
48	в этой	6	3
49	он в	2	3
50	а все	2	3
51	при этом	9	3
52	было бы	6	3
53	и все	3	3
54	в первом	7	3
55	само собою	2	3
56	в области	3	3
57	но в	4	3
58	так сказать	3	2
59	совершенно не	4	2
60	этих двух	2	2
61	не могут	7	2
62	что это	3	2
63	в некоторых	4	2
64	быть и	3	2
65	на котором	2	2
66	приводит к	2	2
67	то и	3	2
68	в отличие	2	2
69	из этих	3	2
70	тем же	3	2
71	или же	2	2
72	еще более	5	2
73	как мы	7	2
74	уже не	7	2
75	самом деле	8	2
76	роль в	3	2
77	первый период	6	2
78	и пр	21	2
79	говорим о	2	2
80	и даже	4	2
81	и по	2	2
82	мы знаем	3	2
83	то ни	2	2
84	только так	2	2
85	в таком	2	2
86	но все	3	2
87	такой же	3	2
88	во всяком	5	2
89	на этом	2	2
90	времени и	2	2
91	могут быть	6	2
92	с этим	5	2
93	что в	7	2
94	говорить о	5	2
95	если же	2	2
96	период развития	3	2
97	в самом	16	2
98	ни одна	2	2
99	в которой	2	2
100	отличие от	2	2
101	в его	10	2
102	всяком случае	5	2
