N	2gram	Losev_Prob_4	Freidism
1	таким образом	8	24
2	и не	28	23
3	не может	5	20
4	точки зрения	14	19
5	прежде всего	11	18
6	в этом	9	15
7	в его	3	15
8	мы можем	3	13
9	может быть	9	13
10	и его	10	12
11	как и	6	11
12	как бы	4	11
13	то что	15	11
14	все эти	16	11
15	с точки	11	11
16	и потому	7	10
17	так и	10	10
18	как мы	3	10
19	самом деле	3	10
20	его в	2	10
21	с ним	4	10
22	но в	8	10
23	с его	2	9
24	и в	20	9
25	во всех	4	9
26	что он	8	8
27	еще не	7	8
28	в своей	4	8
29	он не	2	8
30	не только	24	8
31	все это	9	8
32	то же	7	8
33	только в	23	8
34	и все	8	8
35	так как	5	8
36	ни в	17	7
37	тот же	2	7
38	к нему	3	7
39	во всяком	8	7
40	в самом	2	7
41	и наконец	4	7
42	сказать что	7	7
43	всяком случае	4	7
44	вовсе не	21	6
45	и ее	4	6
46	для него	3	6
47	за пределы	2	6
48	в ней	7	6
49	совершенно не	3	6
50	хотя бы	7	6
51	и с	7	6
52	и к	3	5
53	можно сказать	5	5
54	не в	13	5
55	в этой	4	5
56	в чем	2	5
57	для этого	2	5
58	в то	4	5
59	что в	3	5
60	но и	14	5
61	и прежде	2	5
62	на самом	5	5
63	для того	3	5
64	а в	4	5
65	и на	3	5
66	с этим	4	5
67	в каком	6	5
68	мы должны	3	5
69	не менее	10	4
70	но не	5	4
71	в котором	2	4
72	сознания и	3	4
73	в этих	5	4
74	в пределах	2	4
75	в жизни	3	4
76	если мы	5	4
77	с другими	3	4
78	к тому	3	4
79	об этом	6	4
80	всех этих	6	4
81	смысле слова	15	4
82	при этом	6	4
83	другими словами	3	4
84	конечно не	3	4
85	и о	5	4
86	как раз	4	4
87	в зависимости	3	4
88	в нем	5	4
89	все же	2	4
90	данном случае	5	4
91	не было	3	4
92	мы находим	2	4
93	уже не	5	4
94	того чтобы	2	4
95	и для	4	4
96	в которой	2	4
97	мы не	7	4
98	в таком	6	4
99	с ними	2	4
100	в данном	6	4
101	потому что	15	4
102	говорить о	2	4
103	зависимости от	3	4
104	если бы	8	3
105	и есть	4	3
106	в них	5	3
107	и от	6	3
108	о себе	3	3
109	а только	6	3
110	в себе	12	3
111	он был	3	3
112	и как	3	3
113	но это	6	3
114	учение о	3	3
115	по своему	6	3
116	со всеми	2	3
117	случае не	5	3
118	и может	2	3
119	было бы	14	3
120	ни о	4	3
121	ни на	3	3
122	нет никакого	3	3
123	с ее	2	3
124	себя в	2	3
125	сказать о	3	3
126	жизни и	5	3
127	вместе с	5	3
128	как в	5	3
129	и что	2	3
130	и по	2	3
131	мы имеем	6	3
132	об его	2	3
133	ничего общего	5	3
134	на всех	2	3
135	не является	10	3
136	в сознании	3	3
137	всю эту	2	2
138	в самых	3	2
139	в отношении	4	2
140	уже в	4	2
141	этого не	2	2
142	человека в	3	2
143	но все	3	2
144	только не	4	2
145	что это	2	2
146	это уже	3	2
147	для всех	3	2
148	в нашем	12	2
149	между собой	2	2
150	и ни	5	2
151	для себя	2	2
152	в какой	4	2
153	того же	2	2
154	с другой	7	2
155	это не	7	2
156	в конце	2	2
157	своему содержанию	5	2
158	же самое	6	2
159	тем не	10	2
160	для нас	6	2
161	в ее	5	2
162	да и	5	2
163	ни было	2	2
164	это и	4	2
165	том что	12	2
166	на этой	2	2
167	они и	2	2
168	не существует	5	2
169	а не	7	2
170	в настоящей	2	2
171	из них	3	2
172	образы и	3	2
173	что мы	3	2
174	но если	6	2
175	относится к	2	2
176	в своем	3	2
177	себе и	3	2
178	только для	3	2
179	дело не	3	2
180	все они	3	2
181	что она	4	2
182	только на	2	2
183	отличается от	4	2
184	всех других	2	2
185	даже если	3	2
186	в совершенно	2	2
187	и являются	2	2
188	чтобы не	2	2
189	и даже	9	2
190	и притом	2	2
191	так же	5	2
192	и то	2	2
193	здесь в	5	2
194	очень много	2	2
195	иным как	2	2
196	правда в	3	2
197	чем же	3	2
198	что и	3	2
199	к его	3	2
200	но как	3	2
201	в другом	3	2
202	и вообще	6	2
203	при помощи	10	2
204	когда мы	5	2
205	этом мы	2	2
206	как это	3	2
207	в области	3	2
208	в виду	6	2
209	это было	2	2
