N	2gram	Vygotskiy__3	Myslijsy
1	потому что	6	46
2	в том	23	32
3	и в	25	30
4	может быть	13	28
5	то же	2	23
6	не только	6	21
7	только в	10	21
8	для нас	2	20
9	но и	4	19
10	том что	20	18
11	то что	15	18
12	того что	10	18
13	что в	17	17
14	не есть	3	17
15	по себе	7	16
16	в себе	2	16
17	не в	6	15
18	и не	10	15
19	таким образом	17	14
20	что и	10	13
21	так как	12	13
22	вместе с	14	12
23	а в	4	12
24	если бы	5	12
25	этого слова	4	11
26	так и	5	11
27	что оно	4	11
28	как и	15	10
29	как в	9	10
30	и что	10	10
31	в этом	14	10
32	в то	4	10
33	из этих	4	9
34	для него	5	9
35	было бы	10	9
36	в нем	2	9
37	мы не	9	9
38	между тем	3	9
39	тогда когда	4	9
40	в самом	3	8
41	от того	4	8
42	только что	2	8
43	что мы	7	8
44	и то	2	8
45	слова в	2	7
46	смысле этого	4	7
47	с другой	6	7
48	что слово	4	7
49	к тому	4	7
50	как мы	8	7
51	так что	2	7
52	с тем	16	7
53	но не	6	7
54	с одной	5	7
55	тем самым	2	7
56	тем что	8	7
57	что он	6	6
58	но это	5	6
59	с этим	4	6
60	из них	4	6
61	указывает на	2	6
62	то и	4	6
63	не может	6	6
64	уже не	2	6
65	и слово	3	6
66	с ним	4	6
67	значение слова	4	5
68	уже в	7	5
69	не могут	4	5
70	независимо от	4	5
71	в них	2	5
72	человека и	5	5
73	в каком	2	5
74	и как	5	5
75	в своем	4	5
76	еще не	4	5
77	отношению к	2	5
78	заключает в	2	5
79	не менее	6	5
80	по отношению	3	5
81	к одному	5	5
82	должно быть	2	5
83	как на	2	5
84	с другими	2	5
85	тому как	2	5
86	сказать что	4	5
87	слова и	6	5
88	на деле	3	5
89	что это	5	4
90	столь же	7	4
91	оно не	2	4
92	и от	2	4
93	одной и	2	4
94	мы видели	6	4
95	в смысле	4	4
96	все это	6	4
97	все что	2	4
98	то время	4	4
99	в его	15	4
100	в котором	3	4
101	один из	6	4
102	другой стороны	3	4
103	без слов	2	4
104	не обнаруживает	4	4
105	и его	2	4
106	он не	4	4
107	для того	7	4
108	тем же	4	4
109	и по	5	4
110	того как	3	4
111	мы должны	6	4
112	в один	2	4
113	об отношении	2	4
114	и это	4	4
115	и потому	2	4
116	от другого	2	3
117	всеми остальными	2	3
118	место в	2	3
119	могут быть	5	3
120	одним и	2	3
121	в животном	6	3
122	тому что	2	3
123	прежде всего	4	3
124	и все	4	3
125	к этому	3	3
126	связь с	3	3
127	и вместе	2	3
128	не можем	3	3
129	тем не	5	3
130	именно в	5	3
131	не будет	2	3
132	свою очередь	2	3
133	мы можем	7	3
134	само по	2	3
135	в свою	3	3
136	одной стороны	5	3
137	при этом	5	3
138	и может	2	3
139	вслед за	3	3
140	только потому	2	3
141	что она	5	3
142	как бы	10	3
143	в целом	13	3
144	или менее	3	3
145	тем и	4	3
146	того чтобы	8	3
147	в силу	6	3
148	все остальные	2	3
149	друг друга	4	3
150	так же	17	3
151	в таком	2	3
152	или в	2	3
153	и на	6	3
154	в начале	2	3
155	его в	3	3
156	там где	4	3
157	в чем	2	3
158	перед нами	10	2
159	но все	2	2
160	об этом	2	2
161	связи с	9	2
162	от нее	4	2
163	в какой	4	2
164	только при	2	2
165	не столько	4	2
166	не как	3	2
167	эти последние	2	2
168	в одном	2	2
169	в понятии	5	2
170	с нею	2	2
171	а как	2	2
172	с понятием	3	2
173	невозможно без	2	2
174	в собственном	6	2
175	показывает что	8	2
176	для развития	3	2
177	его к	3	2
178	на то	4	2
179	что с	4	2
180	на котором	2	2
181	мы видим	3	2
182	в этой	5	2
183	что они	10	2
184	по своему	11	2
185	понятием но	2	2
186	но как	3	2
187	но тем	2	2
188	на его	2	2
189	в речи	2	2
190	и той	2	2
191	мы уже	5	2
192	вопрос об	2	2
193	все же	6	2
194	же в	2	2
195	слова не	2	2
196	в своей	2	2
197	бы быть	2	2
198	собственном смысле	6	2
199	входит в	5	2
200	в виде	3	2
201	что как	2	2
202	а с	3	2
203	этом отношении	3	2
204	для ребенка	10	2
205	из того	2	2
206	но только	3	2
207	развития в	2	2
208	когда в	3	2
209	речи есть	2	2
210	той же	4	2
211	в которых	3	2
212	что по	2	2
213	с этой	3	2
214	понятия и	3	2
215	их в	3	2
216	ни в	9	2
217	от этого	6	2
218	точки зрения	6	2
219	связь между	4	2
220	бы в	2	2
221	ничего общего	3	2
222	признаков в	2	2
223	о том	5	2
224	слово с	2	2
225	связанное с	2	2
226	которая не	4	2
227	в области	7	2
