N	2gram	Losev_Dial_4	Vladivir
1	и в	15	31
2	не только	8	24
3	но и	4	19
4	то что	16	18
5	и не	30	17
6	и даже	6	15
7	том что	10	14
8	что в	7	14
9	в этом	11	14
10	и с	4	14
11	что он	7	12
12	в его	4	12
13	но в	3	12
14	с его	5	11
15	в том	11	11
16	потому что	10	11
17	о том	5	11
18	так что	6	10
19	и то	3	10
20	также и	4	10
21	никогда не	2	9
22	в течение	4	9
23	даже и	3	9
24	только в	7	9
25	и по	2	8
26	в то	6	8
27	так как	14	8
28	кроме того	2	7
29	об этом	3	7
30	о нем	2	7
31	как раз	4	7
32	и его	7	7
33	как это	2	7
34	сказать что	6	7
35	мы уже	3	7
36	е в	2	7
37	к этому	3	6
38	можно сказать	5	6
39	у нас	3	6
40	в качестве	2	6
41	и потому	3	6
42	может быть	17	6
43	иной раз	3	6
44	в котором	2	6
45	так и	5	6
46	не может	11	6
47	то же	9	6
48	и что	9	6
49	это было	2	6
50	все это	9	5
51	вовсе не	6	5
52	на то	5	5
53	не в	8	5
54	но как	2	5
55	и если	3	5
56	в свое	2	5
57	что и	6	5
58	жизни и	4	5
59	когда он	3	5
60	что же	2	5
61	не было	2	5
62	с ним	3	5
63	я не	5	4
64	же время	6	4
65	в своем	5	4
66	и все	11	4
67	этом смысле	4	4
68	в нем	5	4
69	главным образом	2	4
70	в себе	8	4
71	да и	2	4
72	и вообще	7	4
73	как и	7	4
74	и как	4	4
75	в этой	4	4
76	можно судить	2	4
77	никак не	2	4
78	хотя и	6	4
79	один из	4	4
80	себя в	2	4
81	в своей	3	4
82	ни с	4	4
83	в истории	3	4
84	в этот	2	4
85	в особенности	4	4
86	не раз	2	4
87	во всем	2	4
88	в которой	2	4
89	для меня	2	4
90	но только	5	3
91	в виде	3	3
92	отнюдь не	4	3
93	и так	2	3
94	в жизни	5	3
95	как в	3	3
96	к своему	2	3
97	но это	4	3
98	что они	4	3
99	но что	5	3
100	ничего не	17	3
101	и из	2	3
102	за пределы	3	3
103	все же	2	3
104	вместе с	2	3
105	другой стороны	2	3
106	в отношении	2	3
107	собственно говоря	2	3
108	таким образом	5	3
109	все эти	3	3
110	и вот	11	3
111	не мог	2	3
112	уже не	9	3
113	и притом	3	3
114	едва ли	3	3
115	жизнь и	2	3
116	что этот	2	3
117	и на	5	3
118	то мы	3	3
119	тем что	2	2
120	нисколько не	2	2
121	мы будем	2	2
122	с тем	4	2
123	время и	2	2
124	не менее	2	2
125	она всегда	4	2
126	в частности	2	2
127	для нее	2	2
128	часто и	2	2
129	нет и	2	2
130	от нее	3	2
131	в них	2	2
132	веры и	6	2
133	хотя бы	4	2
134	что все	4	2
135	в меру	5	2
136	на все	2	2
137	ясно что	11	2
138	одной из	2	2
139	тем не	2	2
140	и можно	5	2
141	ни в	8	2
142	личности с	3	2
143	это и	9	2
144	этот момент	3	2
145	тем более	6	2
146	же о	2	2
147	что я	5	2
148	от него	3	2
149	на этом	3	2
150	учение о	5	2
151	все что	2	2
152	что с	2	2
153	не мешало	2	2
154	еще не	4	2
155	при этом	2	2
156	того что	13	2
157	было бы	9	2
158	и мы	7	2
159	совершенно не	3	2
160	что на	2	2
161	в самом	2	2
162	конечно не	2	2
163	и о	8	2
164	на что	2	2
165	к жизни	3	2
166	и тут	3	2
167	и т	17	2
168	из них	2	2
169	не по	2	2
170	всей его	2	2
171	со стороны	3	2
172	что она	5	2
173	а именно	6	2
174	даже не	2	2
175	только что	2	2
176	но мы	2	2
177	то и	2	2
178	именно так	2	2
179	т д	15	2
180	и для	5	2
181	на основании	3	2
182	лишь в	2	2
183	тем самым	3	2
184	того чтобы	5	2
185	для того	5	2
186	что мы	7	2
187	что такое	5	2
188	границу и	2	2
189	той же	5	2
190	воли и	2	2
191	знания и	5	2
192	с ними	4	2
193	в результате	6	2
194	во всяком	2	2
195	известно что	3	2
196	точки зрения	14	2
197	в каком	5	2
198	из этих	2	2
199	мы должны	4	2
200	и это	8	2
201	тех же	2	2
202	и ни	2	2
203	а это	2	2
204	в чем	8	2
