N	2gram	Voloshinov_2	Narrotol
1	не только	13	31
2	но и	10	27
3	и не	19	23
4	при этом	9	19
5	может быть	28	15
6	в качестве	3	14
7	как и	9	13
8	а не	9	13
9	а в	3	13
10	только в	8	12
11	в этом	15	12
12	и в	19	11
13	в данном	5	11
14	и его	16	10
15	то что	4	9
16	то есть	2	9
17	то же	16	8
18	в том	7	8
19	и т.п	10	8
20	не может	18	8
21	если бы	11	7
22	у него	2	7
23	том что	10	7
24	на протяжении	2	7
25	но в	7	7
26	и т.д	4	6
27	к тому	6	6
28	не в	10	6
29	и он	2	6
30	в самом	6	6
31	как бы	19	6
32	жизни и	2	6
33	как раз	4	6
34	тому же	2	6
35	или в	2	6
36	в себе	4	6
37	в его	5	6
38	в этой	3	6
39	перед нами	3	5
40	той или	4	5
41	в своей	3	5
42	так и	10	5
43	столь же	3	5
44	и на	5	5
45	точки зрения	17	5
46	слова в	8	4
47	с его	8	4
48	о чем	2	4
49	никогда не	7	4
50	или иной	5	4
51	все же	5	4
52	для него	9	4
53	но не	2	4
54	же время	8	4
55	прежде всего	7	4
56	еще не	3	4
57	к нему	5	4
58	в ней	3	4
59	и тем	4	4
60	в нем	11	4
61	по себе	3	4
62	того что	4	4
63	того чтобы	6	4
64	в речи	2	4
65	чужого слова	13	4
66	однако и	2	4
67	в то	8	4
68	о том	3	4
69	одна из	7	4
70	не существует	3	3
71	но они	2	3
72	что в	2	3
73	в следующей	2	3
74	в нашем	2	3
75	в своем	2	3
76	это не	4	3
77	в жизни	2	3
78	что он	4	3
79	сводится к	2	3
80	у нас	3	3
81	и как	6	3
82	в начале	2	3
83	самом деле	9	3
84	но как	2	3
85	для того	6	3
86	и о	2	3
87	но для	2	3
88	он не	3	3
89	не является	8	3
90	отношению к	8	3
91	по отношению	8	3
92	не было	3	3
93	именно в	2	3
94	лишь в	14	3
95	в слове	4	3
96	мы не	2	3
97	и то	3	3
98	и с	2	3
99	и ее	4	3
100	и все	6	3
101	между тем	6	3
102	по мере	4	2
103	отнюдь не	8	2
104	в зависимости	2	2
105	в этих	3	2
106	его и	3	2
107	установкой на	2	2
108	язык как	6	2
109	в сущности	14	2
110	в свою	6	2
111	на то	4	2
112	к его	2	2
113	как мы	15	2
114	глава третья	2	2
115	как если	4	2
116	да и	3	2
117	и того	5	2
118	зависимости от	2	2
119	свою очередь	5	2
120	между ними	2	2
121	одно и	3	2
122	до конца	2	2
123	до сих	3	2
124	в пределах	10	2
125	они могут	2	2
126	и самого	2	2
127	и является	2	2
128	всяком случае	2	2
129	не имеет	3	2
130	хотя бы	6	2
131	себя в	2	2
132	не будет	3	2
133	вместе с	2	2
134	быть и	6	2
135	значения и	3	2
136	сих пор	3	2
137	в форме	5	2
138	только на	4	2
139	и тогда	2	2
140	только что	3	2
141	в отличие	3	2
142	в связи	7	2
143	в особенности	2	2
144	и чужого	2	2
145	в той	5	2
146	высказывания в	7	2
147	что не	2	2
148	тем же	4	2
149	и даже	2	2
150	с другой	3	2
151	и для	7	2
152	друг друга	2	2
153	отличие от	3	2
154	в таком	7	2
155	ничего не	4	2
156	с ними	4	2
157	сказать что	4	2
158	во всяком	3	2
159	мы можем	6	2
160	и от	3	2
161	он и	2	2
162	связи с	13	2
163	же самое	6	2
164	так сказать	14	2
165	это было	2	2
