N	2gram	Potebnia_M_1	FransuaR
1	и в	39	41
2	то есть	42	20
3	таким образом	13	19
4	в этом	15	15
5	и все	3	14
6	как и	9	14
7	в этой	3	13
8	то же	6	13
9	в его	5	12
10	прежде всего	4	11
11	в том	26	11
12	как мы	2	11
13	в себе	13	11
14	никто не	3	10
15	так и	13	10
16	в то	4	10
17	и его	5	9
18	не в	15	9
19	же время	4	9
20	но и	20	9
21	в своем	3	9
22	что в	22	9
23	и от	3	8
24	то что	10	8
25	но в	9	8
26	в них	3	7
27	вовсе не	5	7
28	как бы	6	7
29	в нем	20	7
30	и не	18	7
31	все они	2	6
32	это не	7	6
33	мы видим	4	6
34	есть в	2	6
35	для него	4	6
36	только в	25	6
37	о том	2	6
38	не только	21	5
39	в ней	7	5
40	вместе с	8	5
41	что и	6	5
42	мы видели	4	5
43	как в	10	5
44	того как	6	5
45	а в	5	5
46	и для	5	5
47	так же	5	5
48	точки зрения	8	5
49	и это	3	5
50	потому что	52	5
51	что это	3	4
52	хотя и	3	4
53	из одного	3	4
54	но он	2	4
55	том что	16	4
56	но все	2	4
57	все что	2	4
58	слов и	4	4
59	было бы	12	4
60	в сущности	2	4
61	может быть	27	4
62	он не	3	4
63	в виду	2	4
64	влияние на	2	4
65	должно быть	7	4
66	в более	4	4
67	и с	3	4
68	и есть	2	3
69	того же	3	3
70	в одном	8	3
71	и потому	5	3
72	его к	2	3
73	в мире	3	3
74	но это	5	3
75	в человеческом	2	3
76	по этому	2	3
77	свою очередь	4	3
78	в своей	3	3
79	в свою	4	3
80	при этом	6	3
81	несмотря на	5	3
82	все то	2	3
83	и их	3	3
84	таким же	2	3
85	лица и	2	3
86	с ее	2	3
87	проявляется в	2	3
88	жизни и	2	3
89	во всех	5	3
90	в их	2	3
91	не может	22	3
92	не было	4	3
93	тем самым	4	3
94	с точки	3	3
95	не имеет	5	3
96	и по	6	3
97	той же	3	3
98	тем что	9	3
99	так сказать	2	3
100	так как	21	3
101	что все	3	2
102	в человеке	10	2
103	ни было	2	2
104	никогда не	4	2
105	в этих	7	2
106	и во	3	2
107	с этим	7	2
108	том и	2	2
109	переходим к	2	2
110	есть не	2	2
111	о котором	3	2
112	к тому	4	2
113	следовательно и	2	2
114	отношению к	13	2
115	связанное с	2	2
116	и как	6	2
117	оно и	3	2
118	еще не	6	2
119	того что	8	2
120	и может	2	2
121	между явлениями	2	2
122	мы в	2	2
123	одного из	2	2
124	значительной степени	2	2
125	оно не	3	2
126	которое он	2	2
127	в состоянии	3	2
128	не есть	10	2
129	же в	2	2
130	образом и	2	2
131	и всегда	2	2
132	по отношению	13	2
133	в разных	2	2
134	в течение	2	2
135	еще более	2	2
136	и других	4	2
137	только на	3	2
138	не мог	3	2
139	для всех	5	2
140	а не	21	2
141	с самого	3	2
142	а только	4	2
143	уже не	2	2
144	но без	2	2
145	мы не	10	2
146	или в	2	2
147	и то	3	2
148	во всяком	3	2
149	в словах	3	2
150	к новому	2	2
151	явлений и	3	2
152	дело в	2	2
153	бы в	4	2
154	в которой	2	2
155	с ним	3	2
156	том как	3	2
