N	3gram	Bakhtin_Pr_1	Problemy
1	с точки зрения	15	8
2	в большинстве случаев	2	8
3	до сих пор	2	7
4	то же время	7	5
5	по отношению к	11	5
6	то перед нами	2	5
7	в то же	7	5
8	в самом деле	2	4
9	в отличие от	2	4
10	и не может	2	4
11	как бы в	2	4
12	не может быть	3	4
13	друг с другом	3	4
14	можно было бы	3	3
15	с другой стороны	2	3
16	о себе самом	6	3
17	но в то	2	3
18	в произведениях достоевского	2	3
19	в творчестве достоевского	4	2
20	в то время	2	2
21	из одного куска	2	2
22	том что он	4	2
23	в этом смысле	9	2
24	себе еще не	2	2
25	в романах достоевского	6	2
26	в конце концов	4	2
27	нам кажется что	2	2
28	человека в человеке	3	2
29	в одной плоскости	3	2
30	с их мирами	4	2
31	по себе еще	2	2
32	как нам кажется	2	2
