N	2gram	Tiupa_Anal_3	Literetu
1	и не	12	22
2	тогда как	20	17
3	и в	18	16
4	в мире	5	16
5	при этом	11	15
6	не только	22	14
7	но и	13	14
8	в этом	14	14
9	а не	9	12
10	то что	2	12
11	может быть	9	12
12	в том	9	12
13	в частности	12	11
14	не в	6	10
15	такого рода	5	10
16	своего рода	8	10
17	я и	3	10
18	то же	3	9
19	так и	14	9
20	в то	3	9
21	в жизни	2	8
22	том что	12	8
23	не может	2	8
24	в этой	6	8
25	как бы	10	8
26	в противовес	2	7
27	же время	3	7
28	себя в	4	7
29	со стороны	9	7
30	тем самым	4	7
31	точки зрения	3	7
32	я в	5	7
33	только в	2	7
34	с его	8	6
35	состоит в	4	6
36	с другой	7	6
37	произведение искусства	4	6
38	к тому	6	6
39	эстетического объекта	2	6
40	еще не	6	6
41	в его	7	6
42	и т.п	5	6
43	и его	13	6
44	в себе	2	6
45	о том	6	6
46	в качестве	12	5
47	это не	2	5
48	в году	3	5
49	что он	4	5
50	в ее	3	5
51	тому же	3	5
52	субъекта и	2	5
53	как и	14	5
54	лишь в	5	5
55	в целом	3	5
56	вместе с	2	5
57	как в	3	5
58	в отличие	2	5
59	а в	10	5
60	этом отношении	3	5
61	именно в	3	5
62	всего лишь	8	5
63	коммуникативного события	11	5
64	то есть	10	5
65	отличие от	2	5
66	но не	7	4
67	в рамках	3	4
68	никогда не	5	4
69	однако в	5	4
70	даже в	2	4
71	одной стороны	2	4
72	в начале	6	4
73	и для	2	4
74	хотя и	2	4
75	отношению к	7	4
76	данном случае	3	4
77	в тексте	9	4
78	по отношению	7	4
79	входит в	2	4
80	с одной	2	4
81	а также	2	4
82	в данном	4	4
83	в одном	4	4
84	личности в	3	3
85	отнюдь не	4	3
86	прежде всего	5	3
87	восходящая к	3	3
88	в романе	2	3
89	в соответствии	2	3
90	и как	4	3
91	то в	2	3
92	о чем	4	3
93	совершенно не	2	3
94	например в	2	3
95	и к	4	3
96	на его	2	3
97	в самом	5	3
98	и а	4	3
99	в слове	5	3
100	я с	2	3
101	с ее	3	3
102	бы и	2	3
103	себе самому	2	3
104	уже не	5	3
105	самом деле	2	3
106	говоря словами	2	3
107	с точки	2	3
108	той же	5	3
109	в глазах	2	3
110	тому как	2	3
111	не случайно	8	3
112	обратим внимание	2	3
113	по своей	2	3
114	там где	2	3
115	едва ли	3	3
116	как это	3	3
117	отношения к	2	3
118	но в	2	3
119	между тем	5	3
120	в противоположность	2	2
121	что в	9	2
122	не менее	4	2
123	все они	2	2
124	читателя и	2	2
125	в случае	5	2
126	не как	2	2
127	в конце	5	2
128	к этому	3	2
129	не всегда	3	2
130	по себе	4	2
131	этого текста	4	2
132	или иной	5	2
133	в нем	2	2
134	и ее	2	2
135	же в	2	2
136	того же	5	2
137	во втором	4	2
138	в свою	5	2
139	для него	6	2
140	можно сказать	4	2
141	было бы	3	2
142	и сам	4	2
143	со всеми	2	2
144	что не	3	2
145	в первой	8	2
146	несмотря на	2	2
147	во всех	2	2
148	вплоть до	2	2
149	той или	3	2
150	к жизни	3	2
151	один из	2	2
152	не с	2	2
153	что и	5	2
154	все же	4	2
155	во второй	7	2
156	когда он	2	2
157	внимание на	4	2
158	как раз	7	2
159	а и	4	2
160	еще и	3	2
161	но с	2	2
162	и вот	2	2
163	о которой	2	2
164	в принципе	2	2
165	другой стороны	5	2
166	и даже	8	2
167	и на	4	2
168	эстетического отношения	3	2
169	тем что	2	2
170	следует признать	3	2
171	подобно тому	3	2
172	далеко не	4	2
173	на себя	2	2
174	он и	3	2
175	представляет собой	5	2
176	могли бы	2	2
177	его в	3	2
178	в первом	2	2
179	и потому	2	2
180	здесь не	3	2
181	в глубине	2	2
182	мира и	2	2
183	лишь на	3	2
