N	2gram	Tiupa_Teor_1	Problema
1	и в	18	44
2	вовсе не	3	37
3	и не	13	35
4	то есть	12	34
5	может быть	17	28
6	потому что	3	25
7	то что	3	23
8	в том	16	21
9	только в	6	19
10	а не	9	18
11	в этом	8	17
12	сказать что	3	16
13	если мы	2	16
14	и даже	2	14
15	художественного произведения	4	14
16	не только	16	14
17	и то	2	14
18	не в	7	13
19	то же	7	13
20	но в	9	12
21	том что	9	12
22	не является	4	11
23	не менее	4	10
24	но и	9	10
25	в виду	5	10
26	отнюдь не	3	10
27	у нас	2	10
28	как и	4	10
29	тем не	3	10
30	так и	10	10
31	это не	2	9
32	и тем	3	9
33	в нем	4	9
34	как бы	5	9
35	в то	6	9
36	в его	6	9
37	что и	2	9
38	в данном	8	9
39	и это	2	9
40	таким образом	3	9
41	перед нами	2	8
42	что в	9	8
43	или иной	4	8
44	ни в	2	8
45	а именно	2	8
46	того что	4	8
47	он не	3	8
48	как раз	2	8
49	в себе	9	8
50	с другой	7	7
51	данном случае	5	7
52	не может	4	7
53	уже не	4	7
54	все эти	2	7
55	и что	3	7
56	и потому	2	7
57	никогда не	4	6
58	можно сказать	3	6
59	в целом	3	6
60	такого рода	8	6
61	того или	3	6
62	и к	3	6
63	в нашем	4	5
64	или даже	4	5
65	в конце	2	5
66	а только	3	5
67	хотя и	3	5
68	другой стороны	5	5
69	все это	2	5
70	в своем	4	5
71	а в	13	5
72	точки зрения	9	5
73	и здесь	2	5
74	еще не	4	5
75	за пределы	2	5
76	и о	4	5
77	тех или	3	5
78	в своей	6	5
79	как в	5	5
80	так же	2	5
81	тем самым	4	5
82	и его	8	5
83	этого слова	3	5
84	тому что	2	4
85	при этом	12	4
86	и притом	2	4
87	отличается от	2	4
88	заключается в	2	4
89	и является	2	4
90	в искусстве	6	4
91	могли бы	2	4
92	или иных	3	4
93	мы в	2	4
94	а также	6	4
95	в ее	5	4
96	или в	3	4
97	дело в	2	4
98	и другие	2	3
99	прежде всего	2	3
100	к тому	2	3
101	и как	2	3
102	в этой	3	3
103	для него	2	3
104	случае не	2	3
105	в самом	4	3
106	отношения к	2	3
107	и больше	2	3
108	языкового знака	2	3
109	его в	2	3
110	в порядке	3	3
111	ни к	3	3
112	если бы	3	3
113	или иного	3	3
114	об этом	2	3
115	говорить о	3	3
116	то в	2	3
117	но не	9	3
118	в качестве	24	3
119	в художественном	3	3
120	однако если	2	3
121	художественности и	2	3
122	быть и	2	3
123	в той	2	3
124	отличие от	6	3
125	с другими	5	3
126	и ее	3	3
127	как будто	2	3
128	есть в	2	3
129	именно в	3	2
130	в частности	16	2
131	в этих	3	2
132	в отношении	3	2
133	того же	3	2
134	никто не	2	2
135	от себя	3	2
136	в контексте	3	2
137	однако в	7	2
138	его внешней	2	2
139	с ее	3	2
140	в их	2	2
141	с одной	2	2
142	и по	2	2
143	о ней	2	2
144	в основе	3	2
145	как это	8	2
146	мы имеем	7	2
147	в самой	2	2
148	знака к	5	2
149	таких случаях	2	2
150	в стихотворении	4	2
151	это тоже	2	2
152	по своему	2	2
153	с их	2	2
154	в слове	3	2
155	дело не	2	2
156	и особенно	2	2
157	себя в	6	2
158	вместе с	2	2
159	слова как	3	2
160	в отличие	6	2
161	а с	3	2
162	который в	2	2
163	и для	2	2
164	с точки	3	2
165	могут быть	4	2
166	определенным образом	2	2
167	значение знака	2	2
168	в другом	3	2
169	жизни но	2	2
170	в которой	2	2
171	это было	2	2
