N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	65
2	то есть	10	45
3	и др	5	24
4	как бы	10	22
5	и не	9	22
6	вовсе не	13	18
7	и т.п	2	17
8	в сущности	2	16
9	в том	10	16
10	в этом	22	15
11	но в	10	14
12	в нем	5	13
13	мы уже	9	12
14	прежде всего	14	11
15	тела в	4	11
16	и на	7	11
17	том числе	3	10
18	и его	12	10
19	и потому	2	10
20	не только	11	10
21	но и	9	10
22	так и	7	10
23	у рабле	18	10
24	все эти	5	10
25	в эпоху	4	9
26	в его	8	9
27	во всех	11	9
28	все это	6	9
29	по своему	2	8
30	в своем	5	8
31	в основе	6	8
32	в духе	2	8
33	всех этих	7	8
34	в дальнейшем	5	8
35	здесь в	6	8
36	и другие	3	8
37	и даже	3	8
38	рабле в	11	7
39	его в	6	7
40	числе и	2	7
41	в гротескном	3	7
42	уже говорили	4	7
43	жизни и	8	7
44	влияние на	2	7
45	точки зрения	10	7
46	только в	11	7
47	никогда не	6	6
48	не знает	2	6
49	том что	4	6
50	все же	6	6
51	как мы	6	6
52	еще не	6	6
53	при этом	6	6
54	может быть	7	6
55	века и	2	6
56	в отношении	2	6
57	и у	5	6
58	тела и	5	6
59	в литературе	2	6
60	они были	2	6
61	так как	6	6
62	в одном	7	5
63	в частности	5	5
64	еще более	4	5
65	жизни в	4	5
66	в них	7	5
67	почти вовсе	2	5
68	этих форм	5	5
69	потому что	8	5
70	на протяжении	3	5
71	или иной	2	5
72	рядом с	2	5
73	для него	3	5
74	и пр	2	5
75	как в	4	5
76	как и	8	5
77	в той	2	5
78	рабле и	5	5
79	и все	6	5
80	в средние	3	4
81	связи с	8	4
82	средние века	3	4
83	эпохи возрождения	3	4
84	и к	2	4
85	не в	9	4
86	в этой	2	4
87	отношение к	3	4
88	из них	8	4
89	и до	2	4
90	сих пор	2	4
91	до сих	2	4
92	в их	3	4
93	мира и	9	4
94	между ними	2	4
95	во время	10	4
96	так сказать	7	4
97	мы будем	3	3
98	что в	5	3
99	перестает быть	2	3
100	не является	3	3
101	на котором	2	3
102	это не	2	3
103	и во	6	3
104	рабле не	5	3
105	эти формы	2	3
106	гротескного образа	2	3
107	с рождением	2	3
108	что он	3	3
109	но это	2	3
110	в самой	2	3
111	пародия на	2	3
112	не были	2	3
113	картине мира	2	3
114	в ряду	4	3
115	уже сказали	3	3
116	всего существующего	2	3
117	с точки	8	3
118	то что	7	3
119	и их	4	3
120	на землю	2	3
121	и прежде	3	3
122	не может	2	3
123	мир в	4	3
124	этом отношении	2	3
125	смеха и	2	3
126	и других	2	3
127	в себя	2	3
128	в форме	3	3
129	во франции	2	3
130	уже не	3	3
131	жизни как	2	3
132	с другой	2	3
133	в себе	4	3
134	самой жизни	3	3
135	далеко не	2	3
136	эпоху возрождения	3	3
137	весь мир	3	3
138	с ним	4	3
139	и с	6	3
140	в виду	3	3
141	мира в	3	3
142	романе рабле	5	2
143	но не	5	2
144	к тому	3	2
145	всякого гротеска	2	2
146	и от	2	2
147	из этих	4	2
148	смерть здесь	2	2
149	значение и	4	2
150	можно сказать	2	2
151	и так	2	2
152	новое и	3	2
153	же в	4	2
154	протяжении всего	2	2
155	он был	2	2
156	а затем	3	2
157	в романе	13	2
158	мы видим	2	2
159	литературы в	2	2
160	человеческого тела	12	2
161	кроме того	3	2
162	до конца	2	2
163	в это	3	2
164	и он	4	2
165	наряду с	2	2
166	хотя и	3	2
167	он не	5	2
168	в основном	8	2
169	нет и	3	2
170	и для	9	2
171	веселый и	4	2
172	в большинстве	3	2
173	в некоторых	2	2
174	в эпизоде	7	2
175	этих образов	2	2
176	смерти и	4	2
177	отношения к	4	2
178	особенно в	2	2
179	вовсе нет	2	2
180	с одной	2	2
181	не для	2	2
182	себе самому	3	2
183	и вот	2	2
184	но эта	2	2
185	того что	3	2
186	в заключение	2	2
187	и наконец	6	2
188	и по	3	2
189	роль в	3	2
190	к себе	4	2
191	их в	4	2
192	он так	2	2
193	в этих	3	2
194	и самый	2	2
195	могут быть	2	2
196	и почти	2	2
197	этот мир	2	2
198	о том	4	2
199	жизни но	2	2
200	и это	2	2
201	в особенности	6	2
202	большинстве случаев	3	2
203	здесь еще	3	2
204	исторического времени	3	2
205	еды питья	2	2
206	положительный полюс	2	2
