N	2gram	Vinokur_St_2	Myslijsy
1	потому что	9	33
2	то что	11	29
3	может быть	2	26
4	таким образом	10	24
5	в том	27	23
6	и в	29	23
7	в этом	21	23
8	и не	9	18
9	что в	19	17
10	в языке	5	16
11	при этом	2	15
12	только в	2	15
13	как и	2	14
14	в себе	2	14
15	то же	2	14
16	того что	5	14
17	так как	2	14
18	если бы	2	13
19	том что	27	12
20	не было	3	12
21	а не	5	12
22	по себе	3	11
23	что я	2	11
24	но и	19	11
25	не в	4	11
26	не может	2	11
27	и потому	2	10
28	не только	19	10
29	тем что	3	10
30	между тем	5	9
31	в своем	9	8
32	было бы	5	8
33	сказать что	2	8
34	о том	17	8
35	но в	8	8
36	с тем	7	7
37	что это	3	7
38	на то	2	7
39	в нем	4	7
40	что и	2	7
41	и что	6	7
42	очевидно что	2	7
43	вовсе не	6	7
44	и т	9	7
45	как в	3	7
46	с этим	3	7
47	что такое	2	7
48	поэзии и	2	7
49	и к	4	6
50	для того	7	6
51	вместе с	7	6
52	того как	7	6
53	в которой	11	6
54	так и	9	6
55	так что	3	5
56	для него	4	5
57	хотя и	4	5
58	в его	13	5
59	как бы	5	5
60	все это	11	5
61	не менее	3	5
62	внимание на	4	5
63	во всяком	3	5
64	не имеет	2	5
65	не то	3	5
66	на вопрос	3	4
67	и более	2	4
68	что он	13	4
69	тем не	2	4
70	тогда как	2	4
71	до сих	6	4
72	по поводу	8	4
73	в одном	6	4
74	если б	4	4
75	и о	4	4
76	в котором	7	4
77	сих пор	5	4
78	в истории	2	4
79	в той	5	4
80	только потому	2	4
81	того чтобы	6	4
82	хотя бы	3	4
83	так же	3	4
84	точки зрения	5	4
85	в каком	2	4
86	в данном	2	4
87	т п	3	4
88	в то	2	4
89	его в	2	4
90	и с	4	4
91	это слово	3	4
92	при помощи	4	3
93	до того	4	3
94	только не	2	3
95	никогда не	3	3
96	связи с	4	3
97	в этих	3	3
98	давно уже	3	3
99	в них	2	3
100	с нею	3	3
101	именно в	4	3
102	но это	3	3
103	кроме того	4	3
104	к тому	10	3
105	например в	3	3
106	на его	2	3
107	в самом	7	3
108	между прочим	12	3
109	в виду	7	3
110	всяком случае	3	3
111	в процессе	2	3
112	со стороны	2	3
113	только что	2	3
114	т д	6	3
115	все эти	2	3
116	что у	4	3
117	на самом	3	3
118	самом деле	3	3
119	в речи	4	3
120	и по	3	3
121	еще до	4	3
122	и на	6	3
123	этот вопрос	2	3
124	с точки	2	3
125	там где	2	3
126	на нее	3	3
127	в значении	4	3
128	во время	2	2
129	я не	7	2
130	самого начала	3	2
131	с и	2	2
132	том же	2	2
133	похоже на	3	2
134	и как	2	2
135	или лучше	2	2
136	из нее	3	2
137	тому что	7	2
138	сами по	2	2
139	с другой	4	2
140	оно не	3	2
141	место из	2	2
142	языка в	2	2
143	в образе	3	2
144	и я	2	2
145	а как	4	2
146	вопрос о	6	2
147	что на	3	2
148	и здесь	3	2
149	в ее	2	2
150	судить по	2	2
151	у нас	3	2
152	такое же	2	2
153	об этом	6	2
154	только о	2	2
155	по своему	2	2
156	после того	4	2
157	в это	2	2
158	значительной степени	2	2
159	обратить внимание	5	2
160	в ней	7	2
161	он не	9	2
162	и др	2	2
163	даже в	2	2
164	и это	2	2
165	отношений между	3	2
166	к первому	2	2
167	например что	2	2
168	относятся к	3	2
169	в течение	6	2
170	еще более	4	2
171	дело не	2	2
172	на этот	2	2
173	и даже	3	2
174	и его	6	2
175	бы ни	2	2
176	том смысле	2	2
177	и вообще	2	2
178	от его	2	2
179	иметь в	3	2
180	одном из	3	2
181	в области	2	2
182	которые не	3	2
183	это было	2	2
