N	2gram	Vinokur_St_1	FransuaR
1	и в	44	41
2	то есть	2	24
3	во всех	8	17
4	таким образом	7	17
5	в нем	5	16
6	и с	3	16
7	и его	8	13
8	но и	10	13
9	в этом	21	12
10	все это	5	11
11	все эти	5	11
12	прежде всего	7	10
13	в самом	7	10
14	не только	18	10
15	так как	5	10
16	то что	18	10
17	во время	3	9
18	и все	2	9
19	о том	17	9
20	никогда не	5	8
21	в сущности	2	8
22	в этой	11	8
23	но в	10	8
24	у него	2	7
25	вовсе не	19	7
26	том что	29	7
27	как бы	4	7
28	как и	9	7
29	что в	30	7
30	в его	9	7
31	что он	10	6
32	например в	8	6
33	в эпоху	2	6
34	также и	9	6
35	сказать что	7	6
36	в то	9	6
37	то же	5	5
38	в ее	4	5
39	так же	5	5
40	же время	4	5
41	а также	2	5
42	из них	8	5
43	так и	9	5
44	в своем	2	5
45	в той	6	5
46	и что	4	5
47	той же	5	5
48	тем что	5	5
49	но он	2	5
50	в себе	2	5
51	там где	5	5
52	что это	4	5
53	подчеркнуть что	2	5
54	уже в	2	4
55	с другой	9	4
56	он был	3	4
57	именно в	6	4
58	у нас	11	4
59	не в	12	4
60	и вообще	3	4
61	одной стороны	2	4
62	в ней	3	4
63	в котором	5	4
64	даже в	3	4
65	все же	8	4
66	не может	8	4
67	с одной	3	4
68	как в	13	4
69	самом деле	11	4
70	того чтобы	11	4
71	и даже	5	4
72	а в	17	4
73	другом месте	2	4
74	конечно и	3	4
75	в результате	3	4
76	в основе	3	4
77	в другом	3	4
78	о котором	2	4
79	того же	3	4
80	во втором	4	3
81	с этой	3	3
82	с этим	3	3
83	но это	6	3
84	есть в	2	3
85	до сих	7	3
86	было бы	17	3
87	и сам	2	3
88	в начале	3	3
89	конечно не	2	3
90	и их	2	3
91	втором случае	2	3
92	жизни и	5	3
93	в первой	12	3
94	сих пор	7	3
95	и для	3	3
96	этом отношении	7	3
97	при этом	2	3
98	и не	16	3
99	того что	9	3
100	что не	3	3
101	к нему	2	3
102	есть только	2	3
103	в данном	14	3
104	только в	10	3
105	в первом	2	3
106	только с	2	3
107	в чем	3	3
108	потому что	6	3
109	этой главы	3	2
110	всех этих	2	2
111	в частности	4	2
112	в этих	2	2
113	для этого	2	2
114	превращается в	2	2
115	и во	2	2
116	в конце	3	2
117	того времени	5	2
118	что все	2	2
119	представление о	4	2
120	для нас	7	2
121	в том	36	2
122	раз в	2	2
123	это и	4	2
124	так что	6	2
125	ведь и	3	2
126	тем более	4	2
127	что они	7	2
128	литературы и	2	2
129	но не	3	2
130	а на	3	2
131	должна быть	3	2
132	со всеми	2	2
133	кажется что	3	2
134	никто не	4	2
135	может быть	15	2
136	за пределы	2	2
137	в своей	6	2
138	нужно сказать	5	2
139	он не	2	2
140	и очень	4	2
141	но если	4	2
142	и потому	2	2
143	должен быть	3	2
144	данном случае	6	2
145	всех трех	2	2
146	а именно	3	2
147	другой стороны	7	2
148	как раз	4	2
149	еще более	4	2
150	как это	4	2
151	но с	3	2
152	мы находим	4	2
153	из того	2	2
154	и сейчас	4	2
155	в истории	3	2
156	лишь в	3	2
157	заключается в	4	2
158	возможно что	3	2
159	а не	16	2
160	и у	2	2
161	с точки	8	2
162	внимание на	3	2
163	и те	2	2
164	на которой	2	2
165	мы не	2	2
166	которая была	2	2
167	и то	5	2
168	их в	2	2
169	между тем	3	2
170	точки зрения	11	2
171	из этих	6	2
172	говорить о	2	2
173	что мы	5	2
174	начиная с	2	2
175	это прежде	2	2
176	отметить что	2	2
177	в области	14	2
178	как о	2	2
179	в новом	4	2
