N	2gram	Bakhtin_Fr_7	Formalny
1	и в	41	24
2	в его	12	23
3	прежде всего	11	22
4	и не	7	20
5	так и	10	18
6	не может	3	16
7	точки зрения	5	16
8	в этом	15	15
9	в нем	7	14
10	может быть	4	14
11	с точки	3	13
12	таким образом	19	13
13	в своем	9	11
14	как и	14	11
15	должно быть	4	11
16	в своей	3	11
17	в их	3	11
18	вовсе не	7	10
19	и ее	2	10
20	и их	3	10
21	то же	13	10
22	в ней	5	10
23	а не	2	10
24	и его	9	10
25	и потому	3	9
26	в процессе	2	9
27	все это	10	9
28	в то	10	9
29	его целом	2	8
30	же время	9	8
31	именно в	2	8
32	в свою	3	8
33	то что	8	8
34	как в	5	8
35	и на	4	8
36	не в	9	8
37	и с	4	8
38	место в	4	7
39	и от	8	7
40	до конца	2	7
41	не только	5	7
42	с ее	3	7
43	жизни и	3	7
44	но и	9	7
45	на самом	2	7
46	и все	14	6
47	и здесь	4	6
48	было бы	4	6
49	в том	11	6
50	в этой	13	6
51	более или	2	6
52	свою очередь	3	6
53	еще не	2	6
54	как бы	7	6
55	или менее	2	6
56	а в	5	6
57	все эти	13	6
58	должен быть	2	5
59	в литературе	2	5
60	при этом	3	5
61	только на	2	5
62	и др	2	5
63	во всех	3	5
64	и до	6	5
65	как мы	11	5
66	того что	2	5
67	но в	8	5
68	с его	2	4
69	никогда не	2	4
70	и к	5	4
71	в мире	3	4
72	учение о	2	4
73	и может	2	4
74	оно не	2	4
75	отношению к	2	4
76	так же	5	4
77	по отношению	2	4
78	в формах	3	4
79	в связи	2	4
80	что в	9	4
81	в которой	2	4
82	во всяком	2	4
83	как о	3	4
84	в отношении	3	3
85	в них	7	3
86	направление в	2	3
87	что он	3	3
88	с помощью	6	3
89	к тому	2	3
90	его как	2	3
91	для него	6	3
92	и как	2	3
93	но это	3	3
94	в большинстве	2	3
95	со всеми	2	3
96	он не	4	3
97	же в	2	3
98	отношение к	2	3
99	время в	2	3
100	всего в	5	3
101	влияние на	4	3
102	в особенности	2	3
103	особенно в	2	3
104	не было	3	3
105	и других	2	3
106	мы не	2	3
107	тем самым	3	3
108	и наконец	4	3
109	его в	3	3
110	целый ряд	4	3
111	у них	2	3
112	жизнь и	2	3
113	ничем не	3	3
114	в себе	11	3
115	так сказать	3	3
116	бы в	2	3
117	в области	2	3
118	и со	2	2
119	в лице	2	2
120	это не	6	2
121	с этим	2	2
122	для нашего	2	2
123	в одном	3	2
124	с начала	2	2
125	в году	5	2
126	на всю	2	2
127	а только	2	2
128	таким же	3	2
129	все время	2	2
130	ни было	2	2
131	ни в	6	2
132	нас не	2	2
133	уже не	2	2
134	по существу	8	2
135	мы видели	5	2
136	но все	4	2
137	одна из	4	2
138	только в	6	2
139	но есть	3	2
140	одной из	2	2
141	этот образ	2	2
142	точка зрения	2	2
143	что и	5	2
144	не есть	2	2
145	начала и	2	2
146	и судьба	2	2
147	места в	2	2
148	вместе с	5	2
149	во всей	2	2
150	не на	3	2
151	всего этого	2	2
152	и вот	2	2
153	бы оно	2	2
154	для этой	3	2
155	и те	3	2
156	следовательно и	2	2
157	в результате	2	2
158	от этого	3	2
159	к новому	2	2
160	ничего не	4	2
161	и это	5	2
162	большинстве случаев	2	2
163	с ним	2	2
164	мира в	4	2
165	оно было	2	2
