N	2gram	Losev_Prob_5	VLabPisa
1	таким образом	13	27
2	в этом	17	26
3	и в	30	25
4	не только	18	22
5	может быть	7	21
6	хотя бы	2	20
7	и не	12	19
8	художественного творчества	8	18
9	не может	5	17
10	в его	12	15
11	прежде всего	6	13
12	в том	12	13
13	в частности	4	12
14	с другой	6	11
15	в силу	5	11
16	из них	2	11
17	не могут	2	10
18	представляет собою	2	10
19	в качестве	4	10
20	о том	12	10
21	по этому	2	9
22	к этому	2	9
23	об этом	4	9
24	что в	5	9
25	но и	13	9
26	то же	2	9
27	по словам	2	8
28	все эти	2	8
29	в своем	11	8
30	другой стороны	6	8
31	в году	5	7
32	же в	3	7
33	как и	7	7
34	том что	17	7
35	было бы	4	7
36	говорит о	7	7
37	отношению к	2	7
38	вместе с	7	7
39	он пишет	2	7
40	по отношению	2	7
41	этому поводу	2	7
42	а не	5	7
43	у него	11	6
44	это не	2	6
45	в себе	4	6
46	то что	18	6
47	художественное творчество	5	6
48	в нем	6	6
49	так и	7	6
50	и его	6	6
51	между тем	2	6
52	в то	4	6
53	в результате	7	5
54	все же	9	5
55	связи с	7	5
56	как бы	6	5
57	один из	2	5
58	сказать что	9	5
59	только в	9	5
60	не в	7	5
61	он говорит	2	5
62	к тому	2	4
63	никогда не	7	4
64	равно как	2	4
65	в одном	3	4
66	что он	7	4
67	можно сказать	6	4
68	в ее	3	4
69	в своей	22	4
70	в нашей	2	4
71	в самом	5	4
72	когда он	2	4
73	как раз	5	4
74	в них	2	4
75	в связи	7	4
76	в этой	10	4
77	в противоположность	3	3
78	и к	4	3
79	с тем	5	3
80	и как	6	3
81	даже и	4	3
82	в конце	8	3
83	человека и	4	3
84	у нас	7	3
85	по существу	2	3
86	не столь	3	3
87	что они	3	3
88	как о	4	3
89	или в	4	3
90	по поводу	2	3
91	что не	2	3
92	вслед за	2	3
93	значительной мере	2	3
94	далеко не	4	3
95	и он	4	3
96	в виду	3	3
97	в котором	2	3
98	его в	6	3
99	что и	6	3
100	жизни и	2	3
101	и их	5	3
102	ее в	2	3
103	именно в	3	3
104	в значительной	2	3
105	того что	3	3
106	при всем	2	3
107	так же	5	3
108	его не	2	3
109	разума и	2	3
110	никак не	8	3
111	точки зрения	10	3
112	не менее	5	2
113	том числе	2	2
114	в стихотворении	14	2
115	он сам	3	2
116	но даже	4	2
117	мира и	2	2
118	по крайней	4	2
119	не всегда	3	2
120	вовсе не	8	2
121	по себе	2	2
122	от них	2	2
123	в целях	2	2
124	крайней мере	4	2
125	что его	3	2
126	ли не	2	2
127	до сих	2	2
128	но не	7	2
129	но для	2	2
130	смысле слова	3	2
131	еще не	3	2
132	одной стороны	3	2
133	в большей	2	2
134	для того	3	2
135	он и	5	2
136	о своем	2	2
137	мы имеем	2	2
138	в науке	2	2
139	в ней	3	2
140	конце концов	6	2
141	и даже	14	2
142	всяком случае	2	2
143	отнюдь не	4	2
144	при помощи	6	2
145	сих пор	2	2
146	и дальше	2	2
147	до нас	7	2
148	вообще и	2	2
149	бы не	3	2
150	а в	6	2
151	еще и	4	2
152	с одной	3	2
153	того чтобы	2	2
154	и для	6	2
155	по его	2	2
156	можно было	2	2
157	также и	12	2
158	результате чего	2	2
159	во всяком	2	2
160	хотя и	8	2
161	он в	3	2
162	он не	3	2
163	и просто	2	2
164	они не	2	2
165	в другом	3	2
166	будто бы	5	2
167	в чем	2	2
168	в которой	5	2
169	в области	2	2
170	тогда когда	4	2
171	но в	9	2
