N	2gram	Bakhtin_Fr_2	Vvedenie
1	и в	49	32
2	в том	3	31
3	в этом	15	30
4	может быть	5	26
5	том что	4	26
6	не только	17	22
7	того чтобы	2	20
8	таким образом	7	19
9	также и	3	18
10	то что	6	16
11	так как	6	15
12	не может	7	14
13	в самом	3	13
14	в нем	9	13
15	о том	3	13
16	в их	2	12
17	и не	15	12
18	как на	4	12
19	в его	18	12
20	только в	13	12
21	как мы	7	11
22	в ее	3	11
23	что в	2	10
24	но в	4	9
25	в истории	6	9
26	то же	7	9
27	с другой	4	8
28	именно в	6	8
29	прежде всего	19	7
30	в большей	3	7
31	точки зрения	6	7
32	но не	5	7
33	было бы	3	7
34	все же	7	7
35	можно было	3	7
36	из этих	5	6
37	до сих	4	6
38	же время	6	6
39	один из	7	6
40	но и	13	6
41	все это	9	6
42	и даже	2	6
43	в то	6	6
44	вовсе не	10	6
45	как и	11	6
46	в качестве	2	6
47	сих пор	4	6
48	и его	17	6
49	тем что	4	6
50	и это	3	6
51	уже в	5	5
52	так например	2	5
53	как бы	11	5
54	другой стороны	3	5
55	одним из	2	5
56	с их	6	5
57	сказать что	6	5
58	в них	13	5
59	в г	3	5
60	вместе с	2	5
61	в течение	3	5
62	могут быть	2	5
63	связана с	3	4
64	времени и	6	4
65	одной стороны	3	4
66	о чем	3	4
67	всяком случае	2	4
68	этот процесс	4	4
69	в особенности	5	4
70	этом отношении	3	4
71	с одной	3	4
72	а в	4	4
73	даже и	2	4
74	видит в	3	4
75	должен был	2	4
76	сравнению с	2	4
77	что он	3	4
78	еще не	2	4
79	по сравнению	2	4
80	в своей	5	4
81	во всяком	2	4
82	в себе	4	4
83	и т.д	2	4
84	только с	3	4
85	в этих	4	3
86	понятно что	2	3
87	или меньшей	3	3
88	в конце	2	3
89	в собственном	3	3
90	можно сказать	2	3
91	да и	3	3
92	в известной	4	3
93	но все	4	3
94	в этой	10	3
95	большей или	3	3
96	до конца	2	3
97	при этом	5	3
98	такого рода	2	3
99	хотя и	2	3
100	в ней	2	3
101	в виду	3	3
102	из наиболее	2	3
103	к нему	3	3
104	мы видели	3	3
105	на этой	2	3
106	отношение к	8	3
107	из них	3	3
108	до нас	8	3
109	в своем	5	3
110	все эти	7	3
111	и других	3	3
112	и вот	3	3
113	свое время	3	3
114	так же	2	3
115	и на	17	3
116	в начале	5	3
117	и к	4	3
118	связи с	2	3
119	одной из	2	3
120	в одном	3	3
121	в сущности	8	3
122	в свое	4	3
123	собственном смысле	2	3
124	второй половины	2	3
125	и вообще	3	3
126	в области	4	3
127	до наших	2	2
128	и другие	2	2
129	никогда не	5	2
130	в отношении	2	2
131	это в	2	2
132	в дальнейшем	2	2
133	но это	2	2
134	литературы в	2	2
135	несмотря на	3	2
136	наших дней	2	2
137	и др	9	2
138	значение в	4	2
139	в форме	4	2
140	в связи	2	2
141	не было	4	2
142	именно на	2	2
143	рядом с	6	2
144	и с	6	2
145	нуждается в	2	2
146	так и	6	2
147	художественной литературы	2	2
148	для них	2	2
149	и со	3	2
150	средних веков	2	2
151	по существу	2	2
152	литературы и	2	2
153	учение о	2	2
154	во всех	6	2
155	известной мере	3	2
156	мы должны	2	2
157	жизни и	7	2
158	мы уже	6	2
159	себе и	2	2
160	свое значение	2	2
161	и до	4	2
162	вряд ли	2	2
163	того как	2	2
164	в значительной	3	2
165	с полной	3	2
166	с точки	5	2
167	другом месте	2	2
168	тому как	2	2
169	мы можем	2	2
170	подобно тому	2	2
171	выражение в	5	2
172	еще раз	2	2
173	в другом	2	2
174	на протяжении	7	2
175	целого и	2	2
176	здесь не	2	2
177	она была	4	2
178	одна из	4	2
179	ничего не	2	2
