N	2gram	Propp_Isto_4	FransuaR
1	и в	26	49
2	в его	5	18
3	не только	15	17
4	и его	10	17
5	и на	2	17
6	и не	9	15
7	в этом	7	15
8	только в	3	13
9	но и	12	13
10	во время	7	12
11	как и	7	11
12	как бы	3	11
13	вовсе не	4	10
14	в этой	2	10
15	в средние	2	9
16	все это	2	9
17	и др	5	9
18	в нем	2	9
19	средние века	2	8
20	отношение к	2	8
21	все же	9	7
22	не может	6	7
23	таким образом	10	7
24	то же	8	7
25	все эти	3	7
26	как мы	5	7
27	то что	16	6
28	в истории	2	6
29	мы уже	5	6
30	так и	10	6
31	сказать что	2	6
32	и с	5	6
33	но он	4	6
34	так как	9	6
35	никогда не	2	5
36	в своем	2	5
37	уже в	2	5
38	из этих	3	5
39	но не	5	5
40	при этом	3	5
41	может быть	14	5
42	относится к	3	5
43	в своей	4	5
44	в особенности	2	5
45	и более	3	4
46	с другой	4	4
47	и во	2	4
48	в себе	2	4
49	том что	3	4
50	но все	5	4
51	этот момент	2	4
52	одна из	2	4
53	в этих	7	4
54	сих пор	5	4
55	до сих	5	4
56	в форме	2	4
57	а в	8	4
58	лишь в	2	4
59	в области	2	4
60	тем что	5	4
61	там где	3	4
62	но в	5	4
63	связана с	2	3
64	о чем	3	3
65	превращается в	7	3
66	другими словами	2	3
67	в одном	5	3
68	что он	10	3
69	же в	3	3
70	в том	3	3
71	а затем	3	3
72	во всем	3	3
73	не дает	2	3
74	связанных с	2	3
75	было бы	2	3
76	из них	2	3
77	даже в	4	3
78	мы видели	6	3
79	к этим	2	3
80	ни в	2	3
81	связан с	3	3
82	связь с	12	3
83	другой стороны	4	3
84	на земле	3	3
85	и все	2	3
86	и других	3	3
87	и вот	2	3
88	только с	2	3
89	к нему	6	3
90	так в	4	3
91	их в	7	3
92	о том	4	3
93	содержит в	2	2
94	связи с	3	2
95	что в	14	2
96	могут быть	6	2
97	в качестве	7	2
98	даже и	2	2
99	имеем в	2	2
100	в одну	2	2
101	на то	3	2
102	в тех	4	2
103	по существу	3	2
104	это и	5	2
105	в дальнейшем	6	2
106	но это	3	2
107	что они	6	2
108	есть в	2	2
109	все что	4	2
110	связанные с	3	2
111	по сравнению	3	2
112	так например	2	2
113	ничего не	5	2
114	мы здесь	2	2
115	еще не	6	2
116	и другие	3	2
117	такого рода	2	2
118	видеть в	2	2
119	у него	5	2
120	хотя и	2	2
121	в обряде	2	2
122	и за	2	2
123	вместе с	6	2
124	должен был	3	2
125	в связи	2	2
126	того как	4	2
127	на языке	2	2
128	и даже	4	2
129	дает нам	4	2
130	так же	18	2
131	можно найти	2	2
132	на его	3	2
133	в другом	5	2
134	во все	2	2
135	мы должны	5	2
136	сравнению с	3	2
137	тех же	2	2
138	здесь не	4	2
139	мы можем	6	2
