N	2gram	Vygotskiy__7	VLabPisa
1	таким образом	23	27
2	в этом	29	26
3	и в	26	25
4	не только	24	22
5	может быть	7	21
6	и не	18	19
7	не может	11	17
8	в его	4	15
9	в процессе	5	14
10	прежде всего	7	13
11	в том	18	13
12	этом отношении	3	13
13	все это	3	12
14	как это	5	12
15	с другой	4	11
16	в силу	5	11
17	не могут	4	10
18	в качестве	5	10
19	о том	4	10
20	по этому	4	9
21	к этому	2	9
22	об этом	3	9
23	что в	12	9
24	для него	3	9
25	но и	11	9
26	то же	8	9
27	все эти	6	8
28	на основании	2	8
29	могут быть	2	8
30	из этих	3	7
31	как и	15	7
32	том что	17	7
33	было бы	6	7
34	в конечном	2	7
35	отношению к	5	7
36	во всех	6	7
37	вместе с	12	7
38	по отношению	6	7
39	этому поводу	3	7
40	а не	6	7
41	это не	3	6
42	в себе	9	6
43	это и	4	6
44	то что	24	6
45	том же	2	6
46	в основном	3	6
47	в нем	2	6
48	так и	3	6
49	и его	12	6
50	в то	3	6
51	тому что	9	5
52	конечном счете	2	5
53	все же	6	5
54	и при	2	5
55	как говорит	5	5
56	очевидно что	3	5
57	связи с	4	5
58	и есть	2	5
59	одним из	2	5
60	как бы	6	5
61	один из	2	5
62	в их	2	5
63	приводит к	4	5
64	сказать что	8	5
65	только в	8	5
66	не в	4	5
67	не является	3	5
68	к тому	7	4
69	никогда не	4	4
70	перед нами	2	4
71	в целом	5	4
72	что все	2	4
73	что он	8	4
74	можно сказать	5	4
75	в ее	6	4
76	в своей	3	4
77	в самом	9	4
78	даже в	2	4
79	не удивительно	2	4
80	как раз	3	4
81	показывают что	2	4
82	в этой	3	4
83	и к	7	3
84	во время	2	3
85	и ее	2	3
86	с тем	5	3
87	и от	4	3
88	в конце	4	3
89	момент в	3	3
90	только что	5	3
91	мы знаем	2	3
92	в другую	3	3
93	у нас	2	3
94	мы видели	3	3
95	что они	10	3
96	это мы	2	3
97	или в	2	3
98	с этим	2	3
99	что не	2	3
100	и он	2	3
101	в виду	5	3
102	в котором	4	3
103	нет и	3	3
104	его в	2	3
105	что и	3	3
106	и их	5	3
107	ее в	8	3
108	видно из	2	3
109	именно в	6	3
110	образом в	2	3
111	того что	14	3
112	и по	3	3
113	так же	14	3
114	в слове	11	3
115	в которых	2	3
116	никак не	5	3
117	как на	6	3
118	моментов в	2	3
119	точки зрения	28	3
120	она не	5	3
121	является не	2	3
122	процесса как	2	3
123	бы в	5	3
124	не менее	4	2
125	на вопрос	5	2
126	только не	11	2
127	можно ли	2	2
128	связана с	3	2
129	отличается от	3	2
130	вовсе не	2	2
131	то о	4	2
132	по себе	3	2
133	и заключается	3	2
134	показывает что	2	2
135	стороны и	4	2
136	только о	2	2
137	и весь	2	2
138	что при	2	2
139	о его	3	2
140	что его	2	2
141	а затем	2	2
142	ли не	2	2
143	до сих	3	2
144	и потому	3	2
145	но не	3	2
146	естественно что	3	2
147	но для	2	2
148	и слова	6	2
149	как известно	2	2
150	в пользу	4	2
151	из основных	2	2
152	еще не	4	2
153	одной стороны	5	2
154	же самое	5	2
155	для того	18	2
156	о своем	2	2
157	одной из	4	2
158	если бы	5	2
159	в ней	3	2
160	что она	8	2
161	относится к	2	2
162	если в	4	2
163	что для	2	2
164	этом и	2	2
165	каждой из	3	2
166	не по	4	2
167	плана в	3	2
168	сих пор	3	2
169	во всей	2	2
170	а в	2	2
171	но то	2	2
172	с одной	5	2
173	что оно	4	2
174	но с	2	2
175	этой точки	4	2
176	заключается в	6	2
177	того чтобы	19	2
178	из которых	2	2
179	должны быть	4	2
180	между ними	3	2
181	и для	5	2
182	можно было	2	2
183	с другими	3	2
184	в своих	2	2
185	также и	2	2
186	во всяком	2	2
187	лишь в	2	2
188	он не	3	2
189	к его	2	2
190	ту же	2	2
191	что мы	9	2
192	могут не	2	2
193	которые в	2	2
194	в чем	3	2
195	в которой	11	2
196	в области	4	2
197	же как	8	2
198	тогда когда	5	2
199	в сознании	6	2
200	о чем	4	2
201	но в	4	2
