N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	49
2	прежде всего	9	19
3	в его	12	18
4	не только	10	17
5	и его	5	17
6	и на	4	17
7	и не	12	15
8	в этом	14	15
9	в них	7	13
10	только в	11	13
11	но и	6	13
12	как и	2	11
13	как бы	7	11
14	вовсе не	10	10
15	в этой	3	10
16	все это	6	9
17	в нем	4	9
18	в сущности	3	8
19	все же	12	7
20	один из	4	7
21	не может	7	7
22	таким образом	12	7
23	то же	8	7
24	все эти	6	7
25	именно в	6	6
26	то что	9	6
27	в истории	3	6
28	же время	2	6
29	так и	7	6
30	рядом с	5	6
31	с их	3	6
32	и с	5	6
33	точки зрения	14	6
34	в то	2	6
35	так как	9	6
36	с его	4	5
37	никогда не	2	5
38	в своем	3	5
39	уже в	3	5
40	из этих	4	5
41	но не	5	5
42	при этом	6	5
43	тот же	2	5
44	может быть	13	5
45	и потому	4	5
46	относится к	2	5
47	в своей	2	5
48	в особенности	3	5
49	с точки	9	5
50	роль в	4	5
51	и более	2	4
52	в духе	3	4
53	с другой	7	4
54	в себе	3	4
55	том что	21	4
56	но все	2	4
57	в свое	2	4
58	в этих	4	4
59	сих пор	4	4
60	до сих	4	4
61	не было	3	4
62	а в	5	4
63	лишь в	2	4
64	как на	3	4
65	в области	7	4
66	тем что	8	4
67	там где	4	4
68	с ним	5	4
69	но в	2	4
70	о чем	2	3
71	превращается в	2	3
72	в одном	3	3
73	в собственном	2	3
74	что он	6	3
75	же в	4	3
76	в г	3	3
77	в том	30	3
78	было бы	15	3
79	из них	4	3
80	несмотря на	3	3
81	в самом	10	3
82	свое время	2	3
83	даже в	3	3
84	ни в	2	3
85	другой стороны	6	3
86	этом отношении	5	3
87	и все	2	3
88	можно было	6	3
89	также и	2	3
90	о том	9	3
91	и под	2	3
92	в виду	5	3
93	под влиянием	3	2
94	учение о	4	2
95	связи с	7	2
96	что в	17	2
97	для них	2	2
98	в качестве	7	2
99	что касается	2	2
100	даже и	3	2
101	в смысле	2	2
102	на то	4	2
103	xix века	5	2
104	в тех	4	2
105	можно сказать	3	2
106	и эти	3	2
107	в самой	4	2
108	по существу	4	2
109	это и	4	2
110	лишь как	2	2
111	что они	4	2
112	есть в	4	2
113	так например	2	2
114	связано с	3	2
115	ничего не	2	2
116	до конца	2	2
117	в пределах	4	2
118	еще не	5	2
119	в первую	4	2
120	очень много	2	2
121	одним из	2	2
122	хотя и	3	2
123	в ней	6	2
124	себе и	2	2
125	по преимуществу	2	2
126	вместе с	7	2
127	ее в	2	2
128	связанная с	2	2
129	в их	3	2
130	целый ряд	5	2
131	смысл и	2	2
132	в связи	3	2
133	того как	4	2
134	на самом	2	2
135	как именно	2	2
136	того чтобы	17	2
137	и даже	3	2
138	мы наблюдаем	2	2
139	так же	4	2
140	что слово	3	2
141	традиции в	2	2
142	и значение	2	2
143	своего времени	2	2
144	во всяком	5	2
145	нуждается в	3	2
146	себе в	3	2
147	на его	3	2
148	и еще	2	2
149	во все	2	2
150	на эту	2	2
151	и вовсе	5	2
152	здесь не	3	2
153	и становится	2	2
154	всяком случае	5	2
