N	2gram	Vygotskiy__1	Literetu
1	и не	16	22
2	и в	31	16
3	х годов	5	15
4	при этом	19	15
5	не только	13	14
6	но и	2	14
7	в этом	12	14
8	а не	13	12
9	то что	32	12
10	может быть	22	12
11	в том	30	12
12	в частности	3	11
13	не в	11	10
14	то же	5	9
15	так и	3	9
16	того что	10	9
17	в то	5	9
18	в жизни	2	8
19	том что	16	8
20	не может	17	8
21	в этой	3	8
22	как бы	5	8
23	в своей	3	7
24	со стороны	4	7
25	тем самым	2	7
26	точки зрения	15	7
27	только в	14	7
28	состоит в	3	6
29	с другой	5	6
30	произведение искусства	8	6
31	к тому	4	6
32	в его	6	6
33	и его	7	6
34	в себе	4	6
35	о том	7	6
36	в качестве	2	5
37	что он	7	5
38	в ее	5	5
39	тому же	3	5
40	как и	16	5
41	в целом	5	5
42	вместе с	8	5
43	как в	9	5
44	в отличие	3	5
45	а в	6	5
46	этом отношении	2	5
47	в основе	2	5
48	что я	4	5
49	то есть	26	5
50	в поэзии	2	5
51	отличие от	4	5
52	но не	3	4
53	никогда не	8	4
54	даже в	2	4
55	по существу	4	4
56	до конца	6	4
57	одной стороны	6	4
58	и если	4	4
59	и для	5	4
60	хотя и	3	4
61	об искусстве	2	4
62	из них	2	4
63	с одной	5	4
64	одно из	2	4
65	как будто	5	4
66	в одном	2	4
67	все время	4	3
68	отнюдь не	6	3
69	прежде всего	4	3
70	и как	2	3
71	о чем	2	3
72	совершенно не	5	3
73	например в	3	3
74	и к	3	3
75	в самом	11	3
76	вслед за	6	3
77	наконец в	2	3
78	в слове	3	3
79	искусства и	15	3
80	и тем	2	3
81	жизни и	3	3
82	бы и	2	3
83	уже не	2	3
84	самом деле	9	3
85	с точки	2	3
86	как на	3	3
87	той же	3	3
88	тому как	7	3
89	потому что	10	3
90	там где	4	3
91	как это	4	3
92	в области	11	3
93	но в	3	3
94	между тем	4	3
95	художественного произведения	17	2
96	что в	23	2
97	не менее	2	2
98	если бы	6	2
99	в полном	2	2
100	что у	3	2
101	литературной традиции	3	2
102	с этой	4	2
103	искусство в	2	2
104	в конце	3	2
105	и другого	2	2
106	искусство как	9	2
107	к этому	4	2
108	не всегда	2	2
109	вопрос о	3	2
110	по себе	9	2
111	и вместе	2	2
112	стороны и	3	2
113	на то	10	2
114	в нем	2	2
115	у нас	4	2
116	всякий раз	8	2
117	художественного творчества	6	2
118	того же	2	2
119	было бы	6	2
120	со всеми	4	2
121	несмотря на	5	2
122	как таковое	2	2
123	от себя	4	2
124	том чтобы	7	2
125	поэзии и	2	2
126	себя и	2	2
127	к жизни	2	2
128	один из	4	2
129	что и	13	2
130	все же	5	2
131	отношение к	2	2
132	искусство не	2	2
133	эстетическое переживание	3	2
134	когда он	2	2
135	и тогда	2	2
136	как мы	2	2
137	так же	12	2
138	как раз	2	2
139	в нас	2	2
140	им в	3	2
141	как например	2	2
142	и только	3	2
143	в совершенно	4	2
144	художественное произведение	10	2
145	и вот	3	2
146	не означает	2	2
147	того чтобы	7	2
148	для того	6	2
149	другой стороны	5	2
150	и даже	6	2
151	в своих	4	2
152	и с	2	2
153	подобно тому	5	2
154	далеко не	2	2
155	представляет собой	2	2
156	же самое	2	2
157	его в	2	2
158	и потому	2	2
159	к идее	2	2
160	одном из	2	2
