N	2gram	Bakhtin_Fr_4	Dialekti
1	и не	16	30
2	и есть	4	19
3	может быть	2	17
4	то что	4	16
5	и в	29	15
6	как бы	8	14
7	так как	7	14
8	точки зрения	4	14
9	что это	5	13
10	того что	3	13
11	это не	5	12
12	прежде всего	8	11
13	и вот	3	11
14	в том	7	11
15	не может	2	11
16	и все	13	11
17	в этом	11	11
18	с ее	3	10
19	в основе	2	10
20	том что	3	10
21	в виду	2	9
22	все это	4	9
23	это и	5	9
24	то же	10	9
25	уже не	2	9
26	с точки	2	9
27	ни в	2	8
28	в себе	3	8
29	и о	5	8
30	не только	10	8
31	в чем	3	8
32	и это	2	8
33	и мы	2	7
34	что он	4	7
35	как и	12	7
36	и его	8	7
37	или в	2	7
38	только в	2	7
39	перед нами	4	6
40	же время	8	6
41	хотя и	2	6
42	и даже	3	6
43	в результате	4	6
44	сказать что	5	6
45	вовсе не	9	6
46	в то	10	6
47	нет ничего	2	6
48	так и	11	5
49	в своем	3	5
50	того чтобы	3	5
51	в ней	3	5
52	в нем	5	5
53	другими словами	2	5
54	но только	2	5
55	таким образом	20	5
56	именно в	2	5
57	и на	11	5
58	о том	2	5
59	с его	4	5
60	в жизни	2	5
61	то в	3	5
62	что я	2	5
63	в сущности	6	5
64	в себя	2	5
65	для того	3	5
66	и для	2	5
67	той же	3	5
68	мир и	2	4
69	и как	3	4
70	но это	4	4
71	в этой	13	4
72	что они	2	4
73	есть в	2	4
74	один из	4	4
75	жизни и	4	4
76	ни с	2	4
77	но и	9	4
78	в особенности	2	4
79	на свете	2	4
80	так же	7	4
81	с ними	3	4
82	также и	4	4
83	и с	9	4
84	мы видим	3	4
85	еще не	4	4
86	как раз	2	4
87	тому как	3	4
88	в его	8	4
89	подобно тому	3	4
90	только для	4	3
91	имеется в	3	3
92	на этом	2	3
93	в словах	2	3
94	в их	2	3
95	все эти	9	3
96	и наконец	2	3
97	даже и	2	3
98	что здесь	3	3
99	с ним	2	3
100	но в	12	3
101	в один	2	3
102	к этому	2	3
103	есть и	4	3
104	мы уже	10	3
105	в своей	5	3
106	со стороны	2	3
107	как в	2	3
108	и то	2	3
109	мы можем	3	3
110	время и	2	2
111	в частности	3	2
112	да и	2	2
113	на нем	2	2
114	кроме того	2	2
115	когда же	2	2
116	при этом	3	2
117	никогда не	2	2
118	в котором	2	2
119	но мы	2	2
120	из них	6	2
121	и их	3	2
122	вот как	2	2
123	другой стороны	3	2
124	в разных	3	2
125	не мог	2	2
126	и по	5	2
127	и так	3	2
128	же и	3	2
129	но как	3	2
130	весь мир	5	2
131	но они	4	2
132	а как	2	2
133	в них	7	2
134	в ее	3	2
135	все же	3	2
136	самом же	2	2
137	в качестве	3	2
138	одной из	2	2
139	конечно не	4	2
140	же вы	2	2
141	себя в	2	2
142	бы не	2	2
143	жизнь и	4	2
144	тем что	4	2
145	и при	2	2
146	как будто	2	2
147	в которой	4	2
