N	2gram	Losev_Dial_1	Analitik
1	в этом	12	18
2	в частности	2	16
3	и в	18	16
4	не только	13	16
5	так и	9	15
6	как и	2	14
7	в том	9	12
8	но и	7	12
9	и не	30	12
10	том что	9	12
11	в качестве	2	11
12	могут быть	3	10
13	как бы	11	10
14	а не	14	10
15	и даже	13	9
16	ничего не	17	9
17	в данном	3	8
18	отнюдь не	9	8
19	к тому	4	7
20	в себе	11	7
21	то что	13	7
22	о том	4	7
23	с другой	6	6
24	в самом	3	6
25	в мире	2	6
26	говорить о	5	6
27	может быть	17	6
28	как это	4	6
29	но в	6	6
30	говорит о	5	5
31	с одной	2	5
32	не менее	2	4
33	в своем	5	4
34	в конце	4	4
35	можно сказать	6	4
36	уже не	2	4
37	тому же	2	4
38	не в	6	4
39	но не	4	4
40	для него	2	4
41	одной стороны	2	4
42	и является	2	4
43	не с	5	4
44	как в	2	4
45	все это	11	4
46	как раз	4	4
47	не может	12	4
48	на этом	2	4
49	то же	10	4
50	хотя и	4	4
51	точки зрения	17	4
52	только в	3	4
53	в сознании	3	4
54	содержит в	3	3
55	не был	2	3
56	никогда не	9	3
57	как о	2	3
58	по крайней	4	3
59	что касается	2	3
60	прежде всего	10	3
61	или иной	3	3
62	так что	15	3
63	было бы	12	3
64	крайней мере	4	3
65	несмотря на	10	3
66	на себе	3	3
67	мы имеем	2	3
68	ни о	5	3
69	той или	7	3
70	что и	3	3
71	из них	2	3
72	со стороны	2	3
73	в их	3	3
74	только на	3	3
75	если бы	12	3
76	этом отношении	2	3
77	не знает	2	3
78	именно в	2	3
79	можно было	5	3
80	а в	5	3
81	как мы	4	3
82	с ними	2	3
83	и то	9	3
84	я в	2	3
85	бы в	3	3
86	и все	3	3
87	в противоположность	5	2
88	того что	2	2
89	уже и	3	2
90	была бы	3	2
91	тот кто	2	2
92	этом смысле	3	2
93	к этому	2	2
94	вовсе не	7	2
95	в одну	3	2
96	по себе	25	2
97	на то	5	2
98	том или	2	2
99	же время	4	2
100	что в	13	2
101	она не	6	2
102	еще не	2	2
103	о чем	2	2
104	миф и	4	2
105	в своей	2	2
106	ни с	6	2
107	не о	4	2
108	в котором	4	2
109	себе не	5	2
110	для нее	2	2
111	даже в	3	2
112	один из	3	2
113	это было	2	2
114	не есть	40	2
115	с той	2	2
116	и их	2	2
117	дело не	2	2
118	что она	7	2
119	вслед за	2	2
120	другой стороны	4	2
121	собственно говоря	4	2
122	отношения к	3	2
123	здесь в	2	2
124	т е	25	2
125	еще более	3	2
126	но эта	3	2
127	тех или	3	2
128	объекта и	2	2
129	и он	5	2
130	не имеет	15	2
131	и для	2	2
132	с точки	12	2
133	так же	4	2
134	никак не	6	2
135	он не	3	2
136	он и	2	2
137	я всегда	2	2
138	в то	6	2
139	в его	3	2
140	в этих	5	2
141	сторону и	2	2
142	сказать что	10	2
143	с ним	6	2
144	грань между	2	2
145	стало быть	9	2
