N	2gram	Bakhtin_Fr_6	Mirosoze
1	и в	41	46
2	в нем	16	22
3	у него	7	22
4	может быть	2	21
5	в этом	12	20
6	никогда не	8	18
7	и не	3	18
8	не только	10	18
9	но и	13	15
10	не может	4	15
11	как и	7	13
12	а не	2	13
13	прежде всего	10	12
14	потому что	3	12
15	в ней	4	11
16	но он	5	11
17	у нас	4	11
18	и он	5	11
19	та же	4	10
20	но в	8	10
21	он не	2	10
22	в себе	5	10
23	он был	4	9
24	не в	4	9
25	переходит в	2	8
26	но это	3	8
27	как бы	7	8
28	в своем	5	8
29	так как	10	8
30	связана с	2	7
31	человека и	2	7
32	в этой	8	7
33	что он	6	7
34	и потому	2	7
35	как в	4	7
36	и для	3	7
37	он сам	3	6
38	что это	5	6
39	так же	5	6
40	того что	3	6
41	там и	2	6
42	жизни и	3	6
43	в народе	2	6
44	доходит до	2	6
45	то же	5	5
46	что все	2	5
47	в самом	10	5
48	один из	6	5
49	те же	3	5
50	в конце	2	5
51	и все	9	5
52	в духе	3	5
53	во всем	5	5
54	то что	10	5
55	в своей	2	5
56	и его	13	5
57	в его	7	5
58	что в	7	4
59	они и	3	4
60	для этого	2	4
61	все что	4	4
62	до конца	2	4
63	они не	3	4
64	также и	6	4
65	с его	5	4
66	том что	7	4
67	должен быть	2	4
68	себя в	2	4
69	так и	5	4
70	того чтобы	4	4
71	народа и	3	4
72	и от	4	3
73	в образе	6	3
74	на все	3	3
75	в том	2	3
76	что они	2	3
77	не мог	3	3
78	и на	9	3
79	людей и	3	3
80	сказать что	6	3
81	и с	16	3
82	о том	9	3
83	как он	2	3
84	с ним	4	3
85	они были	3	3
86	в них	7	3
87	и во	2	3
88	это и	2	3
89	есть и	2	3
90	связано с	3	3
91	до сих	3	3
92	сих пор	3	3
93	той же	5	3
94	тем что	5	3
95	он в	2	3
96	только в	3	3
97	есть в	3	3
98	только с	3	3
99	в чем	3	3
100	уже в	4	2
101	не был	2	2
102	мы еще	2	2
103	в этих	2	2
104	что человек	2	2
105	но эта	2	2
106	все время	4	2
107	нас не	3	2
108	так что	2	2
109	как у	3	2
110	на его	2	2
111	хотя и	2	2
112	к нему	3	2
113	людей в	3	2
114	лишь в	2	2
115	а в	4	2
116	и те	2	2
117	к себе	2	2
118	в основе	4	2
119	точки зрения	2	2
120	бы в	2	2
121	между тем	2	2
122	а для	2	2
123	на этом	2	2
124	землю и	2	2
125	в пределе	2	2
126	превращается в	2	2
127	то он	2	2
128	себе в	2	2
129	а за	2	2
130	тогда когда	2	2
131	мы видим	6	2
132	связи с	2	2
133	и что	5	2
134	тот же	4	2
135	мы увидим	3	2
136	и тот	2	2
137	в сущности	8	2
138	во всех	17	2
139	еще в	5	2
140	вместе с	6	2
141	в центре	2	2
142	еще более	2	2
143	но с	2	2
144	что не	3	2
145	в последней	2	2
146	духа в	2	2
147	это все	2	2
148	и этим	2	2
