N	2gram	Losev_Dial_1	Stilisti
1	и в	18	42
2	как бы	11	27
3	не только	13	27
4	прежде всего	10	22
5	хотя бы	6	17
6	но и	7	15
7	то же	10	15
8	и не	30	14
9	может быть	17	12
10	не может	12	12
11	точки зрения	17	11
12	как и	2	11
13	и как	7	10
14	мы должны	5	10
15	отнюдь не	9	10
16	как мы	4	10
17	в этом	12	10
18	в то	6	9
19	то что	13	9
20	для того	2	9
21	все же	5	8
22	в ней	3	8
23	что же	3	8
24	в себе	11	8
25	и это	2	8
26	никогда не	9	7
27	и от	2	7
28	же время	4	7
29	потому что	14	7
30	так как	11	7
31	было бы	12	7
32	а не	14	7
33	мы можем	4	7
34	только в	3	7
35	ничего не	17	7
36	точку зрения	3	6
37	другими словами	2	6
38	или иной	3	6
39	не в	6	6
40	в конце	4	6
41	и так	2	6
42	в нем	16	6
43	так и	9	6
44	тому что	3	5
45	и следовательно	2	5
46	и является	2	5
47	не является	3	5
48	и их	2	5
49	а в	5	5
50	и с	5	5
51	как это	4	5
52	в сознании	3	5
53	точек зрения	3	5
54	одно и	4	5
55	в его	3	5
56	с точки	12	5
57	что это	11	4
58	в каждом	2	4
59	не просто	7	4
60	что именно	2	4
61	можно сказать	6	4
62	к тому	4	4
63	но все	3	4
64	в качестве	2	4
65	в самом	3	4
66	той или	7	4
67	точка зрения	2	4
68	один из	3	4
69	все это	11	4
70	того что	2	4
71	так же	4	4
72	о том	4	4
73	бы в	3	4
74	но в	6	4
75	не существует	7	4
76	если бы	12	4
77	были бы	2	4
78	мы видим	4	4
79	мы увидим	2	4
80	а с	2	4
81	если мы	2	4
82	уже не	2	4
83	самом деле	3	4
84	и пр	5	4
85	можно было	5	4
86	и то	9	4
87	как только	2	3
88	в разных	3	3
89	или иное	3	3
90	это не	9	3
91	как таковой	4	3
92	но что	3	3
93	и эта	2	3
94	хотя и	4	3
95	в котором	4	3
96	из них	2	3
97	жизни и	3	3
98	чаще всего	2	3
99	что оно	5	3
100	и вот	6	3
101	и даже	13	3
102	нуждается в	3	3
103	сказать что	10	3
104	ни на	6	3
105	но вот	3	3
106	та же	3	3
107	в виду	5	3
108	то он	2	3
109	и все	3	3
110	об этом	4	3
111	том что	9	3
112	еще не	2	3
113	о своем	2	3
114	конечно не	3	3
115	тех или	3	3
116	что и	3	3
117	отношения к	3	3
118	да и	6	3
119	только на	3	3
120	на самом	3	3
121	что такое	10	3
122	и для	2	3
123	то или	3	3
124	конце концов	3	3
125	то мы	2	3
126	не знает	2	3
127	быть может	4	2
128	бы и	2	2
129	в частности	2	2
130	друг другу	3	2
131	вопрос о	2	2
132	не нужно	2	2
133	в мире	2	2
134	в том	9	2
135	нас не	2	2
136	тому же	2	2
137	но это	8	2
138	для него	2	2
139	несмотря на	10	2
140	и все-таки	3	2
141	в него	2	2
142	себе и	2	2
143	не с	5	2
144	в этих	5	2
145	отношение к	5	2
146	для всякого	2	2
147	как например	2	2
148	в отношении	5	2
149	не было	6	2
150	этом отношении	2	2
151	еще и	3	2
152	все эти	2	2
153	но эта	3	2
154	и больше	2	2
155	должно быть	3	2
156	его не	6	2
157	в которых	2	2
158	также и	7	2
159	даже и	3	2
160	и ни	6	2
161	мы имеем	2	2
162	в основе	3	2
163	ни к	2	2
164	или хотя	2	2
165	с этим	2	2
166	к этому	2	2
167	связанные с	2	2
168	ясно что	8	2
169	что он	11	2
170	есть не	3	2
171	при условии	3	2
172	только тогда	2	2
173	только потому	3	2
174	и при	2	2
175	но не	4	2
176	помнить что	2	2
177	и потому	3	2
178	гораздо более	3	2
179	не есть	40	2
180	как не	2	2
181	в своей	2	2
182	с ней	2	2
183	сих пор	2	2
184	как в	2	2
185	и он	5	2
186	к нему	8	2
187	в дальнейшем	5	2
188	с ним	6	2
189	у них	3	2
190	в каком	8	2
191	и вообще	4	2
192	заметить что	2	2
193	как с	2	2
