N	2gram	Ircho_Kome_1	Istorich
1	и в	22	22
2	в этом	3	17
3	и т	9	16
4	т е	13	16
5	т д	4	15
6	что в	6	15
7	не только	10	14
8	мы видели	2	13
9	в доме	2	12
10	но и	11	12
11	и не	8	12
12	может быть	9	11
13	или в	2	11
14	еще не	2	10
15	таким образом	8	10
16	но в	4	10
17	что он	6	9
18	в нем	4	9
19	что и	4	9
20	вместе с	2	9
21	в том	11	9
22	что они	4	8
23	том что	12	8
24	в большом	2	8
25	как мы	4	8
26	другой стороны	5	7
27	с другой	5	7
28	к этому	4	7
29	но не	2	7
30	то что	2	7
31	из них	10	7
32	и здесь	2	7
33	так как	4	7
34	в них	3	6
35	то и	2	6
36	а в	6	6
37	то же	6	6
38	в течение	3	6
39	так в	4	6
40	мы можем	4	6
41	во время	5	6
42	ничего не	3	6
43	не менее	3	5
44	в частности	3	5
45	тем не	2	5
46	до сих	2	5
47	или по	2	5
48	один из	5	5
49	все же	3	5
50	он не	3	5
51	здесь мы	3	5
52	сих пор	2	5
53	к нему	2	5
54	могут быть	3	5
55	в этой	7	5
56	как это	3	4
57	у нас	3	4
58	не в	6	4
59	только в	3	4
60	на этом	2	4
61	в свою	2	4
62	к ней	2	4
63	отношение к	3	4
64	находится в	2	4
65	и его	8	4
66	и на	3	4
67	не может	2	4
68	но он	2	4
69	тем что	4	4
70	в других	2	4
71	и с	3	4
72	должны были	8	3
73	для них	2	3
74	что у	2	3
75	и все	3	3
76	прежде всего	5	3
77	от них	2	3
78	к тому	6	3
79	как и	9	3
80	и как	3	3
81	но это	2	3
82	все что	2	3
83	у него	3	3
84	было бы	2	3
85	на его	5	3
86	между прочим	2	3
87	в его	5	3
88	в целом	3	3
89	ее в	2	3
90	со стороны	2	3
91	а мы	2	3
92	и у	3	3
93	так же	3	3
94	потому что	5	3
95	и ее	3	3
96	о том	8	3
97	его в	3	3
98	в чем	3	3
99	одном из	4	3
100	и и	3	2
101	после смерти	3	2
102	независимо от	2	2
103	здесь и	2	2
104	в одном	8	2
105	на все	2	2
106	вовсе не	2	2
107	вопрос о	3	2
108	в тех	3	2
109	во всяком	2	2
110	мы знаем	2	2
111	же в	4	2
112	ни в	6	2
113	тому же	6	2
114	в силу	2	2
115	такой же	2	2
116	одна из	2	2
117	с одной	3	2
118	как в	5	2
119	при этом	5	2
120	в качестве	4	2
121	то время	5	2
122	после того	3	2
123	это еще	2	2
124	на себя	2	2
125	ли это	2	2
126	одной стороны	3	2
127	одного из	6	2
128	не мог	3	2
129	и о	3	2
130	же как	3	2
131	да и	3	2
132	хотя и	3	2
133	относится к	2	2
134	всяком случае	2	2
135	в котором	4	2
136	даже в	3	2
137	отношению к	3	2
138	на землю	3	2
139	так и	5	2
140	даже не	2	2
141	по отношению	3	2
142	за счет	3	2
143	не раз	2	2
144	и вот	4	2
145	там же	3	2
146	мы найдем	2	2
147	образом в	2	2
148	и даже	5	2
149	время как	4	2
150	а то	2	2
151	время от	4	2
152	между тем	5	2
153	в виде	3	2
154	точки зрения	4	2
155	известно что	4	2
156	в другом	4	2
157	в то	10	2
158	ту же	2	2
159	как будто	2	2
160	как правило	3	2
161	а также	4	2
162	что по	2	2
