N	2gram	Voloshinov_1	Komedia
1	и в	16	22
2	том что	3	12
3	в том	3	11
4	но и	4	11
5	не только	7	10
6	как и	2	9
7	может быть	17	9
8	в одном	3	8
9	таким образом	9	8
10	и не	4	8
11	и его	8	8
12	о том	2	8
13	едва ли	3	7
14	в этой	4	7
15	и других	2	7
16	что в	3	6
17	что он	2	6
18	ни в	5	6
19	и по	2	6
20	то же	2	6
21	а в	3	6
22	во время	3	5
23	прежде всего	9	5
24	при этом	6	5
25	в его	4	5
26	один из	2	5
27	так и	4	5
28	все это	4	5
29	и даже	4	5
30	к этому	2	4
31	как мы	4	4
32	на протяжении	2	4
33	в нем	4	4
34	что и	2	4
35	и вот	3	4
36	точки зрения	8	4
37	так как	4	4
38	но в	4	4
39	мы можем	9	4
40	же как	2	3
41	не менее	2	3
42	в них	2	3
43	и как	3	3
44	по своему	2	3
45	в начале	2	3
46	в частности	2	3
47	и о	2	3
48	у него	2	3
49	он не	2	3
50	отношение к	5	3
51	так же	2	3
52	все остальные	2	3
53	мы не	2	3
54	и на	4	3
55	за счет	2	3
56	в этом	9	3
57	и с	8	3
58	могут быть	3	3
59	и ее	4	3
60	только в	4	3
61	и все	4	3
62	его в	4	3
63	в чем	5	3
64	как это	3	3
65	ни было	2	2
66	для всех	4	2
67	за пределы	2	2
68	связанные с	2	2
69	и теперь	3	2
70	мы знаем	3	2
71	аналогии с	2	2
72	на этом	3	2
73	совсем не	2	2
74	того же	2	2
75	до сих	3	2
76	еще не	5	2
77	было бы	2	2
78	в самом	2	2
79	всяком случае	3	2
80	на две	3	2
81	с ее	4	2
82	то что	3	2
83	вместе с	3	2
84	ее в	2	2
85	все что	4	2
86	находится в	2	2
87	даже не	3	2
88	для этого	2	2
89	не может	8	2
90	и таким	2	2
91	и притом	3	2
92	путь к	2	2
93	почти не	2	2
94	но это	2	2
95	во всяком	3	2
96	ту же	2	2
97	тех же	3	2
98	в области	3	2
99	сих пор	3	2
