N	2gram	Trubetskoy_1	slovoVRo
1	и в	14	39
2	может быть	9	37
3	и т	3	35
4	не только	9	24
5	и не	19	22
6	но и	10	21
7	не может	22	20
8	в нем	5	19
9	все это	6	16
10	в этом	17	16
11	а не	2	14
12	во всех	5	12
13	не в	4	9
14	и с	7	9
15	прежде всего	8	8
16	себя в	4	8
17	таким образом	11	8
18	точки зрения	11	8
19	при этом	5	7
20	для него	6	7
21	еще не	3	7
22	в его	4	7
23	как бы	4	7
24	никогда не	5	7
25	в этих	2	7
26	и потому	3	7
27	и даже	2	7
28	с ним	2	7
29	и к	6	6
30	этом случае	3	6
31	все же	4	6
32	как и	4	6
33	в своем	6	6
34	но не	4	6
35	в большинстве	3	6
36	она не	2	6
37	жизни и	4	6
38	в значительной	3	6
39	все эти	2	6
40	но в	2	6
41	не могут	4	5
42	и для	6	5
43	по себе	2	5
44	для нас	2	5
45	том что	9	5
46	или иной	5	5
47	только в	5	5
48	в том	17	5
49	той или	3	5
50	уже не	2	5
51	и наконец	2	5
52	остается в	2	5
53	от него	2	5
54	конечно не	5	5
55	большинстве случаев	2	5
56	всех этих	3	4
57	себя и	5	4
58	ни в	2	4
59	же время	10	4
60	одна из	3	4
61	на почве	2	4
62	по отношению	2	4
63	для этого	3	4
64	отношения к	2	4
65	то же	11	4
66	что оно	3	4
67	для всех	6	4
68	в таком	2	4
69	а в	5	4
70	и на	5	4
71	даже и	2	4
72	в то	10	4
73	отношении к	2	4
74	его в	4	4
75	во всем	4	4
76	так как	4	4
77	что в	4	3
78	точку зрения	4	3
79	хотя бы	5	3
80	и от	2	3
81	отметить что	2	3
82	должна быть	2	3
83	сама по	2	3
84	что и	3	3
85	но это	2	3
86	связи с	3	3
87	у него	2	3
88	и как	3	3
89	в ней	2	3
90	к нему	2	3
91	в некоторых	2	3
92	быть и	2	3
93	лишь в	3	3
94	с точки	9	3
95	между тем	5	3
96	говорить о	3	3
97	во всяком	9	3
98	может не	3	2
99	а лишь	4	2
100	в данном	7	2
101	не было	3	2
102	и более	2	2
103	ни к	7	2
104	но она	2	2
105	его и	2	2
106	жизни в	5	2
107	тогда когда	4	2
108	тот факт	2	2
109	в себе	9	2
110	что он	6	2
111	она может	3	2
112	более или	4	2
113	лишь при	5	2
114	все что	4	2
115	мы уже	2	2
116	всяком случае	6	2
117	но мы	3	2
118	сих пор	5	2
119	то что	13	2
120	вместе с	4	2
121	все они	3	2
122	или менее	4	2
123	в их	4	2
124	отличается от	2	2
125	всем этим	2	2
126	и ни	3	2
127	с этим	2	2
128	в виде	3	2
129	от нас	2	2
130	именно в	3	2
131	именно на	2	2
132	того чтобы	8	2
133	для того	6	2
134	в единое	2	2
135	или в	3	2
136	людей и	2	2
137	в результате	2	2
138	и при	6	2
139	он не	5	2
140	в другом	3	2
141	факт что	2	2
142	о том	7	2
143	стремиться к	2	2
144	только с	2	2
145	в области	2	2
146	до сих	5	2
