N	2gram	Bakhtin_Pr_3	Marksizm
1	точки зрения	8	34
2	может быть	19	26
3	и не	29	26
4	не может	19	24
5	с точки	4	20
6	и в	34	19
7	и его	16	19
8	таким образом	5	17
9	в этом	16	16
10	как бы	27	15
11	прежде всего	15	13
12	как мы	7	13
13	как и	18	12
14	так и	6	11
15	и для	8	11
16	в самом	8	10
17	в нем	19	10
18	в слове	5	10
19	ни было	4	10
20	самом деле	13	10
21	для него	13	9
22	лишь в	5	9
23	внутренняя речь	3	9
24	внутренней речи	4	9
25	только в	6	9
26	при этом	4	8
27	бы то	4	8
28	но и	12	8
29	то ни	4	8
30	друг друга	2	8
31	не только	10	8
32	все же	7	8
33	то что	11	8
34	без исключения	3	8
35	в каждом	3	7
36	все эти	4	7
37	так же	8	7
38	но в	16	7
39	в ее	3	7
40	во всех	2	7
41	то же	14	7
42	а не	9	7
43	слова как	2	7
44	в том	3	6
45	в пределах	6	6
46	другой стороны	3	6
47	отнюдь не	2	6
48	того же	2	6
49	в его	22	6
50	и того	2	6
51	так сказать	2	6
52	ничего не	4	6
53	с другой	4	5
54	в конце	5	5
55	мы знаем	2	5
56	не в	9	5
57	до конца	3	5
58	конечно не	2	5
59	те же	2	5
60	рядом с	4	5
61	в начале	4	5
62	и потому	2	5
63	и все	19	5
64	вовсе не	11	5
65	за пределы	2	5
66	в отличие	2	5
67	входит в	2	5
68	хотя бы	5	5
69	во всяком	5	5
70	отличие от	2	5
71	самого начала	8	4
72	что в	7	4
73	не менее	3	4
74	и внешнего	2	4
75	в отношении	9	4
76	вопрос о	2	4
77	с самого	8	4
78	дело идет	5	4
79	в ней	3	4
80	не является	2	4
81	к одному	3	4
82	а в	5	4
83	и на	6	4
84	тот же	2	4
85	сказать что	2	4
86	с этим	2	4
87	по себе	3	4
88	еще не	4	4
89	было бы	2	4
90	нет и	3	4
91	что же	8	4
92	как в	4	4
93	только на	4	4
94	внутренней жизни	2	4
95	отношении к	7	4
96	далеко не	3	4
97	понятно что	2	3
98	и от	5	3
99	а как	2	3
100	переходим к	4	3
101	или иной	2	3
102	войти в	2	3
103	и как	3	3
104	высшей степени	3	3
105	но именно	2	3
106	в большинстве	2	3
107	же время	12	3
108	в котором	3	3
109	из них	5	3
110	все это	16	3
111	по отношению	5	3
112	не было	2	3
113	конце концов	3	3
114	того что	5	3
115	с другими	4	3
116	между тем	3	3
117	нуждается в	3	3
118	в то	12	3
119	его в	4	3
120	в высшей	3	3
121	большинстве случаев	3	3
122	слово в	2	3
123	сознания и	3	3
124	смысле этого	2	3
125	он может	2	3
126	к другому	20	3
127	и к	12	3
128	все без	2	3
129	этом случае	2	3
130	том что	3	3
131	более того	2	3
132	мы должны	5	3
133	в сущности	11	3
134	он не	15	3
135	внутреннего и	2	3
136	в своей	3	3
137	быть и	2	3
138	это и	2	3
139	на самом	11	3
140	сводится к	3	3
141	речи в	2	3
142	но все	5	3
143	между двумя	2	3
144	и ее	2	3
145	вполне понятно	2	3
146	слова и	10	3
147	и это	4	3
148	в которой	2	3
149	сама по	2	2
150	никогда не	8	2
151	тому что	2	2
152	в своем	2	2
153	что все	4	2
154	его к	3	2
155	словом и	3	2
156	тем не	2	2
157	ни в	4	2
158	как она	2	2
159	мог бы	2	2
160	он ни	3	2
161	совпадает с	2	2
162	но для	3	2
163	в виду	3	2
164	всяком случае	5	2
165	со всею	2	2
166	себе и	5	2
167	в эти	2	2
168	с ее	3	2
169	жизни и	3	2
170	во внутренний	5	2
171	как к	4	2
172	и только	2	2
173	мысль и	2	2
174	пределах одного	2	2
175	и даже	7	2
176	должно быть	3	2
177	для других	3	2
178	с этой	2	2
179	говорит он	3	2
180	в одной	3	2
181	же и	2	2
182	о том	2	2
183	этом смысле	4	2
184	как он	3	2
185	так как	4	2
186	бы в	3	2
187	нет ни	2	2
188	и с	15	2
189	если бы	4	2
190	установкой на	3	2
191	не как	3	2
192	и во	3	2
193	что он	23	2
194	конечно в	2	2
195	в себе	6	2
196	то в	2	2
197	от него	6	2
198	громадное значение	2	2
199	мы уже	6	2
200	к тому	5	2
201	этого слова	7	2
202	и этот	2	2
203	что и	5	2
204	отношению к	6	2
205	благодаря этому	2	2
206	бы и	4	2
207	и прежде	4	2
208	как раз	4	2
209	к своему	5	2
210	что не	7	2
211	что такое	2	2
212	и он	2	2
213	той же	2	2
214	тем что	4	2
215	в другом	8	2
216	и вообще	2	2
217	глаза и	2	2
218	не знает	6	2
219	этими двумя	2	2
220	там где	7	2
221	в чем	5	2
