N	2gram	Medvedev_F_3	KulturaY
1	т е	32	38
2	и т	11	33
3	в том	7	30
4	и в	27	24
5	потому что	7	23
6	том что	4	21
7	т п	5	18
8	что в	8	17
9	того чтобы	5	17
10	для того	4	16
11	и пр	15	15
12	было бы	6	15
13	т д	6	14
14	в этом	18	14
15	точки зрения	16	14
16	может быть	25	13
17	все же	6	12
18	таким образом	18	12
19	в его	7	12
20	и не	30	12
21	не в	12	11
22	только в	8	11
23	вовсе не	28	10
24	в самом	11	10
25	у нас	3	10
26	не только	9	10
27	хотя бы	6	10
28	если бы	12	9
29	то что	8	9
30	прежде всего	4	9
31	язык как	2	9
32	отношению к	3	9
33	самом деле	16	9
34	того что	3	9
35	с точки	14	9
36	о том	4	9
37	так как	9	9
38	по отношению	3	8
39	в языке	2	8
40	то же	15	8
41	уже не	3	8
42	а не	17	8
43	как раз	8	8
44	тем что	5	8
45	не менее	7	7
46	в них	3	7
47	с другой	6	7
48	связи с	5	7
49	как бы	8	7
50	вместе с	6	7
51	не может	24	7
52	с помощью	8	7
53	это не	3	7
54	бы в	6	7
55	в области	2	7
56	так и	21	7
57	в какой	3	6
58	тогда когда	4	6
59	что он	6	6
60	зависимости от	5	6
61	при этом	8	6
62	в ней	5	6
63	но и	10	6
64	что же	5	6
65	все это	7	6
66	другой стороны	5	6
67	все эти	6	6
68	в которых	3	6
69	с тем	7	5
70	что это	3	5
71	в зависимости	5	5
72	содержание и	2	5
73	к тому	4	5
74	языка как	2	5
75	но не	5	5
76	еще не	6	5
77	всяком случае	6	5
78	и что	3	5
79	но уже	2	5
80	этом отношении	3	5
81	в виду	3	5
82	в той	3	5
83	и его	19	5
84	в результате	5	5
85	во всяком	6	5
86	между тем	7	5
87	так сказать	5	5
88	и с	3	5
89	учение о	2	4
90	с его	2	4
91	в этих	3	4
92	и потому	5	4
93	в нем	15	4
94	что они	5	4
95	того же	3	4
96	в пределах	8	4
97	из них	2	4
98	это и	2	4
99	должен быть	2	4
100	что и	2	4
101	не есть	4	4
102	тем не	2	4
103	в целом	4	4
104	со стороны	4	4
105	как в	4	4
106	и тогда	2	4
107	не на	3	4
108	следует что	4	4
109	в самой	2	4
110	так же	9	4
111	роль в	4	4
112	и на	3	4
113	в данном	6	4
114	из этих	2	4
115	и является	4	4
116	слова и	4	4
117	там где	7	4
118	уже в	4	3
119	нисколько не	2	3
120	смысле этого	2	3
121	для этого	2	3
122	ясно что	3	3
123	этом смысле	2	3
124	была бы	2	3
125	из одного	2	3
126	или иной	2	3
127	можно сказать	3	3
128	сводится к	5	3
129	в этой	2	3
130	очевидно что	2	3
131	мы увидим	2	3
132	связано с	2	3
133	в общем	2	3
134	в сущности	2	3
135	этого слова	2	3
136	слова как	2	3
137	в котором	2	3
138	в истории	5	3
139	даже в	2	3
140	оно не	3	3
141	так называемые	2	3
142	что она	2	3
143	тому что	3	3
144	в своем	2	3
145	в связи	4	3
146	языке как	2	3
147	и даже	2	3
148	в таком	2	3
149	той же	3	3
150	социального общения	9	3
151	должна быть	3	3
152	то мы	3	3
153	нуждается в	3	3
154	они не	4	3
155	в себе	3	3
156	это только	2	3
157	здесь не	2	3
158	как это	4	3
159	к которому	2	3
160	том как	2	3
161	и более	3	2
162	для них	7	2
163	никогда не	5	2
164	именно так	5	2
165	превращается в	2	2
166	не является	5	2
167	и все	8	2
168	в каждом	5	2
169	на самом	14	2
170	не могут	10	2
171	по себе	4	2
172	если мы	7	2
173	в смысле	4	2
174	в то	7	2
175	как о	2	2
176	для нас	3	2
177	история литературы	2	2
178	как и	14	2
179	и как	4	2
180	можно говорить	4	2
181	лишь как	3	2
182	в сторону	2	2
183	а на	2	2
184	в большинстве	4	2
185	в последнем	2	2
186	формы в	3	2
187	же время	7	2
188	не знают	2	2
189	социальной жизни	4	2
190	и сами	2	2
191	общения и	2	2
192	ними и	2	2
193	конечно не	4	2
194	в своей	6	2
195	одним из	3	2
196	никак не	3	2
197	же и	4	2
198	но если	2	2
199	как таковой	3	2
200	о нем	3	2
201	был бы	2	2
202	и тем	3	2
203	ее в	3	2
204	то под	2	2
205	наука о	3	2
206	ни в	8	2
207	и именно	2	2
208	дело не	2	2
209	бы и	3	2
210	смысл и	4	2
211	и для	6	2
212	в слове	4	2
213	лишь в	9	2
214	между ними	15	2
215	увидим что	2	2
216	поскольку оно	2	2
217	от этого	2	2
218	может иметь	2	2
219	чтобы создать	2	2
220	в каком	2	2
221	но ведь	4	2
222	до конца	4	2
223	ничего не	2	2
224	но в	6	2
