N	2gram	Ircho_Kome_3	Psycholo
1	и в	22	38
2	то что	4	35
3	все время	2	30
4	в том	12	25
5	в самом	9	25
6	самом деле	6	21
7	что в	5	20
8	может быть	6	19
9	и что	6	18
10	на то	3	16
11	что она	4	16
12	точки зрения	4	16
13	в ней	4	15
14	если бы	8	14
15	том что	13	14
16	как бы	3	14
17	и т	4	14
18	потому что	10	14
19	в этой	3	13
20	и мы	3	13
21	в этом	8	13
22	было бы	3	12
23	не только	5	12
24	таким образом	12	12
25	не в	4	12
26	что он	8	11
27	в сущности	2	10
28	то же	7	10
29	же самое	3	10
30	и не	21	10
31	и все	2	10
32	с точки	3	9
33	в двух	3	9
34	того чтобы	6	9
35	все же	4	8
36	с тем	4	8
37	с этим	3	8
38	в одном	2	8
39	вовсе не	4	8
40	как и	3	8
41	так что	6	8
42	как раз	6	8
43	из этого	2	8
44	для того	6	8
45	и это	2	8
46	с другой	4	7
47	в ее	3	7
48	а не	4	7
49	мы можем	3	7
50	не может	3	7
51	как мы	2	7
52	а в	7	7
53	между тем	2	7
54	из них	5	6
55	и здесь	4	6
56	к тому	6	6
57	с самого	4	6
58	до сих	9	6
59	она не	2	6
60	один из	3	6
61	и если	2	6
62	в котором	2	6
63	не имеет	3	6
64	тому что	2	6
65	он не	5	6
66	с одной	3	6
67	так как	11	6
68	если мы	2	6
69	он говорит	2	6
70	как это	5	6
71	и его	6	6
72	и на	2	6
73	в которых	5	6
74	самого начала	4	6
75	о том	8	6
76	ясно что	6	6
77	в своем	8	5
78	в какой	3	5
79	одной стороны	3	5
80	несмотря на	4	5
81	совершенно не	2	5
82	в своей	5	5
83	вместе с	9	5
84	но и	4	5
85	сих пор	9	5
86	другой стороны	2	5
87	т п	4	5
88	мы не	2	5
89	в другом	2	5
90	в его	8	5
91	в которой	3	5
92	никогда не	3	4
93	что эта	2	4
94	если он	2	4
95	идет о	3	4
96	что они	2	4
97	в свою	7	4
98	по своему	3	4
99	при этом	7	4
100	что с	2	4
101	когда он	4	4
102	и для	4	4
103	конечно не	3	4
104	во всех	2	4
105	но если	3	4
106	она была	2	4
107	речь идет	5	4
108	не мог	2	4
109	в нем	3	4
110	что и	8	4
111	раз в	2	4
112	в целом	3	4
113	как в	2	4
114	в течение	3	4
115	из которых	2	4
116	и даже	3	4
117	время как	2	4
118	в своих	2	4
119	больше чем	2	4
120	у него	4	4
121	в себе	4	4
122	в виду	2	4
123	в них	3	3
124	только для	2	3
125	к этому	6	3
126	и к	3	3
127	ни в	10	3
128	он был	4	3
129	к концу	2	3
130	того же	6	3
131	тот же	2	3
132	наряду с	2	3
133	и о	2	3
134	в основе	2	3
135	был бы	2	3
136	должен быть	2	3
137	все это	5	3
138	бы не	2	3
139	такое же	2	3
140	что не	3	3
141	не так	3	3
142	в таком	2	3
143	к ним	3	3
144	я говорю	2	3
145	из всех	2	3
146	тем что	5	3
147	состоит в	2	3
148	далеко не	3	3
149	в то	6	3
150	бы в	4	3
151	на это	3	3
152	его в	8	3
153	здесь не	2	3
154	едва ли	7	3
155	но в	5	3
156	одного из	3	2
157	не могут	2	2
158	к своему	2	2
159	отнюдь не	4	2
160	между собой	4	2
161	в глаза	3	2
162	следует что	3	2
163	хотя бы	4	2
164	столь же	3	2
165	с этой	3	2
166	и во	2	2
167	и я	2	2
168	во всяком	3	2
169	и ее	2	2
170	только что	7	2
171	до конца	4	2
172	по существу	2	2
173	в силу	2	2
174	аналогии с	2	2
175	свою очередь	6	2
176	не могла	3	2
177	то время	2	2
178	том как	3	2
179	должен был	4	2
180	к ней	8	2
181	всяком случае	3	2
182	то это	5	2
183	дело не	2	2
184	со стороны	11	2
185	целый ряд	2	2
186	что его	5	2
187	так же	4	2
188	по мнению	2	2
189	отношения к	2	2
190	сам себя	2	2
191	какой мере	2	2
192	либо в	4	2
193	в качестве	2	2
194	в конце	7	2
195	их в	3	2
196	к себе	5	2
197	представляет собой	3	2
198	представляют собой	2	2
199	к этой	2	2
200	с ним	5	2
201	ничего не	3	2
