N	2gram	Vinokur_St_1	Dialekti
1	т е	15	46
2	и не	16	30
3	а не	16	18
4	может быть	15	17
5	и т	30	17
6	ничего не	2	17
7	то что	18	16
8	и в	44	15
9	т д	21	15
10	как бы	4	14
11	не имеет	4	14
12	так как	5	14
13	точки зрения	11	14
14	что это	4	13
15	того что	9	13
16	это не	8	12
17	прежде всего	7	11
18	в том	36	11
19	не может	8	11
20	говорить о	2	11
21	ясно что	10	11
22	и все	2	11
23	в этом	21	11
24	в основе	3	10
25	потому что	6	10
26	том что	29	10
27	было бы	17	9
28	все это	5	9
29	мы не	2	9
30	и что	4	9
31	это и	4	9
32	то же	5	9
33	с точки	8	9
34	значит что	3	9
35	ни в	3	8
36	не в	12	8
37	в себе	2	8
38	не только	18	8
39	в чем	3	8
40	и это	2	8
41	что в	30	7
42	крайней мере	2	7
43	должна быть	3	7
44	что оно	3	7
45	что мы	5	7
46	по крайней	2	7
47	что он	10	7
48	как и	9	7
49	и его	8	7
50	и вообще	3	7
51	только в	10	7
52	так что	6	6
53	же время	4	6
54	и тем	3	6
55	а именно	3	6
56	и даже	5	6
57	в результате	3	6
58	сказать что	7	6
59	вовсе не	19	6
60	ни на	2	6
61	если бы	9	6
62	тем более	4	6
63	в то	9	6
64	что и	6	6
65	я не	7	5
66	так и	9	5
67	в своем	2	5
68	на то	4	5
69	же это	3	5
70	и можно	2	5
71	того чтобы	11	5
72	в ней	3	5
73	но если	4	5
74	в нем	5	5
75	что она	4	5
76	таким образом	7	5
77	именно в	6	5
78	о том	17	5
79	мы имеем	2	5
80	быть в	2	5
81	то в	3	5
82	в сущности	2	5
83	для того	10	5
84	и для	3	5
85	той же	5	5
86	в каком	3	5
87	что все	2	4
88	но это	6	4
89	в этой	11	4
90	что они	7	4
91	есть в	2	4
92	и уже	2	4
93	жизни и	5	4
94	ни с	3	4
95	но и	10	4
96	так же	5	4
97	также и	9	4
98	и с	3	4
99	уже о	5	4
100	ничего общего	3	4
101	она не	2	4
102	еще не	3	4
103	как раз	4	4
104	должны быть	3	4
105	хотя бы	6	4
106	в его	9	4
107	или иное	3	3
108	не всегда	2	3
109	тем самым	2	3
110	совершенно не	5	3
111	отношения к	2	3
112	все эти	5	3
113	и об	7	3
114	есть только	2	3
115	с этим	3	3
116	даже и	2	3
117	в истории	3	3
118	что здесь	2	3
119	нет ни	2	3
120	но в	10	3
121	я уже	3	3
122	от этого	2	3
123	можно назвать	2	3
124	об этом	3	3
125	у нас	11	3
126	общего с	3	3
127	за пределы	2	3
128	в своей	6	3
129	и потому	2	3
130	со стороны	6	3
131	говорит о	3	3
132	при помощи	2	3
133	быть и	2	3
134	бы и	4	3
135	как в	13	3
136	что не	3	3
137	то или	3	3
138	д и	2	3
139	в данном	14	3
140	и то	5	3
141	в виде	3	3
142	могут быть	5	3
143	а если	2	3
144	в области	14	3
145	не менее	5	2
146	в частности	4	2
147	и без	3	2
148	имеет ничего	2	2
149	в отношении	9	2
150	с этой	3	2
151	из этих	6	2
152	представление о	4	2
153	вопрос о	4	2
154	что на	2	2
155	без всякого	2	2
156	да и	3	2
157	но все	4	2
158	заключается в	4	2
159	как о	2	2
160	в пользу	2	2
161	что с	2	2
162	при этом	2	2
163	случае не	2	2
164	в самом	7	2
165	совпадает с	2	2
166	никогда не	5	2
167	не говорю	2	2
168	в котором	5	2
169	из них	8	2
170	и их	2	2
171	не по	3	2
172	другой стороны	7	2
173	для этого	2	2
174	и только	3	2
175	далее в	2	2
176	не было	4	2
177	мы находим	4	2
178	лишь в	3	2
179	и по	5	2
180	и так	3	2
181	же и	4	2
182	ведь и	3	2
183	того или	4	2
184	как это	4	2
185	е в	2	2
186	том как	4	2
187	а как	2	2
188	нисколько не	2	2
189	тем или	3	2
190	при таком	2	2
191	я думаю	11	2
192	и во	2	2
193	думать что	2	2
194	в ее	4	2
195	все же	8	2
196	в качестве	4	2
197	но именно	2	2
198	никто не	4	2
199	конечно не	2	2
200	в свое	2	2
201	не значит	3	2
202	тем не	2	2
203	во всех	8	2
204	что же	6	2
205	даже не	4	2
206	и тогда	2	2
207	думаю что	5	2
208	бы не	2	2
209	допустим что	2	2
210	или иначе	2	2
211	что этот	2	2
212	во всяком	6	2
213	тем что	5	2
214	но для	2	2
215	как будто	4	2
216	что эта	2	2
217	в которой	4	2
218	тут не	2	2
219	ни один	2	2
