N	2gram	Propp_Isto_1	FransuaR
1	и в	28	56
2	в его	5	18
3	таким образом	8	17
4	все эти	4	15
5	в этом	8	14
6	в том	9	13
7	так и	9	13
8	и его	3	12
9	в то	3	12
10	в этих	7	11
11	как бы	2	11
12	то же	12	11
13	еще не	7	10
14	в эпоху	2	10
15	только в	11	9
16	но и	10	9
17	и не	9	9
18	том что	7	8
19	не только	12	8
20	и др	7	8
21	в нем	2	8
22	во всех	2	8
23	сих пор	5	8
24	и их	3	8
25	все это	4	8
26	и даже	4	8
27	до сих	5	8
28	и с	4	8
29	в частности	2	7
30	в большинстве	4	7
31	как мы	3	7
32	и на	4	7
33	прежде всего	10	6
34	вовсе не	2	6
35	в ее	2	6
36	мы видим	11	6
37	в этой	6	6
38	потому что	4	6
39	связи с	4	6
40	большинстве случаев	4	6
41	но в	8	6
42	но не	5	5
43	никогда не	14	5
44	в пределах	4	5
45	как и	4	5
46	и другие	4	5
47	одним из	2	5
48	он не	2	5
49	один из	4	5
50	мы видели	2	5
51	что в	12	5
52	во время	3	5
53	они не	4	5
54	в области	2	5
55	что это	8	4
56	в себе	2	4
57	в качестве	5	4
58	например в	5	4
59	конечно не	2	4
60	в ней	7	4
61	и потому	2	4
62	даже в	4	4
63	в ту	2	4
64	с одной	4	4
65	при этом	3	4
66	в свете	2	4
67	в основе	4	4
68	их в	5	4
69	во всем	3	4
70	о том	9	4
71	по своей	2	4
72	в особенности	2	4
73	так как	6	4
74	одна из	2	4
75	перед нами	3	3
76	всех этих	2	3
77	видели что	3	3
78	в своем	5	3
79	или меньшей	2	3
80	в образе	3	3
81	и здесь	7	3
82	так что	4	3
83	большей или	2	3
84	здесь в	2	3
85	может быть	25	3
86	в некоторых	2	3
87	одной из	2	3
88	связи и	2	3
89	был бы	2	3
90	что и	6	3
91	то что	9	3
92	связь с	4	3
93	в форме	3	3
94	в их	3	3
95	не на	2	3
96	в связи	4	3
97	еще и	2	3
98	на них	2	3
99	не просто	3	3
100	там где	4	3
101	здесь мы	7	3
102	уже не	3	3
103	не в	9	3
104	сказать что	5	3
105	между тем	2	3
106	можно видеть	2	3
107	в другом	3	3
108	на эту	3	3
109	в таких	2	3
110	бы в	2	3
111	к которому	5	3
112	если бы	8	2
113	в виде	2	2
114	видим что	9	2
115	на котором	3	2
116	с другой	6	2
117	это не	7	2
118	не как	3	2
119	так часто	2	2
120	в одном	5	2
121	к этому	2	2
122	значение и	2	2
123	что он	10	2
124	так например	6	2
125	и эти	3	2
126	ни было	2	2
127	говорит о	2	2
128	и как	2	2
129	но это	4	2
130	этот момент	2	2
131	из всех	2	2
132	то время	3	2
133	для него	2	2
134	одной стороны	4	2
135	было бы	7	2
136	в действительности	2	2
137	из них	3	2
138	а в	7	2
139	очень много	3	2
140	к ним	4	2
141	между ними	2	2
142	в котором	3	2
143	точка зрения	2	2
144	еще один	2	2
145	все же	10	2
146	когда он	6	2
147	его как	2	2
148	вместе с	6	2
149	дело не	5	2
150	что она	5	2
151	или менее	5	2
152	другой стороны	5	2
153	во всей	2	2
154	так же	7	2
155	как раз	2	2
156	не может	15	2
157	того как	3	2
158	то ни	2	2
159	хотя он	2	2
160	а не	15	2
161	из которых	3	2
162	и для	4	2
163	его в	6	2
164	бы то	2	2
165	мы не	10	2
166	также и	3	2
167	что они	5	2
168	дело в	3	2
169	с тем	4	2
170	с ним	2	2
171	более или	5	2
