N	3gram	Losev_Dial_2	Problema
1	о том что	4	14
2	тем не менее	2	12
3	в таком случае	3	10
4	вовсе не есть	2	10
5	во всяком случае	2	10
6	и т д	15	6
7	по крайней мере	9	6
8	так или иначе	2	6
9	как будто бы	3	5
10	в данном случае	2	5
11	то же самое	2	5
12	с другой стороны	4	5
13	в связи с	4	5
14	той или другой	3	4
15	не есть только	3	4
16	более или менее	2	4
17	не говоря уже	2	4
18	до сих пор	2	4
19	сама по себе	7	4
20	в то же	3	4
21	в том что	6	4
22	ни в каком	3	4
23	говоря уже о	2	4
24	как же это	2	3
25	и в частности	2	3
26	в каком случае	2	3
27	что иное как	3	3
28	в каком-то смысле	2	3
29	можно сказать что	3	3
30	есть не что	2	3
31	не что иное	3	3
32	все на свете	4	3
33	только тогда когда	4	3
34	только то что	4	3
35	не может быть	3	3
36	не есть ни	6	3
37	тех или других	2	3
38	или по крайней	2	3
39	это значит что	8	3
40	с самого начала	2	2
41	то или иное	4	2
42	в самом деле	3	2
43	не только в	2	2
44	сами по себе	3	2
45	само по себе	2	2
46	ведь мы же	2	2
47	может быть только	2	2
48	крайней мере в	2	2
49	может быть и	3	2
50	содержит в себе	3	2
51	и прежде всего	2	2
52	та или иная	2	2
53	имеется в виду	2	2
