N	2gram	Bakhtin_Fr_5	StatiiOP
1	и в	45	25
2	в этом	14	24
3	в том	10	20
4	что в	12	19
5	что он	6	19
6	может быть	2	19
7	что это	2	16
8	том что	7	15
9	в этой	6	14
10	в г	2	12
11	в его	13	12
12	то что	2	12
13	не только	14	12
14	прежде всего	10	10
15	таким образом	8	10
16	и не	15	10
17	у него	4	9
18	но и	10	9
19	все это	7	8
20	о том	4	8
21	это было	4	8
22	это не	3	7
23	было бы	2	7
24	с этим	4	7
25	не может	5	7
26	точки зрения	4	7
27	из его	2	7
28	в то	11	7
29	из этих	3	6
30	в конце	7	6
31	не в	7	6
32	только в	4	6
33	как бы	12	6
34	как в	3	6
35	как на	4	6
36	а в	4	6
37	и на	5	6
38	между тем	2	6
39	то же	11	5
40	независимо от	2	5
41	в них	6	5
42	потому что	7	5
43	ни в	3	5
44	об этом	4	5
45	и это	4	5
46	в году	3	5
47	а не	4	5
48	того что	3	5
49	он не	6	5
50	так и	6	5
51	но в	14	5
52	этом отношении	5	4
53	с тем	2	4
54	и др	8	4
55	в каждом	2	4
56	это в	2	4
57	мировой литературе	2	4
58	как и	10	4
59	мы видим	5	4
60	но это	5	4
61	в начале	2	4
62	в качестве	2	4
63	можно сказать	2	4
64	в общем	4	4
65	например в	5	4
66	и к	5	4
67	в ней	8	4
68	к ней	2	4
69	относится к	2	4
70	а также	4	4
71	в своей	3	4
72	в целом	2	4
73	связь с	3	4
74	в особенности	2	4
75	не было	3	4
76	в течение	3	4
77	лишь в	2	4
78	с точки	2	4
79	в чем	2	4
80	к нему	2	4
81	и для	3	4
82	и с	10	4
83	сказать что	4	4
84	все же	2	4
85	то время	3	4
86	ничего не	4	4
87	в эту	2	4
88	что все	2	3
89	с его	7	3
90	все они	4	3
91	во время	12	3
92	к этому	2	3
93	же время	9	3
94	и здесь	4	3
95	всех этих	6	3
96	его как	4	3
97	он был	7	3
98	для него	3	3
99	и что	2	3
100	на этом	5	3
101	кроме того	4	3
102	и если	2	3
103	несмотря на	2	3
104	и наконец	2	3
105	все эти	5	3
106	своего рода	4	3
107	подчеркнуть что	2	3
108	в их	4	3
109	как раз	5	3
110	в связи	5	3
111	в системе	2	3
112	и его	13	3
113	но он	3	3
114	говорить о	2	3
115	в другом	3	3
116	связи с	6	3
117	так как	6	3
118	он хочет	2	2
119	говорит и	2	2
120	не менее	3	2
121	борьба с	2	2
122	себя и	2	2
123	по тому	2	2
124	точку зрения	2	2
125	и у	5	2
126	не столько	2	2
127	но они	3	2
128	и во	4	2
129	в одной	3	2
130	в поэзии	3	2
131	в духе	2	2
132	вовсе не	8	2
133	к тому	2	2
134	как мы	8	2
135	на котором	2	2
136	им в	2	2
137	несколько слов	2	2
138	такой же	4	2
139	есть в	3	2
140	но не	4	2
141	того же	3	2
142	до сих	3	2
143	он его	3	2
144	одной из	5	2
145	в самом	4	2
146	в сущности	4	2
147	во всех	13	2
148	в ряде	2	2
149	нужно сказать	2	2
150	в уста	2	2
151	если в	2	2
152	нет и	2	2
153	вступают в	2	2
154	один из	2	2
155	должен быть	2	2
156	здесь нет	3	2
157	и за	2	2
158	вместе с	3	2
159	сих пор	3	2
160	до нас	3	2
161	и только	2	2
162	в отношении	2	2
163	с ее	5	2
164	начиная с	2	2
165	от того	3	2
166	мы находим	4	2
167	не мог	4	2
168	самом деле	5	2
169	для того	6	2
170	его не	4	2
171	той же	4	2
172	мы не	4	2
173	между собою	4	2
174	в которых	3	2
175	одно из	2	2
176	он и	3	2
177	здесь только	2	2
178	что эта	2	2
179	и ни	3	2
180	не имеет	3	2
181	заметить что	2	2
182	то есть	25	2
