N	2gram	Losev_Vlad_2	Problemy
1	и в	30	34
2	и не	18	29
3	как бы	5	27
4	что он	13	23
5	в его	11	22
6	может быть	7	19
7	в нем	4	19
8	не может	9	19
9	и все	7	19
10	как и	5	18
11	но в	8	16
12	все это	5	16
13	и его	6	16
14	в этом	20	16
15	и с	14	15
16	прежде всего	6	15
17	что я	3	15
18	он не	4	15
19	то же	4	14
20	к нему	2	14
21	для него	9	13
22	у достоевского	2	13
23	но и	8	12
24	же время	3	12
25	и к	6	12
26	потому что	9	12
27	в то	9	12
28	вовсе не	4	11
29	в сущности	2	11
30	то что	20	11
31	не только	12	10
32	в отношении	3	9
33	не в	9	9
34	а не	7	9
35	никогда не	7	8
36	в самом	2	8
37	так же	4	8
38	точки зрения	7	8
39	с ним	5	8
40	что же	8	8
41	и для	3	8
42	я не	4	7
43	что в	12	7
44	и даже	10	7
45	все же	9	7
46	с которым	2	7
47	как мы	11	7
48	что не	2	7
49	как будто	2	7
50	отношение к	4	6
51	стремится к	2	6
52	и на	4	6
53	с его	4	6
54	мы уже	2	6
55	для себя	5	6
56	так и	5	6
57	в себе	6	6
58	только в	6	6
59	он сам	2	5
60	что это	4	5
61	это не	2	5
62	и от	2	5
63	в конце	13	5
64	к тому	2	5
65	так что	5	5
66	но все	2	5
67	и что	5	5
68	того что	5	5
69	и сам	2	5
70	всяком случае	6	5
71	себе и	2	5
72	в целом	4	5
73	таким образом	3	5
74	и вот	3	5
75	не мог	8	5
76	а в	11	5
77	и наконец	4	5
78	он и	3	5
79	мы должны	4	5
80	с тем	2	5
81	даже в	2	5
82	что и	3	5
83	хотя бы	3	5
84	во всяком	6	5
85	в чем	2	5
86	ни в	7	4
87	да и	3	4
88	из его	2	4
89	но это	4	4
90	на этом	2	4
91	у него	19	4
92	при этом	5	4
93	на его	4	4
94	в общем	2	4
95	не о	2	4
96	как к	2	4
97	все эти	5	4
98	даже и	3	4
99	в начале	4	4
100	его в	4	4
101	так как	5	4
102	бы его	2	4
103	меня не	2	4
104	но не	3	4
105	полемика с	2	4
106	как в	3	4
107	и прежде	2	4
108	с точки	3	4
109	в виде	3	4
110	на меня	2	4
111	и вы	2	4
112	я в	3	4
113	и это	3	4
114	ничего не	2	4
115	вместе с	8	4
116	не менее	7	3
117	уже в	3	3
118	он все	2	3
119	в том	18	3
120	что его	4	3
121	совсем не	4	3
122	до конца	7	3
123	хотя и	6	3
124	в виду	2	3
125	в котором	5	3
126	мы видели	2	3
127	жизни и	6	3
128	его и	2	3
129	должно быть	3	3
130	их в	2	3
131	в ней	4	3
132	где он	3	3
133	но он	3	3
134	как он	2	3
135	конце концов	3	3
136	под влиянием	3	3
137	этого не	2	3
138	а что	2	3
139	и во	2	3
140	по крайней	4	3
141	раз и	2	3
142	по себе	5	3
143	том что	12	3
144	к концу	5	3
145	по своему	2	3
146	не могу	2	3
147	наконец в	3	3
148	он уже	5	3
149	еще в	2	3
150	крайней мере	4	3
151	в своей	5	3
152	если не	2	3
153	как я	2	3
154	и как	3	3
155	и то	5	3
156	это было	4	3
157	вы не	2	2
158	не было	10	2
159	отрывок из	2	2
160	что вы	2	2
161	мыслей и	2	2
162	с этой	4	2
163	эти последние	4	2
164	это в	3	2
165	тем не	6	2
166	мы знаем	4	2
167	прямо и	2	2
168	и если	4	2
169	кажется что	2	2
170	же и	2	2
171	в эти	7	2
172	друг друга	2	2
173	я хотел	2	2
174	в своем	8	2
175	те же	3	2
176	для вас	2	2
177	с этим	5	2
178	о том	4	2
179	с которыми	4	2
180	тогда и	2	2
181	сказать что	11	2
182	я и	2	2
183	или как	2	2
184	нисколько не	2	2
185	всех этих	3	2
186	однако в	2	2
187	он дает	2	2
188	в них	3	2
189	меня в	2	2
190	у вас	2	2
191	а к	2	2
192	то в	5	2
193	того же	5	2
194	тот же	5	2
195	было бы	9	2
196	бы с	2	2
197	с вами	3	2
198	конечно не	4	2
199	во всех	3	2
200	к ней	3	2
201	и потому	2	2
202	о нем	2	2
203	в отличие	3	2
204	еще более	3	2
205	в той	2	2
206	уже не	3	2
207	и он	4	2
208	в которой	4	2
209	той же	4	2
210	не то	3	2
211	и вообще	10	2
212	него и	2	2
213	которой он	2	2
214	из письма	2	2
215	будто бы	2	2
216	отличие от	3	2
217	о чем	6	2
