N	2gram	Propp_Russ_1	Psycholo
1	то что	6	37
2	и в	36	30
3	в том	17	27
4	что в	19	24
5	и что	4	23
6	потому что	10	23
7	том что	19	21
8	таким образом	6	20
9	как бы	5	19
10	не только	22	16
11	в этом	12	14
12	так же	3	13
13	то есть	3	13
14	вместе с	10	12
15	может быть	8	11
16	о том	8	10
17	для этого	2	9
18	мы увидим	8	9
19	не может	4	9
20	так как	15	9
21	с тем	8	8
22	что это	3	8
23	тому что	4	8
24	мы имеем	4	8
25	к тому	4	8
26	а не	2	8
27	при этом	6	8
28	того что	4	8
29	мы видим	2	8
30	могут быть	2	8
31	в нем	2	7
32	и как	2	7
33	но не	2	7
34	мы можем	2	7
35	все же	5	7
36	и т	10	7
37	то же	3	7
38	точки зрения	3	7
39	как это	8	7
40	в своем	3	6
41	что она	2	6
42	как и	10	6
43	и для	2	6
44	но и	16	6
45	и не	6	6
46	или в	2	6
47	и здесь	2	6
48	тем что	4	6
49	как будто	5	6
50	на этом	3	6
51	по этому	3	5
52	в целом	2	5
53	что именно	2	5
54	несмотря на	3	5
55	как мы	10	5
56	и потому	2	5
57	что они	7	5
58	еще не	4	5
59	когда он	2	5
60	один из	8	5
61	а с	4	5
62	в своих	2	5
63	но в	2	5
64	только в	4	5
65	в частности	2	4
66	друг к	2	4
67	этот вопрос	2	4
68	у нас	8	4
69	и к	3	4
70	в ней	2	4
71	в его	2	4
72	в них	6	4
73	к другу	2	4
74	только на	3	4
75	этому поводу	2	4
76	а в	9	4
77	там где	2	4
78	о чем	3	4
79	не можем	3	4
80	и другие	13	3
81	у него	2	3
82	что у	2	3
83	это не	10	3
84	из этих	4	3
85	состоит в	8	3
86	к этому	4	3
87	показывает что	5	3
88	что на	4	3
89	для нас	6	3
90	об этом	9	3
91	так что	2	3
92	одна из	4	3
93	в свою	3	3
94	имеет место	2	3
95	чем у	2	3
96	что и	7	3
97	так и	7	3
98	как в	5	3
99	в их	4	3
100	так например	6	3
101	так в	4	3
102	т д	9	3
103	на этот	3	3
104	мы не	6	3
105	в силу	2	3
106	и на	10	3
107	мы должны	2	3
108	в этих	3	3
109	полагает что	6	3
110	и поэтому	2	3
111	что от	2	2
112	связи с	4	2
113	себя и	2	2
114	между собой	2	2
115	с этим	2	2
116	в одном	3	2
117	в каждом	2	2
118	и другими	2	2
119	их не	2	2
120	не что	2	2
121	этом случае	5	2
122	он был	2	2
123	до конца	2	2
124	нас не	2	2
125	по существу	4	2
126	но все	3	2
127	предположить что	2	2
128	чем в	2	2
129	что ему	2	2
130	совпадают с	3	2
131	что по	4	2
132	или на	3	2
133	к другому	2	2
134	следующим образом	4	2
135	как они	2	2
136	в качестве	3	2
137	еще в	4	2
138	его с	4	2
139	говорится что	3	2
140	не с	3	2
141	иное как	2	2
142	из них	8	2
143	представляют собой	7	2
144	во всех	4	2
145	быть и	2	2
146	и до	2	2
147	находится в	2	2
148	все это	6	2
149	того как	5	2
150	в течение	5	2
151	говорится о	2	2
152	приводит к	3	2
153	с точки	3	2
154	ничего не	3	2
155	в которых	5	2
156	и с	2	2
157	в нашем	2	2
158	как например	3	2
159	что иное	2	2
160	как он	2	2
161	все эти	2	2
162	же не	2	2
163	связь между	2	2
164	но она	2	2
165	на самом	2	2
