N	3gram	Bakhtin_Fr_5	formyVre
1	то же время	9	9
2	в то же	9	6
3	в связи с	5	5
4	для того чтобы	6	5
5	в том числе	4	4
6	в нем не	3	3
7	в то время	2	3
8	мы уже говорили	2	3
9	в этом отношении	5	3
10	до сих пор	3	3
11	не может быть	2	3
12	же как и	2	2
13	так же как	4	2
14	а также и	4	2
15	связи с этим	3	2
16	с точки зрения	2	2
17	внешнее и внутреннее	2	2
18	том числе и	2	2
19	со всеми его	2	2
20	и др в	2	2
21	дело в том	2	2
22	в отличие от	2	2
23	также и в	2	2
24	в xvii веке	2	2
25	существенную роль в	2	2
26	к тому же	2	2
27	и прежде всего	3	2
28	в том что	6	2
