N	2gram	Vygotskiy__1	Mirosoze
1	и в	31	46
2	в нем	2	22
3	у него	4	22
4	может быть	22	21
5	в этом	12	20
6	никогда не	8	18
7	и не	16	18
8	не только	13	18
9	но и	2	15
10	не может	17	15
11	как и	16	13
12	не есть	3	13
13	а не	13	13
14	прежде всего	4	12
15	потому что	10	12
16	не было	3	11
17	у нас	4	11
18	та же	3	10
19	но в	3	10
20	он не	3	10
21	в себе	4	10
22	не в	11	9
23	и есть	5	8
24	но это	3	8
25	как бы	5	8
26	в своем	3	8
27	так как	18	8
28	отношение к	2	8
29	она не	5	8
30	человека и	2	7
31	в этой	3	7
32	что он	7	7
33	и к	3	7
34	и потому	2	7
35	как в	9	7
36	и для	5	7
37	вопрос о	3	6
38	что это	6	6
39	так же	12	6
40	того что	10	6
41	и здесь	2	6
42	и там	2	6
43	жизни и	3	6
44	то же	5	5
45	бы и	2	5
46	что все	3	5
47	и вот	3	5
48	совсем не	3	5
49	в самом	11	5
50	один из	4	5
51	что она	6	5
52	те же	4	5
53	в конце	3	5
54	тот кто	2	5
55	и все	5	5
56	есть не	2	5
57	во всем	3	5
58	к тому	4	5
59	то что	32	5
60	в своей	3	5
61	для того	6	5
62	и его	7	5
63	образ и	2	5
64	в его	6	5
65	и это	3	5
66	что в	23	4
67	тому что	4	4
68	все что	3	4
69	до конца	6	4
70	человека не	3	4
71	что у	3	4
72	должны быть	3	4
73	в русском	2	4
74	в жизни	2	4
75	мысль что	3	4
76	том что	16	4
77	означает что	2	4
78	что и	13	4
79	так и	3	4
80	т е	3	4
81	уже не	2	4
82	того чтобы	7	4
83	к чему	2	4
84	на деле	3	4
85	же как	4	3
86	можно ли	2	3
87	себя и	2	3
88	он же	2	3
89	и от	2	3
90	в каждом	3	3
91	в такой	2	3
92	ни в	9	3
93	в том	30	3
94	что они	2	3
95	природа человека	2	3
96	смысле слова	3	3
97	принадлежат к	2	3
98	в своих	4	3
99	сказать что	7	3
100	и с	2	3
101	о том	7	3
102	его в	2	3
103	как он	2	3
104	с ним	2	3
105	не существует	2	3
106	если бы	6	3
107	в них	2	3
108	и во	2	3
109	это и	3	3
110	до сих	3	3
111	на почве	2	3
112	не будет	3	3
113	сих пор	3	3
114	от того	3	3
115	и тогда	2	3
116	той же	3	3
117	только в	14	3
118	есть в	7	3
119	в чем	2	3
120	уже в	3	2
121	в этих	4	2
122	не всегда	2	2
123	ее и	2	2
124	все время	4	2
125	так что	5	2
126	это есть	5	2
127	такой степени	2	2
128	этого вопроса	2	2
129	и если	4	2
130	и той	3	2
131	хотя и	3	2
132	к нему	2	2
133	что есть	2	2
134	как к	2	2
135	и других	3	2
136	его не	2	2
137	а в	6	2
138	увидим что	2	2
139	в основе	2	2
140	точки зрения	15	2
141	приходит к	2	2
142	бы в	2	2
143	между тем	4	2
144	не означает	2	2
145	тогда когда	5	2
146	по себе	9	2
147	есть ли	2	2
148	мы видим	5	2
149	и что	8	2
150	тот же	2	2
151	мы увидим	4	2
152	и тот	2	2
153	в сущности	10	2
154	с таким	11	2
155	вместе с	8	2
156	что же	2	2
157	одной и	4	2
158	говорит что	5	2
159	тому как	7	2
160	нас в	2	2
161	подобно тому	5	2
162	как будто	5	2
163	это все	3	2
164	в которой	4	2
165	ничего не	2	2
166	и поэтому	2	2
