N	2gram	Potebnia_M_1	Psycholo
1	то что	10	44
2	и в	39	33
3	в этом	15	28
4	как бы	6	25
5	и что	10	25
6	потому что	52	24
7	для того	3	23
8	может быть	27	22
9	том что	16	22
10	того чтобы	2	22
11	что в	22	21
12	в том	26	21
13	о том	2	20
14	только что	2	15
15	что это	3	13
16	таким образом	13	13
17	и не	18	13
18	так же	5	13
19	сказать что	3	13
20	то есть	42	13
21	к тому	4	12
22	в самом	3	12
23	все то	2	12
24	и все	3	12
25	так как	21	12
26	было бы	12	12
27	если мы	3	12
28	что все	3	11
29	он не	3	11
30	на то	2	10
31	не может	22	10
32	в его	5	10
33	как она	3	10
34	если бы	14	10
35	в этой	3	9
36	и если	2	9
37	по себе	10	9
38	то же	6	9
39	для этого	2	8
40	в каком	6	8
41	вместе с	8	8
42	как будто	2	8
43	в своем	3	7
44	для нас	9	7
45	так что	16	7
46	в нем	20	7
47	и только	2	7
48	не только	21	7
49	тому что	3	6
50	это не	7	6
51	в самой	3	6
52	в ней	7	6
53	и т	6	6
54	после этого	2	6
55	но он	2	6
56	точки зрения	8	6
57	что мы	4	6
58	когда мы	2	6
59	как на	3	6
60	мы видим	4	6
61	мы должны	3	6
62	в сущности	2	6
63	никак не	2	6
64	а не	21	6
65	в себе	13	6
66	самого начала	3	5
67	мы будем	2	5
68	никогда не	4	5
69	нисколько не	2	5
70	с самого	3	5
71	и как	6	5
72	в целом	2	5
73	мы не	10	5
74	что для	3	5
75	вовсе не	5	5
76	что самое	2	5
77	с ним	3	5
78	мы можем	2	5
79	с этим	7	5
80	связь с	2	5
81	как и	9	5
82	и может	2	5
83	и его	5	5
84	все же	6	5
85	заключается в	3	5
86	и это	3	5
87	из этого	2	5
88	и есть	2	4
89	так например	3	4
90	но совершенно	2	4
91	жизни и	2	4
92	а в	5	4
93	и других	4	4
94	того что	8	4
95	с этой	2	4
96	при помощи	2	4
97	с тем	5	4
98	в жизни	3	4
99	у нас	2	4
100	утверждает что	2	4
101	никто не	3	4
102	и о	2	4
103	не будет	2	4
104	в своей	3	4
105	на него	3	4
106	как мы	2	4
107	что не	10	4
108	с точки	3	4
109	той же	3	4
110	в таком	5	4
111	по поводу	3	4
112	этот вопрос	2	4
113	могла бы	2	4
114	ее с	2	4
115	только в	25	4
116	слова и	4	4
117	в которой	2	4
118	сама по	3	3
119	что если	3	3
120	с одной	3	3
121	что оно	2	3
122	точно так	11	3
123	что именно	2	3
124	в мире	3	3
125	должно быть	7	3
126	не можем	2	3
127	одной стороны	3	3
128	но если	2	3
129	то это	5	3
130	с ее	2	3
131	но и	20	3
132	не было	4	3
133	увидим что	4	3
134	в своих	4	3
135	с но	4	3
136	в то	4	3
137	могло бы	3	3
138	том как	3	3
139	при таком	4	3
140	в одном	8	3
141	но не	8	3
142	она не	3	3
143	мы в	2	3
144	что и	6	3
145	так и	13	3
146	как в	10	3
147	тем самым	4	3
148	к этой	3	3
149	и для	5	3
150	во всяком	3	3
151	тем что	9	3
152	т п	4	3
153	на этот	2	3
154	есть как	2	2
155	столь же	3	2
156	с другой	7	2
157	и от	3	2
158	из этих	4	2
159	была бы	2	2
160	на все	2	2
161	прежде всего	4	2
162	вопрос о	4	2
163	уже с	2	2
164	но все	2	2
165	времени и	2	2
166	же время	4	2
167	и другое	3	2
168	при этом	6	2
169	в действительности	4	2
170	заключить что	2	2
171	и той	3	2
172	в виду	2	2
173	взгляд на	2	2
174	мысли о	4	2
175	все они	2	2
176	и другом	2	2
177	в их	2	2
178	другой стороны	5	2
179	быть не	4	2
180	т д	4	2
181	этой цели	2	2
182	ни малейшего	2	2
183	не имеет	5	2
184	есть только	11	2
185	и с	3	2
186	одно из	3	2
187	во всем	4	2
188	могли бы	2	2
189	не в	15	2
190	человеческой природы	3	2
191	и потому	5	2
192	бы не	6	2
193	но в	9	2
194	а как	2	2
195	только не	2	2
196	в них	3	2
197	заставляет нас	2	2
198	думать что	3	2
199	о которых	2	2
200	что при	5	2
201	мы увидим	3	2
202	во всех	5	2
203	не по	4	2
204	бы то	2	2
205	не все	2	2
206	со стороны	8	2
207	двух противоположных	2	2
208	в словах	3	2
209	одной и	3	2
210	перейти к	2	2
211	хотя бы	2	2
212	тому как	4	2
213	и то	3	2
214	думаем что	2	2
215	связи с	3	2
216	не потому	2	2
217	образом что	2	2
