N	2gram	Vinokur_St_1	slovoVRo
1	и в	44	41
2	в нем	5	30
3	и т	30	28
4	то есть	2	26
5	т п	9	23
6	могут быть	5	19
7	во всех	8	17
8	но и	10	16
9	и не	16	16
10	точки зрения	11	16
11	не только	18	16
12	а не	16	15
13	то же	5	14
14	может быть	15	14
15	не может	8	14
16	и его	8	14
17	в то	9	14
18	в сущности	2	13
19	в его	9	13
20	же время	4	12
21	как бы	4	12
22	языка и	4	12
23	в этом	21	12
24	так и	9	11
25	в той	6	10
26	таким образом	7	9
27	все эти	5	9
28	может не	2	8
29	прежде всего	7	8
30	но в	10	8
31	как в	13	8
32	с точки	8	8
33	не в	12	7
34	отношение к	2	7
35	вовсе не	19	7
36	в своей	6	7
37	все же	8	7
38	в слове	5	7
39	во всяком	6	7
40	в отношении	9	6
41	того же	3	6
42	это не	8	6
43	при этом	2	6
44	и даже	5	6
45	а в	17	6
46	только в	10	6
47	с другой	9	5
48	в самом	7	5
49	всяком случае	6	5
50	все это	5	5
51	т д	21	5
52	в основе	3	5
53	еще более	4	5
54	к нему	2	5
55	в каждом	3	4
56	одной стороны	2	4
57	в ней	3	4
58	за пределы	2	4
59	с одной	3	4
60	лишь в	3	4
61	и с	3	4
62	в которой	4	4
63	и все	2	4
64	всех этих	2	4
65	как и	9	4
66	еще не	3	4
67	но именно	2	4
68	и потому	2	4
69	быть и	2	4
70	другой стороны	7	4
71	и для	3	4
72	там где	5	4
73	ничего не	2	4
74	никогда не	5	3
75	точку зрения	3	3
76	хотя бы	6	3
77	из этих	6	3
78	в том	36	3
79	и сам	2	3
80	для него	6	3
81	из них	8	3
82	данном случае	6	3
83	в своем	2	3
84	ни были	2	3
85	именно в	6	3
86	того что	9	3
87	вообще не	2	3
88	в других	2	3
89	также и	9	3
90	а иногда	2	3
91	в результате	3	3
92	не было	4	3
93	в истории	3	3
94	о том	17	3
95	его в	2	3
96	в первом	2	3
97	так как	5	3
98	у него	2	3
99	и во	2	3
100	с этим	3	3
101	связанные с	3	3
102	в себе	2	3
103	с этой	3	3
104	по существу	2	3
105	в качестве	4	3
106	она не	2	3
107	было бы	17	3
108	его же	2	3
109	конечно не	2	3
110	он не	2	3
111	в свое	2	3
112	бы и	4	3
113	в данном	14	3
114	которые в	2	3
115	же как	3	2
116	в частности	4	2
117	тому что	3	2
118	столь же	4	2
119	что все	2	2
120	этом случае	2	2
121	для нас	7	2
122	так что	6	2
123	что они	7	2
124	например в	8	2
125	такого рода	2	2
126	для того	10	2
127	и по	5	2
128	и тем	3	2
129	в целом	5	2
130	в этих	2	2
131	как к	3	2
132	не могла	2	2
133	так же	5	2
134	и те	2	2
135	время как	2	2
136	конечно и	3	2
137	сказать что	7	2
138	потому что	6	2
139	же и	4	2
140	но он	2	2
141	того или	4	2
142	с которыми	2	2
143	между тем	3	2
144	не является	3	2
145	в сознании	2	2
146	а как	2	2
147	нисколько не	2	2
148	в котором	5	2
149	как более	2	2
150	дело не	4	2
151	или иного	4	2
152	у нас	11	2
153	том что	29	2
154	то в	3	2
155	без всяких	2	2
156	но не	3	2
157	а на	3	2
158	то время	2	2
159	до сих	7	2
160	совершенно не	5	2
161	а также	2	2
162	принципиальное и	2	2
163	даже в	3	2
164	сих пор	7	2
165	в ее	4	2
166	и речи	2	2
167	как раз	4	2
168	а с	3	2
169	на самом	6	2
170	и у	2	2
171	эпохи и	3	2
172	той же	5	2
173	мы не	2	2
174	можно было	13	2
175	и то	5	2
176	от этого	2	2
177	в виде	3	2
178	в другом	3	2
179	и вообще	3	2
