N	2gram	Potebnia_M_2	Istorich
1	и в	24	22
2	в этом	8	17
3	и т	6	16
4	т д	3	15
5	что в	16	15
6	не только	15	14
7	но и	9	12
8	и не	19	12
9	может быть	23	11
10	в этих	3	11
11	или в	2	11
12	еще не	4	10
13	таким образом	11	10
14	но в	4	10
15	что он	4	9
16	в нем	9	9
17	что и	11	9
18	вместе с	11	9
19	в том	18	9
20	что они	5	8
21	с этим	7	8
22	том что	8	8
23	мы видим	2	8
24	другой стороны	2	7
25	с другой	6	7
26	к этому	2	7
27	но не	12	7
28	то что	20	7
29	из них	5	7
30	уже не	4	7
31	и здесь	2	7
32	мы должны	2	7
33	так как	10	7
34	там где	4	7
35	связи с	6	6
36	в них	5	6
37	это не	3	6
38	не все	2	6
39	то и	9	6
40	а в	8	6
41	то же	12	6
42	а не	18	6
43	друг друга	2	6
44	так в	4	6
45	мы можем	12	6
46	во время	4	6
47	если бы	11	6
48	не противоречит	2	5
49	не менее	5	5
50	тем не	6	5
51	так что	10	5
52	до сих	4	5
53	или по	2	5
54	один из	2	5
55	все же	5	5
56	что она	3	5
57	на ней	3	5
58	того что	7	5
59	сих пор	4	5
60	могут быть	8	5
61	в некоторых	4	5
62	случаи когда	2	4
63	как это	2	4
64	у нас	2	4
65	не в	13	4
66	только в	11	4
67	на этом	2	4
68	в свою	6	4
69	они не	4	4
70	к ней	2	4
71	что на	3	4
72	связано с	2	4
73	для нас	31	4
74	находится в	3	4
75	и его	2	4
76	и на	8	4
77	не может	12	4
78	но он	2	4
79	тем что	7	4
80	и они	2	4
81	все эти	2	4
82	в других	4	4
83	состоит в	2	3
84	что у	2	3
85	превращается в	2	3
86	и от	3	3
87	и все	3	3
88	прежде всего	7	3
89	от них	3	3
90	как и	7	3
91	и как	6	3
92	но это	3	3
93	все что	3	3
94	у него	2	3
95	некоторых случаях	2	3
96	было бы	13	3
97	некоторое время	2	3
98	между прочим	4	3
99	не совсем	3	3
100	в его	2	3
101	никогда не	4	3
102	в целом	3	3
103	со стороны	3	3
104	в связи	2	3
105	и у	3	3
106	так же	2	3
107	его не	3	3
108	с ними	3	3
109	сказать что	2	3
110	потому что	49	3
111	из этих	4	3
112	далеко не	3	3
113	о том	5	3
114	его в	3	3
115	их в	2	3
116	в чем	7	3
117	если это	2	3
118	одном из	4	3
119	не было	6	2
120	всех этих	2	2
121	с тем	4	2
122	независимо от	9	2
123	и есть	2	2
124	в животном	2	2
125	но тем	3	2
126	точно так	9	2
127	в одном	6	2
128	в жизни	2	2
129	на все	3	2
130	вовсе не	9	2
131	вопрос о	2	2
132	во всяком	7	2
133	или не	5	2
134	мы знаем	2	2
135	же в	5	2
136	в нее	4	2
137	но все	2	2
138	от него	4	2
139	такой же	4	2
140	одна из	4	2
141	с одной	4	2
142	как в	10	2
143	при этом	13	2
144	на другой	2	2
145	то время	4	2
146	не дает	2	2
147	после того	2	2
148	себе в	3	2
149	одной стороны	3	2
150	например в	3	2
151	хотя и	3	2
152	в ней	3	2
153	его на	2	2
154	и потому	2	2
155	относится к	3	2
156	всяком случае	7	2
157	в котором	4	2
158	для нее	2	2
159	не имеет	6	2
160	не с	3	2
161	то это	3	2
162	и уже	5	2
163	и это	2	2
164	но она	3	2
165	так и	5	2
166	не имеют	2	2
167	по отношению	2	2
168	образом мы	2	2
169	той же	3	2
170	если не	4	2
171	на самом	2	2
172	образом в	4	2
173	и что	4	2
174	что не	5	2
175	есть только	6	2
176	и для	3	2
177	время как	4	2
178	а то	2	2
179	и то	3	2
180	то мы	2	2
181	между тем	6	2
182	в другом	2	2
183	в то	6	2
184	во все	2	2
185	во многих	3	2
186	то не	3	2
